"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Johnson",2021-01-01,"Johnson",65112,11163,9877,47,43,4,1239,0.171443051971987
"Jones",2021-01-01,"Jones",8199,2587,2397,48,47,1,142,0.315526283693133
"Keokuk",2021-01-01,"Keokuk",3331,792,673,25,25,0,94,0.237766436505554
"Kossuth",2021-01-01,"Kossuth",6384,1559,1258,32,31,1,269,0.244204260651629
"Lee",2021-01-01,"Lee",12972,2872,2330,24,20,4,518,0.221399938328708
"Linn",2021-01-01,"Linn",95479,16632,14846,245,229,16,1541,0.174195372804491
"Louisa",2021-01-01,"Louisa",4496,1069,898,24,20,4,147,0.237766903914591
"Lucas",2021-01-01,"Lucas",3060,581,345,7,7,0,229,0.189869281045752
"Lyon",2021-01-01,"Lyon",3791,1259,1070,25,23,2,164,0.332102347665524
"Madison",2021-01-01,"Madison",5946,972,770,8,7,1,194,0.163471241170535
"Mahaska",2021-01-01,"Mahaska",8453,1745,1322,34,31,3,389,0.206435584999409
"Marion",2021-01-01,"Marion",12487,2714,2144,47,41,6,523,0.217346039881477
"Marshall",2021-01-01,"Marshall",16915,4032,3612,57,54,3,363,0.23836831214898
"Mills",2021-01-01,"Mills",6583,1285,1122,15,14,1,148,0.195199756949719
"Mitchell",2021-01-01,"Mitchell",4627,1048,845,30,30,0,173,0.226496650097255
"Monona",2021-01-01,"Monona",3072,550,470,16,15,1,64,0.179036458333333
"Monroe",2021-01-01,"Monroe",2665,670,461,17,16,1,192,0.25140712945591
"Montgomery",2021-01-01,"Montgomery",3520,770,524,15,14,1,231,0.21875
"Muscatine",2021-01-01,"Muscatine",17513,3577,3082,75,68,7,420,0.2042482727117
"O'Brien",2021-01-01,"O'Brien",5559,1591,1386,53,49,4,152,0.286202554416262
"Osceola",2021-01-01,"Osceola",2027,614,553,8,7,1,53,0.302910705476073
"Page",2021-01-01,"Page",5094,1371,1241,13,13,0,117,0.269140164899882
"Palo Alto",2021-01-01,"Palo Alto",3726,817,689,8,8,0,120,0.219269994632313
"Pending Investigation",2021-01-01,"Pending Investigation",9898,748,396,0,0,0,352,0.0755708223883613
"Plymouth",2021-01-01,"Plymouth",11319,3363,2935,51,45,6,377,0.297111052213093
"Pocahontas",2021-01-01,"Pocahontas",2996,724,604,12,12,0,108,0.241655540720961
"Polk",2021-01-01,"Polk",220672,41554,35314,410,373,37,5830,0.188306627030162
"Pottawattamie",2021-01-01,"Pottawattamie",39638,8302,6954,95,86,9,1253,0.209445481608557
"Poweshiek",2021-01-01,"Poweshiek",6892,1210,1042,24,22,2,144,0.175565873476494
"Ringgold",2021-01-01,"Ringgold",1946,365,257,7,6,1,101,0.187564234326824
"Sac",2021-01-01,"Sac",4457,1042,911,14,14,0,117,0.233789544536684
"Scott",2021-01-01,"Scott",70216,14160,12040,152,144,8,1968,0.201663438532528
"Shelby",2021-01-01,"Shelby",4286,949,797,24,24,0,128,0.221418572095194
"Sioux",2021-01-01,"Sioux",13324,4355,3882,44,43,1,429,0.326853797658361
"Story",2021-01-01,"Story",45886,8023,7117,31,27,4,875,0.174846358366386
"Tama",2021-01-01,"Tama",6951,1758,1538,55,53,2,165,0.252913249892102
"Taylor",2021-01-01,"Taylor",2128,547,480,9,7,2,58,0.257048872180451
"Union",2021-01-01,"Union",5548,1033,850,19,19,0,164,0.186193222782985
"Van Buren",2021-01-01,"Van Buren",2209,455,400,11,10,1,44,0.20597555454957
"Wapello",2021-01-01,"Wapello",13724,3142,2642,90,88,2,410,0.22894199941708
"Warren",2021-01-01,"Warren",22375,3820,3044,34,32,2,742,0.17072625698324
"Washington",2021-01-01,"Washington",9631,1887,1512,28,27,1,347,0.195929809988579
"Wayne",2021-01-01,"Wayne",1830,383,303,21,17,4,59,0.209289617486339
"Webster",2021-01-01,"Webster",18553,4454,3798,64,57,7,592,0.240068991537757
"Winnebago",2021-01-01,"Winnebago",5010,1104,953,28,23,5,123,0.220359281437126
"Winneshiek",2021-01-01,"Winneshiek",7970,1386,1084,18,16,2,284,0.173902132998745
"Woodbury",2021-01-01,"Woodbury",49873,12307,10868,167,155,12,1272,0.246766787640607
"Worth",2021-01-01,"Worth",2996,528,399,3,2,1,126,0.176234979973298
"Wright",2021-01-01,"Wright",6825,1530,1329,18,16,2,183,0.224175824175824
"Total",2021-01-01,"Totals",1359659,282437,241230,3891,3571,320,37316,0.207726349033103
