"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1587","76","49","1","26","0.0478890989287965",2020-10-01
"Adams","Adams","665","38","28","0","10","0.0571428571428571",2020-10-01
"Allamakee","Allamakee","2931","265","181","6","78","0.0904128283862163",2020-10-01
"Appanoose","Appanoose","2653","144","121","3","20","0.0542781756502073",2020-10-01
"Audubon","Audubon","1228","92","39","1","52","0.0749185667752443",2020-10-01
"Benton","Benton","5512","345","222","1","122","0.0625907111756168",2020-10-01
"Black Hawk","Black Hawk","35696","4567","3878","92","597","0.127941506051098",2020-10-01
"Boone","Boone","6501","532","361","8","163","0.0818335640670666",2020-10-01
"Bremer","Bremer","5478","513","377","7","129","0.0936473165388828",2020-10-01
"Buchanan","Buchanan","4543","299","184","1","114","0.0658155403918116",2020-10-01
"Buena Vista","Buena Vista","9422","2027","1830","12","185","0.21513479091488",2020-10-01
"Butler","Butler","3422","281","259","2","20","0.0821157218001169",2020-10-01
"Calhoun","Calhoun","2657","196","171","3","22","0.0737674068498306",2020-10-01
"Carroll","Carroll","5818","711","453","5","253","0.122206943966999",2020-10-01
"Cass","Cass","2798","181","157","2","22","0.0646890636168692",2020-10-01
"Cedar","Cedar","3966","257","167","1","89","0.0648008068582955",2020-10-01
"Cerro Gordo","Cerro Gordo","11523","1078","867","22","189","0.0935520263820186",2020-10-01
"Cherokee","Cherokee","2895","272","144","2","126","0.0939550949913644",2020-10-01
"Chickasaw","Chickasaw","2645","275","250","1","24","0.103969754253308",2020-10-01
"Clarke","Clarke","2362","270","242","3","25","0.114309906858594",2020-10-01
"Clay","Clay","3875","354","236","4","114","0.0913548387096774",2020-10-01
"Clayton","Clayton","3335","272","244","3","25","0.0815592203898051",2020-10-01
"Clinton","Clinton","9949","1153","895","22","236","0.115891044326063",2020-10-01
"Crawford","Crawford","5319","1117","847","6","264","0.210001880052641",2020-10-01
"Dallas","Dallas","26160","2866","2421","38","407","0.109556574923547",2020-10-01
"Davis","Davis","1345","130","90","4","36","0.0966542750929368",2020-10-01
"Decatur","Decatur","1572","67","49","0","18","0.0426208651399491",2020-10-01
"Delaware","Delaware","3998","467","369","3","95","0.116808404202101",2020-10-01
"Des Moines","Des Moines","9051","828","607","9","212","0.0914816042426251",2020-10-01
"Dickinson","Dickinson","5408","555","433","6","116","0.10262573964497",2020-10-01
"Dubuque","Dubuque","30518","3478","2142","43","1293","0.113965528540533",2020-10-01
"Emmet","Emmet","2223","282","216","10","56","0.126855600539811",2020-10-01
"Fayette","Fayette","4227","240","152","2","86","0.056777856635912",2020-10-01
"Floyd","Floyd","3939","360","306","5","49","0.0913937547600914",2020-10-01
"Franklin","Franklin","2589","353","317","18","18","0.136346079567401",2020-10-01
"Fremont","Fremont","1294","125","63","0","62","0.0965996908809892",2020-10-01
"Greene","Greene","2120","110","62","0","48","0.0518867924528302",2020-10-01
"Grundy","Grundy","2860","229","139","4","86","0.0800699300699301",2020-10-01
"Guthrie","Guthrie","2750","272","174","10","88","0.0989090909090909",2020-10-01
"Hamilton","Hamilton","3716","337","309","3","25","0.0906889128094726",2020-10-01
"Hancock","Hancock","2629","204","182","2","20","0.0775960441232408",2020-10-01
