"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",4916,1434,1254,46,134,0.291700569568755,2022-01-18
"2","Adams",2407,693,616,12,65,0.287910261736602,2022-01-18
"3","Allamakee",8728,2587,2190,58,339,0.296402383134739,2022-01-18
"4","Appanoose",8726,2512,2167,60,285,0.287875315150126,2022-01-18
"5","Audubon",3901,952,808,18,126,0.244039989746219,2022-01-18
"6","Benton",18247,5363,4392,69,902,0.293911327889516,2022-01-18
"7","Black Hawk",100479,29093,22752,421,5920,0.289543088605579,2022-01-18
"8","Boone",19288,4878,4160,46,672,0.252903359601825,2022-01-18
"9","Bremer",17125,4895,4142,77,676,0.285839416058394,2022-01-18
"10","Buchanan",13614,3985,3359,48,578,0.292713383281916,2022-01-18
"11","Buena Vista",19640,5736,4996,51,689,0.292057026476578,2022-01-18
"12","Butler",9816,2813,2462,48,303,0.286572942135289,2022-01-18
"13","Calhoun",7239,2337,2026,20,291,0.322834645669291,2022-01-18
"14","Carroll",14885,4393,3742,58,593,0.295129324823648,2022-01-18
"15","Cass",8845,2667,2363,73,231,0.301526286037309,2022-01-18
"16","Cedar",13042,3498,2812,28,658,0.268210397178347,2022-01-18
"17","Cerro Gordo",34809,9916,8522,146,1248,0.284868855755695,2022-01-18
"18","Cherokee",8199,2632,2182,54,396,0.321014757897305,2022-01-18
"19","Chickasaw",7872,2369,2016,28,325,0.300940040650407,2022-01-18
"20","Clarke",7042,1977,1685,31,261,0.280744106787844,2022-01-18
"21","Clay",11370,3562,2993,40,529,0.313280562884785,2022-01-18
"22","Clayton",10504,3064,2672,68,324,0.291698400609292,2022-01-18
"23","Clinton",33320,10208,8560,126,1522,0.306362545018007,2022-01-18
"24","Crawford",11675,4128,3618,49,461,0.353576017130621,2022-01-18
"25","Dallas",77472,19858,16100,125,3633,0.256324865757951,2022-01-18
"26","Davis",4970,1463,1293,27,143,0.294366197183099,2022-01-18
"27","Decatur",5100,1314,1118,22,174,0.257647058823529,2022-01-18
"28","Delaware",11370,3668,3152,65,451,0.322603342128408,2022-01-18
"29","Des Moines",29115,8096,7188,116,792,0.278069723510218,2022-01-18
"30","Dickinson",13524,3747,3245,63,439,0.277062999112689,2022-01-18
"31","Dubuque",78056,23047,19693,272,3082,0.295262375730245,2022-01-18
"32","Emmet",6915,2128,1822,49,257,0.307736804049168,2022-01-18
"33","Fayette",13141,3561,2982,63,516,0.270983943383304,2022-01-18
"34","Floyd",11084,3130,2692,58,380,0.282389029231324,2022-01-18
"35","Franklin",7792,2248,1926,36,286,0.288501026694045,2022-01-18
"36","Fremont",4081,1201,1020,20,161,0.294290615045332,2022-01-18
"37","Greene",5896,1527,1305,19,203,0.258989145183175,2022-01-18
"38","Grundy",7996,2242,1898,39,305,0.280390195097549,2022-01-18
"39","Guthrie",8330,2081,1759,41,281,0.249819927971188,2022-01-18
"40","Hamilton",10822,3115,2660,65,390,0.287839586028461,2022-01-18
"41","Hancock",8380,2551,2291,45,215,0.304415274463007,2022-01-18
"42","Hardin",12387,3610,3006,56,548,0.291434568499233,2022-01-18
"43","Harrison",9046,3008,2515,86,407,0.332522661950033,2022-01-18
"44","Henry",15845,4945,4289,60,596,0.312085831492584,2022-01-18
"45","Howard",6344,1820,1600,26,194,0.286885245901639,2022-01-18
"46","Humboldt",6734,2429,1928,35,466,0.360706860706861,2022-01-18
"47","Ida",4733,1561,1349,44,168,0.329811958588633,2022-01-18
"48","Iowa",11663,3107,2460,39,608,0.266398010803395,2022-01-18
"49","Jackson",13207,4152,3526,62,564,0.31437873854774,2022-01-18
"50","Jasper",26320,7532,6562,97,873,0.286170212765957,2022-01-18
"51","Jefferson",12795,2916,2423,47,446,0.227901524032825,2022-01-18
"52","Johnson",119555,28567,20692,120,7755,0.238944418886705,2022-01-18
"53","Jones",14058,4934,4246,68,620,0.350974534073126,2022-01-18
"54","Keokuk",6530,1799,1562,44,193,0.275497702909648,2022-01-18
"55","Kossuth",10850,3516,3050,84,382,0.324055299539171,2022-01-18
