"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-04-01,"Adair",11690,957,785,32,22,10,3560,837,20,2021-04-01
"Adams",2021-04-01,"Adams",5164,330,315,4,4,0,1559,319,0,2021-04-01
"Allamakee",2021-04-01,"Allamakee",20010,1538,1388,49,39,10,6112,1484,47,2021-04-01
"Appanoose",2021-04-01,"Appanoose",16741,1423,1187,47,43,4,5910,1254,20,2021-04-01
"Audubon",2021-04-01,"Audubon",11271,504,461,9,8,1,2577,486,16,2021-04-01
"Benton",2021-04-01,"Benton",34956,2633,2352,54,44,10,12584,2473,67,2021-04-01
"Black Hawk",2021-04-01,"Black Hawk",200962,16683,14651,301,279,22,69121,15279,327,2021-04-01
"Boone",2021-04-01,"Boone",41632,2707,2406,31,29,2,13602,2519,82,2021-04-01
"Bremer",2021-04-01,"Bremer",36597,2901,2638,57,48,9,12105,2760,65,2021-04-01
"Buchanan",2021-04-01,"Buchanan",28796,1939,1740,31,26,5,9318,1840,69,2021-04-01
"Buena Vista",2021-04-01,"Buena Vista",42497,4818,4086,39,35,4,14593,4183,58,2021-04-01
"Butler",2021-04-01,"Butler",27946,1698,1553,33,29,4,6933,1610,24,2021-04-01
"Calhoun",2021-04-01,"Calhoun",17355,1374,1283,11,11,0,5238,1324,30,2021-04-01
"Carroll",2021-04-01,"Carroll",34081,2935,2622,49,42,7,11204,2734,63,2021-04-01
"Cass",2021-04-01,"Cass",19564,1403,1241,54,48,6,6253,1331,36,2021-04-01
"Cedar",2021-04-01,"Cedar",28659,1873,1703,23,21,2,9003,1790,64,2021-04-01
"Cerro Gordo",2021-04-01,"Cerro Gordo",71693,5493,4917,85,71,14,24429,5112,110,2021-04-01
"Cherokee",2021-04-01,"Cherokee",19660,1646,1413,37,29,8,5944,1543,93,2021-04-01
"Chickasaw",2021-04-01,"Chickasaw",16412,1281,1187,15,13,2,5352,1212,10,2021-04-01
"Clarke",2021-04-01,"Clarke",12587,1035,927,23,22,1,4811,974,24,2021-04-01
"Clay",2021-04-01,"Clay",27736,2136,1817,25,20,5,8232,2014,172,2021-04-01
"Clayton",2021-04-01,"Clayton",23270,1710,1555,55,46,9,6939,1627,17,2021-04-01
"Clinton",2021-04-01,"Clinton",58152,5672,4940,87,76,11,22193,5196,169,2021-04-01
"Crawford",2021-04-01,"Crawford",25993,2825,2506,37,32,5,8684,2591,48,2021-04-01
"Dallas",2021-04-01,"Dallas",119804,11976,10118,95,83,12,53234,10672,459,2021-04-01
"Davis",2021-04-01,"Davis",10337,858,741,24,23,1,3389,786,21,2021-04-01
"Decatur",2021-04-01,"Decatur",9937,598,567,9,9,0,3503,582,6,2021-04-01
"Delaware",2021-04-01,"Delaware",25604,2000,1819,39,35,4,7888,1947,89,2021-04-01
"Des Moines",2021-04-01,"Des Moines",52693,4683,4228,64,53,11,20843,4350,58,2021-04-01
"Dickinson",2021-04-01,"Dickinson",24494,2453,1994,41,35,6,10192,2258,223,2021-04-01
"Dubuque",2021-04-01,"Dubuque",176113,13963,12233,201,187,14,56099,12720,286,2021-04-01
"Emmet",2021-04-01,"Emmet",15656,1303,1108,40,38,2,4964,1225,77,2021-04-01
"Fayette",2021-04-01,"Fayette",33138,1900,1754,39,34,5,9136,1819,26,2021-04-01
"Floyd",2021-04-01,"Floyd",23905,1687,1438,41,31,10,7585,1525,46,2021-04-01
"Franklin",2021-04-01,"Franklin",18539,1215,1066,21,19,2,5193,1115,28,2021-04-01
"Fremont",2021-04-01,"Fremont",6828,623,548,10,8,2,2596,584,26,2021-04-01
"Greene",2021-04-01,"Greene",13977,800,720,10,10,0,4045,753,23,2021-04-01
"Grundy",2021-04-01,"Grundy",18235,1414,1292,31,26,5,5688,1338,15,2021-04-01
"Guthrie",2021-04-01,"Guthrie",17098,1240,1075,28,23,5,5563,1151,48,2021-04-01
