"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Clayton",2021-02-16,"Clayton",6416,1584,1484,53,45,8,47,0.246882793017456
"Clinton",2021-02-16,"Clinton",20318,4875,4453,80,72,8,342,0.239935032975687
"Crawford",2021-02-16,"Crawford",8186,2454,2276,35,31,4,143,0.299780112387002
"Dallas",2021-02-16,"Dallas",49151,9817,8862,85,74,11,870,0.19973143984863
"Davis",2021-02-16,"Davis",3094,745,676,23,22,1,46,0.240788623141564
"Decatur",2021-02-16,"Decatur",3249,541,494,8,8,0,39,0.166512773160973
"Delaware",2021-02-16,"Delaware",7279,1837,1699,38,33,5,100,0.252369831020745
"Des Moines",2021-02-16,"Des Moines",19447,4161,3776,55,48,7,330,0.213966164446958
"Dickinson",2021-02-16,"Dickinson",9503,1971,1835,37,31,6,99,0.207408186888351
"Dubuque",2021-02-16,"Dubuque",52832,12134,11258,187,176,11,689,0.229671411265899
"Emmet",2021-02-16,"Emmet",4634,1134,1062,39,37,2,33,0.244712990936556
"Fayette",2021-02-16,"Fayette",8471,1748,1600,31,28,3,117,0.206351080155826
"Floyd",2021-02-16,"Floyd",7140,1462,1359,38,30,8,65,0.204761904761905
"Franklin",2021-02-16,"Franklin",4808,1081,1005,19,18,1,57,0.224833610648918
"Fremont",2021-02-16,"Fremont",2457,542,510,9,7,2,23,0.220594220594221
"Greene",2021-02-16,"Greene",3804,720,688,10,10,0,22,0.189274447949527
"Grundy",2021-02-16,"Grundy",5337,1287,1194,30,25,5,63,0.24114671163575
"Guthrie",2021-02-16,"Guthrie",5131,1071,1007,28,23,5,36,0.208731241473397
"Hamilton",2021-02-16,"Hamilton",6995,1709,1570,38,37,1,101,0.244317369549678
"Hancock",2021-02-16,"Hancock",5527,1358,1280,27,22,5,51,0.24570291297268
"Hardin",2021-02-16,"Hardin",7687,1652,1526,34,31,3,92,0.214908286717835
"Harrison",2021-02-16,"Harrison",6002,1647,1492,68,64,4,87,0.274408530489837
"Henry",2021-02-16,"Henry",10133,2768,2618,35,35,0,115,0.27316688048949
"Howard",2021-02-16,"Howard",4138,965,823,20,16,4,122,0.233204446592557
"Humboldt",2021-02-16,"Humboldt",4387,1112,1033,22,19,3,57,0.253476179621609
"Ida",2021-02-16,"Ida",3016,801,713,32,30,2,56,0.265583554376658
"Iowa",2021-02-16,"Iowa",7459,1355,1240,23,21,2,92,0.181659739911516
"Jackson",2021-02-16,"Jackson",8290,2069,1900,37,34,3,132,0.249577804583836
"Jasper",2021-02-16,"Jasper",16523,3630,3193,65,61,4,372,0.219693760213036
"Jefferson",2021-02-16,"Jefferson",7111,1266,1192,31,27,4,43,0.178034031781747
"Johnson",2021-02-16,"Johnson",72791,12850,12031,68,63,5,751,0.176532813122501
"Jones",2021-02-16,"Jones",9139,2830,2659,54,50,4,117,0.309661888609257
"Keokuk",2021-02-16,"Keokuk",3816,900,830,29,29,0,41,0.235849056603774
"Kossuth",2021-02-16,"Kossuth",7229,1931,1727,52,46,6,152,0.26711855028358
"Lee",2021-02-16,"Lee",14622,3466,3149,47,35,12,270,0.237040076596909
"Linn",2021-02-16,"Linn",106893,19130,17515,305,278,27,1310,0.178964010739712
"Louisa",2021-02-16,"Louisa",5011,1195,1115,41,34,7,39,0.238475354220714
"Lucas",2021-02-16,"Lucas",3483,689,642,18,15,3,29,0.197817973011771
"Lyon",2021-02-16,"Lyon",4253,1430,1336,40,36,4,54,0.33623324711968
"Madison",2021-02-16,"Madison",6994,1369,1198,16,12,4,155,0.195739205032885
"Mahaska",2021-02-16,"Mahaska",9596,2112,1895,44,39,5,173,0.220091704877032
"Marion",2021-02-16,"Marion",14413,3324,3021,66,58,8,237,0.23062513009089
"Marshall",2021-02-16,"Marshall",19551,4545,4223,69,63,6,253,0.232468927420592
"Mills",2021-02-16,"Mills",7165,1457,1351,20,17,3,86,0.203349616189812
"Mitchell",2021-02-16,"Mitchell",5095,1186,1136,40,38,2,10,0.232777232580962
"Monona",2021-02-16,"Monona",3468,753,676,23,22,1,54,0.217128027681661
"Monroe",2021-02-16,"Monroe",3117,870,792,27,21,6,51,0.279114533205005
"Montgomery",2021-02-16,"Montgomery",4107,954,830,36,34,2,88,0.232286340394449
"Muscatine",2021-02-16,"Muscatine",19585,4109,3823,87,78,9,199,0.209803420985448
"O'Brien",2021-02-16,"O'Brien",6136,1769,1652,58,54,4,59,0.288298565840939
"Osceola",2021-02-16,"Osceola",2231,662,633,13,11,2,16,0.296727924697445
"Page",2021-02-16,"Page",5799,1643,1522,17,16,1,104,0.283324711157096
"Palo Alto",2021-02-16,"Palo Alto",4139,981,899,19,17,2,63,0.237013771442377
"Pending Investigation",2021-02-16,"Pending Investigation",6820,898,743,0,0,0,155,0.131671554252199
"Plymouth",2021-02-16,"Plymouth",12321,3614,3439,75,67,8,100,0.293320347374401
"Pocahontas",2021-02-16,"Pocahontas",3232,804,761,18,18,0,25,0.248762376237624
"Polk",2021-02-16,"Polk",249966,50144,45484,524,468,56,4136,0.200603282046358
"Pottawattamie",2021-02-16,"Pottawattamie",43735,9614,8899,139,124,15,576,0.219823939636447
"Poweshiek",2021-02-16,"Poweshiek",8123,1454,1314,29,27,2,111,0.178997907177151
"Ringgold",2021-02-16,"Ringgold",2207,493,444,16,15,1,33,0.223380154055279
"Sac",2021-02-16,"Sac",4900,1157,1099,17,17,0,41,0.236122448979592
"Scott",2021-02-16,"Scott",78502,16762,15380,196,184,12,1186,0.213523222338284
"Shelby",2021-02-16,"Shelby",4902,1128,997,32,29,3,99,0.230110159118727
"Sioux",2021-02-16,"Sioux",14627,4704,4505,67,64,3,132,0.321597046557736
"Story",2021-02-16,"Story",52052,9297,8658,43,38,5,596,0.178609851686775
"Tama",2021-02-16,"Tama",7837,1980,1827,63,61,2,90,0.252647696822764
"Taylor",2021-02-16,"Taylor",2349,628,590,11,9,2,27,0.267347807577693
"Union",2021-02-16,"Union",6093,1169,1068,31,26,5,70,0.191859510914164
"Van Buren",2021-02-16,"Van Buren",2518,533,484,17,14,3,32,0.211675933280381
"Wapello",2021-02-16,"Wapello",16410,3824,3396,105,102,3,323,0.233028641072517
"Warren",2021-02-16,"Warren",25421,4958,4410,67,63,4,481,0.195035600487786
"Washington",2021-02-16,"Washington",10904,2354,2160,41,39,2,153,0.215884079236977
"Wayne",2021-02-16,"Wayne",2030,439,396,21,17,4,22,0.216256157635468
"Webster",2021-02-16,"Webster",20109,4862,4636,83,70,13,143,0.241782286538366
"Winnebago",2021-02-16,"Winnebago",5664,1273,1168,30,25,5,75,0.224752824858757
"Winneshiek",2021-02-16,"Winneshiek",9214,1760,1551,26,22,4,183,0.191013674842631
"Woodbury",2021-02-16,"Woodbury",54548,13494,12872,205,191,14,417,0.247378455672069
"Worth",2021-02-16,"Worth",3432,648,614,4,3,1,30,0.188811188811189
"Wright",2021-02-16,"Wright",7457,1709,1630,31,26,5,48,0.229180635644361
"Total",2021-02-16,"Totals",1525232,329808,303714,5237,4727,510,20857,0.216234644958931
