"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-14,"Adair",12511,986,815,32,22,10,3731,865,18,2021-05-14
"Adams",2021-05-14,"Adams",5830,349,330,4,4,0,1652,338,4,2021-05-14
"Allamakee",2021-05-14,"Allamakee",21910,1571,1442,51,41,10,6411,1514,21,2021-05-14
"Appanoose",2021-05-14,"Appanoose",18500,1456,1221,49,44,5,6257,1279,9,2021-05-14
"Audubon",2021-05-14,"Audubon",12574,530,483,10,9,1,2777,511,18,2021-05-14
"Benton",2021-05-14,"Benton",38339,2722,2452,55,44,11,13324,2565,58,2021-05-14
"Black Hawk",2021-05-14,"Black Hawk",220260,17283,15256,308,285,23,72822,15803,239,2021-05-14
"Boone",2021-05-14,"Boone",45367,2833,2552,34,31,3,14419,2644,58,2021-05-14
"Bremer",2021-05-14,"Bremer",40519,2982,2732,60,51,9,12724,2842,50,2021-05-14
"Buchanan",2021-05-14,"Buchanan",32101,2018,1853,32,26,6,9841,1912,27,2021-05-14
"Buena Vista",2021-05-14,"Buena Vista",45834,4897,4178,40,36,4,15178,4245,27,2021-05-14
"Butler",2021-05-14,"Butler",30149,1739,1588,34,30,4,7322,1648,26,2021-05-14
"Calhoun",2021-05-14,"Calhoun",18976,1433,1319,13,12,1,5514,1384,52,2021-05-14
"Carroll",2021-05-14,"Carroll",37526,3068,2742,52,43,9,11741,2858,64,2021-05-14
"Cass",2021-05-14,"Cass",21212,1468,1294,54,48,6,6592,1385,37,2021-05-14
"Cedar",2021-05-14,"Cedar",32252,1993,1811,23,21,2,9553,1900,66,2021-05-14
"Cerro Gordo",2021-05-14,"Cerro Gordo",78546,5813,5131,89,74,15,26037,5396,176,2021-05-14
"Cherokee",2021-05-14,"Cherokee",21349,1690,1530,38,30,8,6194,1587,19,2021-05-14
"Chickasaw",2021-05-14,"Chickasaw",18095,1310,1218,15,13,2,5652,1240,7,2021-05-14
"Clarke",2021-05-14,"Clarke",13807,1061,961,24,22,2,5054,1001,16,2021-05-14
"Clay",2021-05-14,"Clay",31471,2263,2087,25,20,5,8772,2155,43,2021-05-14
"Clayton",2021-05-14,"Clayton",25851,1787,1621,56,47,9,7430,1695,18,2021-05-14
"Clinton",2021-05-14,"Clinton",65402,6032,5285,93,79,14,23987,5551,173,2021-05-14
"Crawford",2021-05-14,"Crawford",28715,2905,2585,40,35,5,9076,2664,39,2021-05-14
"Dallas",2021-05-14,"Dallas",131390,12511,10797,98,85,13,56394,11176,281,2021-05-14
"Davis",2021-05-14,"Davis",11516,904,775,24,23,1,3629,828,29,2021-05-14
"Decatur",2021-05-14,"Decatur",10665,624,587,9,9,0,3671,608,12,2021-05-14
"Delaware",2021-05-14,"Delaware",29793,2135,1989,41,37,4,8397,2094,64,2021-05-14
"Des Moines",2021-05-14,"Des Moines",57767,4929,4356,66,55,11,22005,4557,135,2021-05-14
"Dickinson",2021-05-14,"Dickinson",27556,2674,2376,43,37,6,10845,2482,63,2021-05-14
"Dubuque",2021-05-14,"Dubuque",196838,14665,12929,208,193,15,59179,13363,226,2021-05-14
"Emmet",2021-05-14,"Emmet",17510,1416,1246,40,38,2,5385,1342,56,2021-05-14
"Fayette",2021-05-14,"Fayette",37299,1930,1794,41,36,5,9639,1850,15,2021-05-14
"Floyd",2021-05-14,"Floyd",26423,1782,1513,42,32,10,8056,1605,50,2021-05-14
"Franklin",2021-05-14,"Franklin",20133,1304,1103,21,19,2,5577,1198,74,2021-05-14
"Fremont",2021-05-14,"Fremont",7469,658,607,9,7,2,2752,622,6,2021-05-14
"Greene",2021-05-14,"Greene",15346,825,756,10,10,0,4280,776,10,2021-05-14
"Grundy",2021-05-14,"Grundy",19735,1441,1322,33,27,6,5983,1364,9,2021-05-14
"Guthrie",2021-05-14,"Guthrie",19075,1299,1156,30,24,6,5963,1215,29,2021-05-14
"Hamilton",2021-05-14,"Hamilton",23918,1988,1739,49,45,4,7840,1798,10,2021-05-14
"Hancock",2021-05-14,"Hancock",22018,1575,1401,34,27,7,6332,1478,43,2021-05-14
"Hardin",2021-05-14,"Hardin",35962,1981,1761,43,34,9,8811,1851,47,2021-05-14
"Harrison",2021-05-14,"Harrison",21888,1934,1687,73,69,4,6663,1794,34,2021-05-14
"Henry",2021-05-14,"Henry",37123,3063,2825,37,36,1,11407,2914,52,2021-05-14
"Howard",2021-05-14,"Howard",17272,1090,1009,22,18,4,4771,1046,15,2021-05-14
"Humboldt",2021-05-14,"Humboldt",15751,1236,1157,26,23,3,4876,1191,8,2021-05-14
"Ida",2021-05-14,"Ida",12856,1017,857,35,32,3,3470,904,12,2021-05-14
"Iowa",2021-05-14,"Iowa",30370,1548,1436,24,22,2,8471,1487,27,2021-05-14
"Jackson",2021-05-14,"Jackson",26348,2349,2142,42,39,3,9529,2217,33,2021-05-14
"Jasper",2021-05-14,"Jasper",53306,4536,4044,72,66,6,19027,4189,73,2021-05-14
"Jefferson",2021-05-14,"Jefferson",21010,1439,1287,35,29,6,7946,1324,2,2021-05-14
"Johnson",2021-05-14,"Johnson",216749,15338,13924,83,77,6,83828,14472,465,2021-05-14
"Jones",2021-05-14,"Jones",27437,3113,2877,57,51,6,10466,2989,55,2021-05-14
"Keokuk",2021-05-14,"Keokuk",16092,1029,920,31,31,0,4417,957,6,2021-05-14
"Kossuth",2021-05-14,"Kossuth",26869,2275,2069,64,56,8,8226,2153,20,2021-05-14
"Lee",2021-05-14,"Lee",55238,4003,3638,55,42,13,16516,3758,65,2021-05-14
"Linn",2021-05-14,"Linn",300075,22239,19941,335,299,36,122575,20846,570,2021-05-14
"Louisa",2021-05-14,"Louisa",17789,1344,1226,49,42,7,5628,1280,5,2021-05-14
"Lucas",2021-05-14,"Lucas",9661,804,729,23,18,5,3998,773,21,2021-05-14
"Lyon",2021-05-14,"Lyon",16929,1587,1507,41,37,4,4902,1579,31,2021-05-14
"Madison",2021-05-14,"Madison",21382,1762,1523,19,15,4,8140,1622,80,2021-05-14
"Mahaska",2021-05-14,"Mahaska",32271,2413,2190,51,46,5,10888,2301,60,2021-05-14
"Marion",2021-05-14,"Marion",43465,3828,3488,75,64,11,16725,3624,61,2021-05-14
"Marshall",2021-05-14,"Marshall",84439,5198,4704,75,67,8,22297,4829,50,2021-05-14
"Mills",2021-05-14,"Mills",21709,1792,1568,22,19,3,7859,1623,33,2021-05-14
"Mitchell",2021-05-14,"Mitchell",18302,1376,1222,42,39,3,5624,1263,-1,2021-05-14
"Monona",2021-05-14,"Monona",18503,883,785,30,28,2,3910,827,12,2021-05-14
"Monroe",2021-05-14,"Monroe",9999,996,915,29,22,7,3656,952,8,2021-05-14
"Montgomery",2021-05-14,"Montgomery",14685,1113,971,38,36,2,4439,1033,24,2021-05-14
"Muscatine",2021-05-14,"Muscatine",57563,5140,4533,99,90,9,22458,4804,172,2021-05-14
"O'Brien",2021-05-14,"O'Brien",26767,2153,1907,60,55,5,6885,1996,29,2021-05-14
"Osceola",2021-05-14,"Osceola",9317,815,737,16,13,3,2627,786,33,2021-05-14
"Page",2021-05-14,"Page",21915,1993,1883,22,20,2,6562,1926,21,2021-05-14
"Palo Alto",2021-05-14,"Palo Alto",19339,1184,1085,23,22,1,4651,1127,19,2021-05-14
"Pending Investigation",2021-05-14,"Pending Investigation",9117,996,932,0,0,0,4962,977,45,2021-05-14
"Plymouth",2021-05-14,"Plymouth",39248,4312,3900,80,72,8,13694,4011,31,2021-05-14
"Pocahontas",2021-05-14,"Pocahontas",13624,897,821,22,22,0,3555,855,12,2021-05-14
"Polk",2021-05-14,"Polk",713716,64897,55411,625,551,74,287967,57582,1546,2021-05-14
"Pottawattamie",2021-05-14,"Pottawattamie",123041,12230,10606,168,148,20,49264,11111,337,2021-05-14
"Poweshiek",2021-05-14,"Poweshiek",46104,1620,1499,34,31,3,9200,1547,14,2021-05-14
"Ringgold",2021-05-14,"Ringgold",10293,575,532,24,18,6,2475,556,0,2021-05-14
