"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2186","260","95","3","162","0.118938700823422",2020-11-06
"Adams","Adams","899","93","57","1","35","0.103448275862069",2020-11-06
"Allamakee","Allamakee","3587","478","286","9","183","0.133258990800112",2020-11-06
"Appanoose","Appanoose","3428","350","183","3","164","0.102100350058343",2020-11-06
"Audubon","Audubon","1566","219","114","1","104","0.139846743295019",2020-11-06
"Benton","Benton","7486","860","397","6","457","0.114881111407962",2020-11-06
"Black Hawk","Black Hawk","44039","7130","4770","107","2253","0.161901950543836",2020-11-06
"Boone","Boone","8001","863","599","10","254","0.107861517310336",2020-11-06
"Bremer","Bremer","6839","966","561","10","395","0.141248720573183",2020-11-06
"Buchanan","Buchanan","5739","630","342","5","283","0.10977522216414",2020-11-06
"Buena Vista","Buena Vista","10658","2434","2115","12","307","0.228373053105648",2020-11-06
"Butler","Butler","4226","522","392","3","127","0.123521060104117",2020-11-06
"Calhoun","Calhoun","3312","415","300","5","110","0.12530193236715",2020-11-06
"Carroll","Carroll","7536","1392","868","13","511","0.184713375796178",2020-11-06
"Cass","Cass","3903","557","360","7","190","0.142710735331796",2020-11-06
"Cedar","Cedar","5332","614","297","8","309","0.115153788447112",2020-11-06
"Cerro Gordo","Cerro Gordo","14409","1849","1148","29","672","0.128322576167673",2020-11-06
"Cherokee","Cherokee","3551","498","326","3","169","0.140242185299916",2020-11-06
"Chickasaw","Chickasaw","3191","446","384","1","61","0.139768097774992",2020-11-06
"Clarke","Clarke","2898","387","283","3","101","0.133540372670807",2020-11-06
"Clay","Clay","4959","665","417","4","244","0.134099616858238",2020-11-06
"Clayton","Clayton","4259","654","367","3","284","0.153557173045316",2020-11-06
"Clinton","Clinton","12724","1824","1241","30","553","0.143351147437913",2020-11-06
"Crawford","Crawford","6269","1479","1197","15","267","0.2359227947041",2020-11-06
"Dallas","Dallas","32197","4085","3036","51","998","0.126875174705718",2020-11-06
"Davis","Davis","1758","238","139","4","95","0.135381114903299",2020-11-06
"Decatur","Decatur","2061","207","96","0","111","0.100436681222707",2020-11-06
"Delaware","Delaware","5067","970","561","16","393","0.191434774028024",2020-11-06
"Des Moines","Des Moines","12819","1857","991","13","853","0.144863093845074",2020-11-06
"Dickinson","Dickinson","6591","901","621","9","271","0.136701562737066",2020-11-06
"Dubuque","Dubuque","38183","6400","4091","66","2243","0.167613859571013",2020-11-06
"Emmet","Emmet","2974","497","336","21","140","0.167114996637525",2020-11-06
"Fayette","Fayette","5288","529","282","6","241","0.100037821482602",2020-11-06
"Floyd","Floyd","4721","544","447","11","86","0.11522982418979",2020-11-06
"Franklin","Franklin","3046","445","359","18","68","0.146093237032173",2020-11-06
"Fremont","Fremont","1637","242","163","2","77","0.147831398900428",2020-11-06
"Greene","Greene","2639","246","149","0","97","0.0932171276998863",2020-11-06
