"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-06-30,"Adair",12880,995,842,32,22,10,3859,876,2,2021-06-30
"Adams",2021-06-30,"Adams",6266,358,342,4,4,0,1705,348,2,2021-06-30
"Allamakee",2021-06-30,"Allamakee",22976,1589,1471,52,42,10,6646,1530,7,2021-06-30
"Appanoose",2021-06-30,"Appanoose",19413,1470,1240,49,44,5,6494,1291,2,2021-06-30
"Audubon",2021-06-30,"Audubon",14056,551,507,11,10,1,2906,533,15,2021-06-30
"Benton",2021-06-30,"Benton",40457,2786,2524,55,44,11,13813,2612,33,2021-06-30
"Black Hawk",2021-06-30,"Black Hawk",231046,17815,15651,315,291,24,75426,16282,316,2021-06-30
"Boone",2021-06-30,"Boone",46989,2878,2651,34,31,3,14839,2685,0,2021-06-30
"Bremer",2021-06-30,"Bremer",43030,3029,2808,62,52,10,13139,2890,20,2021-06-30
"Buchanan",2021-06-30,"Buchanan",34013,2058,1889,34,27,7,10166,1942,19,2021-06-30
"Buena Vista",2021-06-30,"Buena Vista",47449,4976,4222,40,36,4,15574,4273,11,2021-06-30
"Butler",2021-06-30,"Butler",31402,1758,1622,35,31,4,7543,1667,10,2021-06-30
"Calhoun",2021-06-30,"Calhoun",19883,1448,1375,13,12,1,5643,1391,3,2021-06-30
"Carroll",2021-06-30,"Carroll",39349,3090,2819,52,43,9,12020,2872,1,2021-06-30
"Cass",2021-06-30,"Cass",21887,1475,1341,55,49,6,6742,1391,-5,2021-06-30
"Cedar",2021-06-30,"Cedar",34082,2017,1889,23,21,2,9848,1924,12,2021-06-30
"Cerro Gordo",2021-06-30,"Cerro Gordo",84572,6001,5406,97,80,17,27110,5547,44,2021-06-30
"Cherokee",2021-06-30,"Cherokee",22430,1702,1553,38,30,8,6355,1599,8,2021-06-30
"Chickasaw",2021-06-30,"Chickasaw",18933,1326,1233,17,14,3,5862,1251,1,2021-06-30
"Clarke",2021-06-30,"Clarke",14461,1077,985,24,22,2,5254,1013,4,2021-06-30
"Clay",2021-06-30,"Clay",32926,2284,2136,27,22,5,8984,2168,5,2021-06-30
"Clayton",2021-06-30,"Clayton",27441,1799,1657,57,48,9,7741,1712,-2,2021-06-30
"Clinton",2021-06-30,"Clinton",69922,6106,5517,93,79,14,25086,5617,7,2021-06-30
"Crawford",2021-06-30,"Crawford",30086,2934,2646,41,35,6,9301,2685,-2,2021-06-30
"Dallas",2021-06-30,"Dallas",137419,12655,11159,99,85,14,58243,11300,42,2021-06-30
"Davis",2021-06-30,"Davis",12092,927,824,25,23,2,3786,853,4,2021-06-30
"Decatur",2021-06-30,"Decatur",11044,636,608,9,9,0,3790,620,3,2021-06-30
"Delaware",2021-06-30,"Delaware",31404,2159,2064,43,38,5,8658,2111,4,2021-06-30
"Des Moines",2021-06-30,"Des Moines",62220,5061,4596,73,61,12,22900,4686,17,2021-06-30
"Dickinson",2021-06-30,"Dickinson",29260,2688,2451,44,38,6,11096,2494,-1,2021-06-30
"Dubuque",2021-06-30,"Dubuque",206192,14858,13256,211,195,16,60990,13534,67,2021-06-30
"Emmet",2021-06-30,"Emmet",18221,1436,1311,41,39,2,5532,1359,7,2021-06-30
"Fayette",2021-06-30,"Fayette",38709,1959,1819,43,38,5,9948,1873,11,2021-06-30
"Floyd",2021-06-30,"Floyd",27849,1819,1583,42,32,10,8374,1638,13,2021-06-30
"Franklin",2021-06-30,"Franklin",21808,1346,1199,23,21,2,5894,1236,14,2021-06-30
"Fremont",2021-06-30,"Fremont",8062,667,621,10,8,2,2853,627,-4,2021-06-30
"Greene",2021-06-30,"Greene",15860,829,770,11,10,1,4402,781,0,2021-06-30
"Grundy",2021-06-30,"Grundy",20421,1454,1337,33,27,6,6141,1376,6,2021-06-30
"Guthrie",2021-06-30,"Guthrie",20121,1320,1201,32,26,6,6175,1234,1,2021-06-30
