"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1321","49","32","1","16","0.0370931112793338",2020-09-05
"Adams","Adams","521","23","17","0","6","0.0441458733205374",2020-09-05
"Allamakee","Allamakee","2473","187","153","5","29","0.0756166599272139",2020-09-05
"Appanoose","Appanoose","2075","90","72","3","15","0.0433734939759036",2020-09-05
"Audubon","Audubon","901","40","27","1","12","0.0443951165371809",2020-09-05
"Benton","Benton","4258","217","157","1","59","0.0509628933771724",2020-09-05
"Black Hawk","Black Hawk","30234","3966","3070","78","818","0.131176820797777",2020-09-05
"Boone","Boone","5045","365","260","4","101","0.0723488602576809",2020-09-05
"Bremer","Bremer","4441","372","222","7","143","0.0837649178113038",2020-09-05
"Buchanan","Buchanan","3683","184","126","1","57","0.0499592723323378",2020-09-05
"Buena Vista","Buena Vista","8511","1853","1780","12","61","0.217718246974504",2020-09-05
"Butler","Butler","2832","219","183","2","34","0.0773305084745763",2020-09-05
"Calhoun","Calhoun","2048","133","94","2","37","0.06494140625",2020-09-05
"Carroll","Carroll","4622","460","222","3","235","0.099524015577672",2020-09-05
"Cass","Cass","2135","118","105","2","11","0.0552693208430913",2020-09-05
"Cedar","Cedar","3063","173","130","1","42","0.0564805746000653",2020-09-05
"Cerro Gordo","Cerro Gordo","9973","871","607","20","244","0.0873358066780307",2020-09-05
"Cherokee","Cherokee","2091","146","128","2","16","0.0698230511716882",2020-09-05
"Chickasaw","Chickasaw","2071","121","83","0","38","0.0584258812168035",2020-09-05
"Clarke","Clarke","1944","244","197","3","44","0.125514403292181",2020-09-05
"Clay","Clay","3153","243","190","3","50","0.077069457659372",2020-09-05
"Clayton","Clayton","2821","189","160","3","26","0.0669975186104218",2020-09-05
"Clinton","Clinton","8237","908","405","13","490","0.110234308607503",2020-09-05
"Crawford","Crawford","4328","863","726","3","134","0.199399260628466",2020-09-05
"Dallas","Dallas","21932","2462","1877","38","547","0.112256064198432",2020-09-05
"Davis","Davis","1062","90","59","3","28","0.0847457627118644",2020-09-05
"Decatur","Decatur","1244","48","24","0","24","0.0385852090032154",2020-09-05
"Delaware","Delaware","3241","252","188","3","61","0.0777537796976242",2020-09-05
"Des Moines","Des Moines","7317","610","177","5","428","0.0833675003416701",2020-09-05
"Dickinson","Dickinson","4554","438","374","6","58","0.0961791831357049",2020-09-05
"Dubuque","Dubuque","25220","2143","1669","36","438","0.0849722442505948",2020-09-05
"Emmet","Emmet","1876","227","191","8","28","0.121002132196162",2020-09-05
"Fayette","Fayette","3400","154","85","1","68","0.0452941176470588",2020-09-05
