"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-04-07,"Adair",11878,958,792,32,22,10,3591,838,14,2021-04-07
"Adams",2021-04-07,"Adams",5218,332,316,4,4,0,1571,321,1,2021-04-07
"Allamakee",2021-04-07,"Allamakee",20259,1540,1408,51,41,10,6153,1488,29,2021-04-07
"Appanoose",2021-04-07,"Appanoose",16990,1429,1189,47,43,4,5953,1258,22,2021-04-07
"Audubon",2021-04-07,"Audubon",11420,508,465,9,8,1,2612,488,14,2021-04-07
"Benton",2021-04-07,"Benton",35480,2642,2377,55,44,11,12678,2485,53,2021-04-07
"Black Hawk",2021-04-07,"Black Hawk",203579,16781,14735,306,283,23,69658,15354,313,2021-04-07
"Boone",2021-04-07,"Boone",42196,2731,2431,31,29,2,13741,2538,76,2021-04-07
"Bremer",2021-04-07,"Bremer",37241,2912,2660,60,51,9,12199,2771,51,2021-04-07
"Buchanan",2021-04-07,"Buchanan",29256,1962,1755,31,26,5,9400,1861,75,2021-04-07
"Buena Vista",2021-04-07,"Buena Vista",43013,4844,4094,40,36,4,14679,4200,66,2021-04-07
"Butler",2021-04-07,"Butler",28166,1702,1556,34,30,4,6978,1614,24,2021-04-07
"Calhoun",2021-04-07,"Calhoun",17570,1379,1291,11,11,0,5262,1327,25,2021-04-07
"Carroll",2021-04-07,"Carroll",34752,2975,2660,50,43,7,11298,2770,60,2021-04-07
"Cass",2021-04-07,"Cass",19827,1414,1254,54,48,6,6289,1332,24,2021-04-07
"Cedar",2021-04-07,"Cedar",29166,1898,1724,23,21,2,9085,1814,67,2021-04-07
"Cerro Gordo",2021-04-07,"Cerro Gordo",72559,5535,4941,86,72,14,24640,5142,115,2021-04-07
"Cherokee",2021-04-07,"Cherokee",20042,1653,1435,38,30,8,5987,1551,78,2021-04-07
"Chickasaw",2021-04-07,"Chickasaw",16621,1282,1193,15,13,2,5397,1214,6,2021-04-07
"Clarke",2021-04-07,"Clarke",12717,1037,937,23,22,1,4841,978,18,2021-04-07
"Clay",2021-04-07,"Clay",28322,2172,1855,25,20,5,8317,2052,172,2021-04-07
"Clayton",2021-04-07,"Clayton",23668,1726,1556,55,46,9,7015,1639,28,2021-04-07
"Clinton",2021-04-07,"Clinton",59193,5733,4963,89,77,12,22458,5252,200,2021-04-07
"Crawford",2021-04-07,"Crawford",26300,2842,2517,39,34,5,8744,2605,49,2021-04-07
"Dallas",2021-04-07,"Dallas",121546,12049,10217,96,84,12,53697,10744,431,2021-04-07
"Davis",2021-04-07,"Davis",10524,864,746,24,23,1,3424,794,24,2021-04-07
"Decatur",2021-04-07,"Decatur",10039,598,572,9,9,0,3525,584,3,2021-04-07
"Delaware",2021-04-07,"Delaware",26272,2026,1828,39,35,4,7974,1980,113,2021-04-07
