"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-02-09,"Adair",3248,721,653,25,19,6,43,0.22198275862069
"Adams",2021-02-09,"Adams",1433,313,289,3,3,0,21,0.218422889043964
"Allamakee",2021-02-09,"Allamakee",5432,1355,1216,39,33,6,100,0.249447717231222
"Appanoose",2021-02-09,"Appanoose",5385,1163,1038,45,43,2,80,0.215970287836583
"Audubon",2021-02-09,"Audubon",2341,446,396,9,8,1,41,0.190516873131141
"Benton",2021-02-09,"Benton",11295,2234,2017,52,42,10,165,0.197786631252767
"Black Hawk",2021-02-09,"Black Hawk",64158,14570,13345,265,250,15,960,0.227095607718445
"Boone",2021-02-09,"Boone",12267,2327,2103,25,23,2,199,0.189695932175756
"Bremer",2021-02-09,"Bremer",11009,2582,2370,52,46,6,160,0.234535380143519
"Buchanan",2021-02-09,"Buchanan",8486,1694,1539,26,24,2,129,0.199622908319585
"Buena Vista",2021-02-09,"Buena Vista",13746,4026,3854,36,33,3,136,0.292885202968136
"Butler",2021-02-09,"Butler",6355,1555,1422,29,26,3,104,0.244689221085759
"Calhoun",2021-02-09,"Calhoun",4865,1259,1205,9,9,0,45,0.258787255909558
"Carroll",2021-02-09,"Carroll",10410,2612,2467,45,38,7,100,0.250912584053794
"Cass",2021-02-09,"Cass",5715,1210,1070,46,44,2,94,0.21172353455818
"Cedar",2021-02-09,"Cedar",8126,1615,1445,20,19,1,150,0.198744769874477
"Cerro Gordo",2021-02-09,"Cerro Gordo",21778,4882,4501,76,64,12,305,0.224171181926715
"Cherokee",2021-02-09,"Cherokee",5411,1421,1334,35,29,6,52,0.26261319534282
"Chickasaw",2021-02-09,"Chickasaw",4842,1157,1102,12,11,1,43,0.238950846757538
"Clarke",2021-02-09,"Clarke",4360,889,745,18,18,0,126,0.203899082568807
"Clay",2021-02-09,"Clay",7538,1787,1620,25,20,5,142,0.237065534624569
"Clayton",2021-02-09,"Clayton",6296,1573,1461,52,44,8,60,0.249841168996188
"Clinton",2021-02-09,"Clinton",19903,4802,4369,76,69,7,357,0.241270160277345
"Crawford",2021-02-09,"Crawford",8055,2425,2229,34,30,4,162,0.301055245189323
"Dallas",2021-02-09,"Dallas",48249,9609,8595,84,73,11,930,0.199154386619412
"Davis",2021-02-09,"Davis",2947,732,666,23,22,1,43,0.248388191381065
"Decatur",2021-02-09,"Decatur",3200,526,475,7,7,0,44,0.164375
"Delaware",2021-02-09,"Delaware",7161,1821,1660,37,33,4,124,0.25429409300377
"Des Moines",2021-02-09,"Des Moines",19116,4094,3708,54,47,7,332,0.214166143544675
"Dickinson",2021-02-09,"Dickinson",9383,1932,1798,37,31,6,97,0.205904295001599
"Dubuque",2021-02-09,"Dubuque",52111,11998,11020,186,175,11,792,0.230239296885494
"Emmet",2021-02-09,"Emmet",4576,1127,1045,37,36,1,45,0.246284965034965
"Fayette",2021-02-09,"Fayette",8329,1726,1535,27,24,3,164,0.207227758434386
"Floyd",2021-02-09,"Floyd",6930,1448,1332,38,30,8,78,0.208946608946609
"Franklin",2021-02-09,"Franklin",4660,1076,972,19,18,1,85,0.230901287553648
"Fremont",2021-02-09,"Fremont",2420,538,491,9,7,2,38,0.222314049586777
"Greene",2021-02-09,"Greene",3736,715,667,8,8,0,40,0.191381156316916
"Grundy",2021-02-09,"Grundy",5256,1264,1169,30,25,5,65,0.240487062404871
"Guthrie",2021-02-09,"Guthrie",5053,1065,988,27,22,5,50,0.210765881654463
"Hamilton",2021-02-09,"Hamilton",6741,1677,1531,38,37,1,108,0.248776145972408
"Hancock",2021-02-09,"Hancock",5337,1354,1251,26,21,5,77,0.253700580850665
"Hardin",2021-02-09,"Hardin",7501,1636,1502,33,30,3,101,0.218104252766298
"Harrison",2021-02-09,"Harrison",5940,1636,1460,67,63,4,109,0.275420875420875
"Henry",2021-02-09,"Henry",9934,2734,2575,33,33,0,126,0.275216428427622
"Howard",2021-02-09,"Howard",4029,943,788,20,16,4,135,0.234053114916853
"Humboldt",2021-02-09,"Humboldt",4324,1100,1008,22,19,3,70,0.254394079555967
"Ida",2021-02-09,"Ida",2944,797,697,31,30,1,69,0.270720108695652
"Iowa",2021-02-09,"Iowa",7319,1340,1194,23,21,2,123,0.183085120918158
"Jackson",2021-02-09,"Jackson",8144,2033,1855,37,34,3,141,0.24963163064833
"Jasper",2021-02-09,"Jasper",16050,3476,3082,64,60,4,330,0.216573208722741
"Jefferson",2021-02-09,"Jefferson",6958,1253,1162,31,27,4,60,0.180080482897384
"Johnson",2021-02-09,"Johnson",71510,12697,11704,65,61,4,928,0.17755558663124
"Jones",2021-02-09,"Jones",9010,2816,2637,53,50,3,126,0.312541620421754
"Keokuk",2021-02-09,"Keokuk",3697,885,813,28,28,0,44,0.239383283743576
"Kossuth",2021-02-09,"Kossuth",7089,1905,1660,52,46,6,193,0.268726195514177
"Lee",2021-02-09,"Lee",14376,3428,3052,46,34,12,330,0.238452977184196
"Linn",2021-02-09,"Linn",105122,18912,17173,300,273,27,1439,0.179905252944198
"Louisa",2021-02-09,"Louisa",4916,1188,1096,40,33,7,52,0.241659886086249
"Lucas",2021-02-09,"Lucas",3414,685,628,17,14,3,40,0.200644405389572
"Lyon",2021-02-09,"Lyon",4193,1415,1303,37,33,4,75,0.337467207250179
"Madison",2021-02-09,"Madison",6851,1346,1135,13,10,3,198,0.196467668953437
"Mahaska",2021-02-09,"Mahaska",9404,2093,1831,43,39,4,219,0.222564866014462
"Marion",2021-02-09,"Marion",14030,3261,2946,63,55,8,252,0.232430506058446
"Marshall",2021-02-09,"Marshall",19012,4482,4169,68,63,5,245,0.235745844729644
"Mills",2021-02-09,"Mills",7083,1431,1329,20,17,3,82,0.202033036848793
"Mitchell",2021-02-09,"Mitchell",4996,1183,1111,39,38,1,33,0.236789431545236
"Monona",2021-02-09,"Monona",3404,739,620,21,20,1,98,0.217097532314924
"Monroe",2021-02-09,"Monroe",3037,860,771,26,21,5,63,0.283174185051037
"Montgomery",2021-02-09,"Montgomery",4030,943,798,34,32,2,111,0.233995037220844
"Muscatine",2021-02-09,"Muscatine",19285,4050,3709,85,76,9,256,0.210007778065854
"O'Brien",2021-02-09,"O'Brien",6055,1754,1623,58,54,4,73,0.289677952105698
"Osceola",2021-02-09,"Osceola",2206,656,621,12,10,2,23,0.297370806890299
"Page",2021-02-09,"Page",5502,1543,1422,17,16,1,104,0.280443475099964
"Palo Alto",2021-02-09,"Palo Alto",4056,961,877,18,17,1,66,0.236932938856016
"Pending Investigation",2021-02-09,"Pending Investigation",8905,1092,863,0,0,0,229,0.122627737226277
"Plymouth",2021-02-09,"Plymouth",12146,3596,3403,74,67,7,119,0.296064547999341
"Pocahontas",2021-02-09,"Pocahontas",3194,799,756,17,17,0,26,0.250156543519098
"Polk",2021-02-09,"Polk",244834,49218,44087,513,457,56,4618,0.20102600129067
"Pottawattamie",2021-02-09,"Pottawattamie",43161,9485,8711,135,121,14,639,0.219758578346192
"Poweshiek",2021-02-09,"Poweshiek",8019,1438,1283,28,26,2,127,0.179324105250031
"Ringgold",2021-02-09,"Ringgold",2169,484,424,16,15,1,44,0.223144306131858
"Sac",2021-02-09,"Sac",4841,1150,1078,17,17,0,55,0.237554224333815
"Scott",2021-02-09,"Scott",77547,16536,15015,189,178,11,1332,0.213238423149832
"Shelby",2021-02-09,"Shelby",4810,1112,973,32,29,3,107,0.231185031185031
"Sioux",2021-02-09,"Sioux",14423,4672,4462,66,63,3,144,0.323927060944325
"Story",2021-02-09,"Story",50283,9183,8466,43,38,5,674,0.182626334944216
"Tama",2021-02-09,"Tama",7713,1965,1784,63,61,2,118,0.254764683002723
"Taylor",2021-02-09,"Taylor",2323,625,580,11,9,2,34,0.269048643994834
"Union",2021-02-09,"Union",6018,1157,1055,30,25,5,72,0.192256563642406
"Van Buren",2021-02-09,"Van Buren",2444,526,473,16,13,3,37,0.215220949263502
"Wapello",2021-02-09,"Wapello",15707,3708,3275,103,101,2,330,0.236073088431909
"Warren",2021-02-09,"Warren",24998,4874,4214,66,62,4,594,0.194975598047844
"Washington",2021-02-09,"Washington",10683,2312,2079,40,38,2,193,0.216418609004961
"Wayne",2021-02-09,"Wayne",1993,433,392,21,17,4,20,0.21726041144004
"Webster",2021-02-09,"Webster",19833,4814,4569,83,70,13,162,0.242726768517118
"Winnebago",2021-02-09,"Winnebago",5511,1260,1137,30,25,5,93,0.228633641807295
"Winneshiek",2021-02-09,"Winneshiek",9003,1703,1472,26,22,4,205,0.189159169165834
"Woodbury",2021-02-09,"Woodbury",53843,13398,12677,202,188,14,519,0.248834574596512
"Worth",2021-02-09,"Worth",3321,639,581,4,3,1,54,0.192411924119241
"Wright",2021-02-09,"Wright",7319,1696,1587,28,24,4,81,0.231725645579997
"Total",2021-02-09,"Totals",1498121,325376,296440,5110,4620,490,23826,0.217189399254132
