"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-06-14,"Adair",12760,993,836,32,22,10,3820,873,5,2021-06-14
"Adams",2021-06-14,"Adams",6164,355,338,4,4,0,1687,344,2,2021-06-14
"Allamakee",2021-06-14,"Allamakee",22702,1585,1464,52,42,10,6579,1526,10,2021-06-14
"Appanoose",2021-06-14,"Appanoose",19168,1468,1233,49,44,5,6435,1290,8,2021-06-14
"Audubon",2021-06-14,"Audubon",13563,549,499,10,9,1,2874,527,18,2021-06-14
"Benton",2021-06-14,"Benton",39886,2753,2511,55,44,11,13649,2587,21,2021-06-14
"Black Hawk",2021-06-14,"Black Hawk",226981,17560,15540,312,288,24,74609,16066,214,2021-06-14
"Boone",2021-06-14,"Boone",46551,2869,2624,34,31,3,14742,2683,25,2021-06-14
"Bremer",2021-06-14,"Bremer",42042,3013,2791,60,51,9,13018,2877,26,2021-06-14
"Buchanan",2021-06-14,"Buchanan",33491,2043,1880,33,27,6,10077,1930,17,2021-06-14
"Buena Vista",2021-06-14,"Buena Vista",46939,4917,4210,40,36,4,15457,4261,11,2021-06-14
"Butler",2021-06-14,"Butler",31045,1753,1615,35,31,4,7466,1659,9,2021-06-14
"Calhoun",2021-06-14,"Calhoun",19646,1441,1373,13,12,1,5608,1388,2,2021-06-14
"Carroll",2021-06-14,"Carroll",38797,3082,2813,52,43,9,11944,2868,3,2021-06-14
"Cass",2021-06-14,"Cass",21760,1477,1341,55,49,6,6722,1392,-4,2021-06-14
"Cedar",2021-06-14,"Cedar",33400,2012,1877,23,21,2,9735,1919,19,2021-06-14
"Cerro Gordo",2021-06-14,"Cerro Gordo",82923,5975,5329,93,78,15,26825,5531,109,2021-06-14
"Cherokee",2021-06-14,"Cherokee",22116,1694,1550,38,30,8,6289,1593,5,2021-06-14
"Chickasaw",2021-06-14,"Chickasaw",18675,1315,1230,17,14,3,5803,1245,-2,2021-06-14
"Clarke",2021-06-14,"Clarke",14301,1069,979,24,22,2,5208,1009,6,2021-06-14
"Clay",2021-06-14,"Clay",32594,2275,2132,27,22,5,8927,2165,6,2021-06-14
"Clayton",2021-06-14,"Clayton",27037,1796,1649,57,48,9,7651,1710,4,2021-06-14
"Clinton",2021-06-14,"Clinton",68882,6094,5476,93,79,14,24862,5613,44,2021-06-14
"Crawford",2021-06-14,"Crawford",29766,2924,2626,40,35,5,9250,2678,12,2021-06-14
"Dallas",2021-06-14,"Dallas",135827,12627,11101,99,85,14,57778,11283,83,2021-06-14
"Davis",2021-06-14,"Davis",11958,925,809,25,23,2,3753,852,18,2021-06-14
"Decatur",2021-06-14,"Decatur",10961,631,605,9,9,0,3763,615,1,2021-06-14
"Delaware",2021-06-14,"Delaware",31021,2155,2052,43,38,5,8570,2109,14,2021-06-14
"Des Moines",2021-06-14,"Des Moines",60990,5037,4536,70,58,12,22665,4667,61,2021-06-14
"Dickinson",2021-06-14,"Dickinson",29032,2686,2445,44,38,6,11051,2493,4,2021-06-14
"Dubuque",2021-06-14,"Dubuque",204552,14817,13175,211,195,16,60546,13495,109,2021-06-14
"Emmet",2021-06-14,"Emmet",18073,1439,1297,41,39,2,5499,1358,20,2021-06-14
"Fayette",2021-06-14,"Fayette",38306,1949,1815,43,38,5,9857,1864,6,2021-06-14
"Floyd",2021-06-14,"Floyd",27337,1810,1573,42,32,10,8258,1630,15,2021-06-14
"Franklin",2021-06-14,"Franklin",21511,1341,1181,23,21,2,5819,1233,29,2021-06-14
"Fremont",2021-06-14,"Fremont",8008,661,617,9,7,2,2837,626,0,2021-06-14
"Greene",2021-06-14,"Greene",15694,829,766,11,10,1,4373,780,3,2021-06-14
"Grundy",2021-06-14,"Grundy",20230,1451,1334,33,27,6,6100,1371,4,2021-06-14
"Guthrie",2021-06-14,"Guthrie",19887,1315,1194,32,26,6,6126,1230,4,2021-06-14
"Hamilton",2021-06-14,"Hamilton",24496,2006,1758,51,46,5,8032,1817,8,2021-06-14
