"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Monroe",2021-03-02,"Monroe",8382,930,817,28,21,7,3234,890,45,2021-03-02
"Montgomery",2021-03-02,"Montgomery",12387,1040,896,36,34,2,4182,964,32,2021-03-02
"Muscatine",2021-03-02,"Muscatine",46134,4515,3930,91,82,9,20005,4210,189,2021-03-02
"O'Brien",2021-03-02,"O'Brien",21828,1947,1684,58,54,4,6258,1798,56,2021-03-02
"Osceola",2021-03-02,"Osceola",6961,705,645,14,12,2,2284,678,19,2021-03-02
"Page",2021-03-02,"Page",17663,1831,1702,19,18,1,5975,1767,46,2021-03-02
"Palo Alto",2021-03-02,"Palo Alto",15641,1049,927,21,19,2,4219,1003,55,2021-03-02
"Pending Investigation",2021-03-02,"Pending Investigation",12932,991,833,0,0,0,6585,965,132,2021-03-02
"Plymouth",2021-03-02,"Plymouth",33134,3948,3501,77,69,8,12521,3663,85,2021-03-02
"Pocahontas",2021-03-02,"Pocahontas",11368,854,778,19,19,0,3273,807,10,2021-03-02
"Polk",2021-03-02,"Polk",578925,58144,47954,549,489,60,256424,51506,3003,2021-03-02
"Pottawattamie",2021-03-02,"Pottawattamie",103074,10768,9276,143,128,15,44593,9797,378,2021-03-02
"Poweshiek",2021-03-02,"Poweshiek",34615,1539,1393,30,28,2,8276,1468,45,2021-03-02
"Ringgold",2021-03-02,"Ringgold",8600,520,464,20,17,3,2248,501,17,2021-03-02
"Sac",2021-03-02,"Sac",16920,1244,1134,18,18,0,4992,1174,22,2021-03-02
"Scott",2021-03-02,"Scott",178167,18293,16188,207,192,15,80159,17033,638,2021-03-02
"Shelby",2021-03-02,"Shelby",14125,1211,1077,33,30,3,5017,1150,40,2021-03-02
"Sioux",2021-03-02,"Sioux",37094,4943,4573,69,66,3,14961,4769,127,2021-03-02
"Story",2021-03-02,"Story",139347,10215,9026,45,39,6,53049,9530,459,2021-03-02
"Tama",2021-03-02,"Tama",28236,2134,1884,65,63,2,7984,2014,65,2021-03-02
"Taylor",2021-03-02,"Taylor",7310,664,613,12,10,2,2395,638,13,2021-03-02
"Union",2021-03-02,"Union",14918,1263,1125,31,26,5,6212,1185,29,2021-03-02
"Van Buren",2021-03-02,"Van Buren",7294,561,506,18,15,3,2574,536,12,2021-03-02
"Wapello",2021-03-02,"Wapello",39717,4334,3580,108,104,4,17036,4000,312,2021-03-02
"Warren",2021-03-02,"Warren",63825,5553,4740,74,69,5,26040,5085,271,2021-03-02
"Washington",2021-03-02,"Washington",35316,2542,2257,47,43,4,11127,2382,78,2021-03-02
"Wayne",2021-03-02,"Wayne",5142,488,406,21,17,4,2083,449,22,2021-03-02
"Webster",2021-03-02,"Webster",60396,5185,4707,87,73,14,20394,4920,126,2021-03-02
"Winnebago",2021-03-02,"Winnebago",15063,1386,1222,30,25,5,5824,1292,40,2021-03-02
"Winneshiek",2021-03-02,"Winneshiek",31095,1884,1646,27,23,4,9539,1818,145,2021-03-02
"Woodbury",2021-03-02,"Woodbury",123617,14956,13135,211,195,16,55669,13719,373,2021-03-02
"Worth",2021-03-02,"Worth",10893,699,625,7,6,1,3507,660,28,2021-03-02
"Wright",2021-03-02,"Wright",18646,1796,1669,31,26,5,7559,1731,31,2021-03-02
"Total",2021-03-02,"Totals",4069828,364192,316842,5472,4909,563,1559656,336511,14197,2021-03-02
