"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2632","441","229","8","204","0.167553191489362",2020-11-30
"Adams","Adams","1107","170","87","2","81","0.15356820234869",2020-11-30
"Allamakee","Allamakee","4289","818","429","11","378","0.190720447656796",2020-11-30
"Appanoose","Appanoose","4264","794","300","12","482","0.186210131332083",2020-11-30
"Audubon","Audubon","1810","296","195","2","99","0.16353591160221",2020-11-30
"Benton","Benton","9399","1710","740","19","951","0.18193424832429",2020-11-30
"Black Hawk","Black Hawk","52008","10899","6550","135","4214","0.209563913244116",2020-11-30
"Boone","Boone","9426","1372","808","11","553","0.145554848291958",2020-11-30
"Bremer","Bremer","8594","1953","850","12","1091","0.227251570863393",2020-11-30
"Buchanan","Buchanan","6940","1175","562","10","603","0.169308357348703",2020-11-30
"Buena Vista","Buena Vista","11780","3058","2348","14","696","0.259592529711375",2020-11-30
"Butler","Butler","5075","1023","471","6","546","0.201576354679803",2020-11-30
"Calhoun","Calhoun","4214","1061","369","7","685","0.251779781680114",2020-11-30
"Carroll","Carroll","8678","1985","1254","22","709","0.22873934086195",2020-11-30
"Cass","Cass","4512","815","507","23","285","0.180629432624113",2020-11-30
"Cedar","Cedar","6508","1086","550","13","523","0.166871542716656",2020-11-30
"Cerro Gordo","Cerro Gordo","17690","3573","1637","44","1892","0.201978518937253",2020-11-30
"Cherokee","Cherokee","4235","860","456","4","400","0.203069657615112",2020-11-30
"Chickasaw","Chickasaw","3926","858","668","4","186","0.218543046357616",2020-11-30
"Clarke","Clarke","3271","488","371","4","113","0.149189850198716",2020-11-30
"Clay","Clay","6015","1182","601","4","577","0.196508728179551",2020-11-30
"Clayton","Clayton","5039","1119","579","5","535","0.222067870609248",2020-11-30
"Clinton","Clinton","15750","3319","1683","44","1592","0.210730158730159",2020-11-30
"Crawford","Crawford","6808","1745","1413","16","316","0.256316098707403",2020-11-30
"Dallas","Dallas","38464","6374","3764","57","2553","0.165713394342762",2020-11-30
"Davis","Davis","2232","471","218","9","244","0.211021505376344",2020-11-30
"Decatur","Decatur","2382","318","183","0","135","0.133501259445844",2020-11-30
"Delaware","Delaware","5967","1446","900","21","525","0.242332830568125",2020-11-30
"Des Moines","Des Moines","15499","2916","1634","20","1262","0.18814117039809",2020-11-30
"Dickinson","Dickinson","7679","1395","847","10","538","0.181664279203021",2020-11-30
"Dubuque","Dubuque","44142","9241","5917","91","3233","0.209347107063568",2020-11-30
"Emmet","Emmet","3536","765","455","24","286","0.216346153846154",2020-11-30
"Fayette","Fayette","6536","1042","472","10","560","0.159424724602203",2020-11-30
