"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1220","48","20","1","27","0.039344262295082",2020-08-28
"Adams","Adams","484","20","17","0","3","0.0413223140495868",2020-08-28
"Allamakee","Allamakee","2318","172","143","4","25","0.0742018981880932",2020-08-28
"Appanoose","Appanoose","1841","76","60","3","13","0.0412819120043455",2020-08-28
"Audubon","Audubon","819","37","27","1","9","0.0451770451770452",2020-08-28
"Benton","Benton","3957","191","134","1","56","0.0482688905736669",2020-08-28
"Black Hawk","Black Hawk","28147","3667","2919","73","675","0.130280314065442",2020-08-28
"Boone","Boone","4740","338","229","4","105","0.0713080168776371",2020-08-28
"Bremer","Bremer","4098","286","178","7","101","0.0697901415324549",2020-08-28
"Buchanan","Buchanan","3422","172","105","1","66","0.0502630040911747",2020-08-28
"Buena Vista","Buena Vista","8277","1823","1770","12","41","0.22024888244533",2020-08-28
"Butler","Butler","2610","184","147","2","35","0.0704980842911877",2020-08-28
"Calhoun","Calhoun","1900","118","86","2","30","0.0621052631578947",2020-08-28
"Carroll","Carroll","4140","347","192","2","153","0.0838164251207729",2020-08-28
"Cass","Cass","2002","112","98","2","12","0.0559440559440559",2020-08-28
"Cedar","Cedar","2842","147","117","1","29","0.0517241379310345",2020-08-28
"Cerro Gordo","Cerro Gordo","9326","788","553","20","215","0.0844949603259704",2020-08-28
"Cherokee","Cherokee","1945","135","121","1","13","0.0694087403598972",2020-08-28
"Chickasaw","Chickasaw","1918","98","78","0","20","0.0510948905109489",2020-08-28
"Clarke","Clarke","1791","232","180","3","49","0.129536571747627",2020-08-28
"Clay","Clay","2980","236","169","2","65","0.0791946308724832",2020-08-28
"Clayton","Clayton","2633","175","124","3","48","0.0664641093809343",2020-08-28
"Clinton","Clinton","7465","772","309","9","454","0.103415941058272",2020-08-28
"Crawford","Crawford","4032","816","710","3","103","0.202380952380952",2020-08-28
"Dallas","Dallas","20480","2317","1760","38","519","0.113134765625",2020-08-28
"Davis","Davis","978","81","48","2","31","0.0828220858895705",2020-08-28
"Decatur","Decatur","1110","43","24","0","19","0.0387387387387387",2020-08-28
"Delaware","Delaware","2928","191","140","3","48","0.0652322404371585",2020-08-28
"Des Moines","Des Moines","6356","519","136","5","378","0.0816551290119572",2020-08-28
"Dickinson","Dickinson","4334","419","365","5","49","0.096677434240886",2020-08-28
"Dubuque","Dubuque","23504","1978","1496","36","446","0.0841558883594282",2020-08-28
"Emmet","Emmet","1757","218","181","7","30","0.124075128059192",2020-08-28
"Fayette","Fayette","3162","136","80","1","55","0.043010752688172",2020-08-28
"Floyd","Floyd","3161","211","171","3","37","0.0667510281556469",2020-08-28
"Franklin","Franklin","2103","293","246","16","31","0.139324774132192",2020-08-28
"Fremont","Fremont","829","57","35","0","22","0.0687575392038601",2020-08-28
"Greene","Greene","1459","54","38","0","16","0.0370116518163125",2020-08-28
"Grundy","Grundy","2180","122","73","1","48","0.0559633027522936",2020-08-28
"Guthrie","Guthrie","2075","168","125","5","38","0.0809638554216867",2020-08-28
