"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Kossuth",2020-12-16,"Kossuth",6015,1383,848,23,22,1,512,0.229925187032419
"Lee",2020-12-16,"Lee",12174,2585,1760,21,17,4,804,0.212337769015936
"Linn",2020-12-16,"Linn",90953,15539,12071,221,208,13,3247,0.170846481149605
"Louisa",2020-12-16,"Louisa",4296,969,734,23,19,4,212,0.225558659217877
"Lucas",2020-12-16,"Lucas",2757,410,285,6,6,0,119,0.148712368516503
"Lyon",2020-12-16,"Lyon",3572,1145,867,21,19,2,257,0.320548712206047
"Madison",2020-12-16,"Madison",5590,838,594,8,7,1,236,0.149910554561717
"Mahaska",2020-12-16,"Mahaska",7847,1484,1089,32,30,2,363,0.189116859946476
"Marion",2020-12-16,"Marion",11651,2359,1758,34,29,5,567,0.202471890824822
"Marshall",2020-12-16,"Marshall",16154,3775,3095,53,50,3,627,0.23368825058809
"Mills",2020-12-16,"Mills",6301,1202,899,11,11,0,292,0.190763370893509
"Mitchell",2020-12-16,"Mitchell",4346,911,629,19,19,0,263,0.209618039576622
"Monona",2020-12-16,"Monona",2931,512,364,12,11,1,136,0.174684408051859
"Monroe",2020-12-16,"Monroe",2365,516,383,15,15,0,118,0.218181818181818
"Montgomery",2020-12-16,"Montgomery",3265,631,378,13,12,1,240,0.193261868300153
"Muscatine",2020-12-16,"Muscatine",16497,3325,2430,66,60,6,829,0.201551797296478
"O'Brien",2020-12-16,"O'Brien",5238,1464,1133,45,41,4,286,0.279495990836197
"Osceola",2020-12-16,"Osceola",1948,593,464,5,5,0,124,0.304414784394251
"Page",2020-12-16,"Page",4856,1293,1070,10,10,0,213,0.266268533772652
"Palo Alto",2020-12-16,"Palo Alto",3592,753,546,2,2,0,205,0.209632516703786
"Pending Investigation",2020-12-16,"Pending Investigation",8842,569,377,0,0,0,192,0.0643519565709116
"Plymouth",2020-12-16,"Plymouth",10730,3121,2438,42,36,6,641,0.290866728797763
"Pocahontas",2020-12-16,"Pocahontas",2854,643,472,4,4,0,167,0.225297827610371
"Polk",2020-12-16,"Polk",208666,37812,29006,379,343,36,8427,0.181208246671715
"Pottawattamie",2020-12-16,"Pottawattamie",37562,7508,5250,79,72,7,2179,0.199882860337575
"Poweshiek",2020-12-16,"Poweshiek",6553,1112,864,21,20,1,227,0.169693270257897
"Ringgold",2020-12-16,"Ringgold",1835,319,156,6,6,0,157,0.173841961852861
"Sac",2020-12-16,"Sac",4271,975,701,10,10,0,264,0.228283774291735
"Scott",2020-12-16,"Scott",66454,12998,9312,120,114,6,3566,0.19559394468354
"Shelby",2020-12-16,"Shelby",4050,866,660,20,20,0,186,0.213827160493827
"Sioux",2020-12-16,"Sioux",12653,4089,3384,39,38,1,666,0.32316446692484
"Story",2020-12-16,"Story",43755,7461,5810,23,21,2,1628,0.170517655125129
"Tama",2020-12-16,"Tama",6642,1633,1362,55,53,2,216,0.24585968081903
"Taylor",2020-12-16,"Taylor",2032,502,402,8,7,1,92,0.247047244094488
"Union",2020-12-16,"Union",5320,948,607,12,12,0,329,0.178195488721805
"Van Buren",2020-12-16,"Van Buren",2097,420,320,11,10,1,89,0.200286123032904
"Wapello",2020-12-16,"Wapello",12940,2873,2190,88,86,2,595,0.222024729520866
"Warren",2020-12-16,"Warren",21037,3317,2329,25,23,2,963,0.157674573370728
"Washington",2020-12-16,"Washington",8945,1635,1145,26,25,1,464,0.18278367803242
"Wayne",2020-12-16,"Wayne",1725,338,265,21,17,4,52,0.195942028985507
"Webster",2020-12-16,"Webster",17792,4091,3052,51,45,6,988,0.229934802158273
"Winnebago",2020-12-16,"Winnebago",4786,1033,779,26,22,4,228,0.215837860426243
"Winneshiek",2020-12-16,"Winneshiek",7445,1217,797,16,14,2,404,0.163465413028878
"Woodbury",2020-12-16,"Woodbury",47601,11508,9471,151,142,9,1886,0.241759626898595
"Worth",2020-12-16,"Worth",2789,439,290,2,2,0,147,0.157404087486554
"Wright",2020-12-16,"Wright",6525,1417,1077,12,10,2,328,0.217164750957854
"Total",2020-12-16,"Totals",1288890,258253,196145,3336,3060,276,58772,0.200368534165057
