"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2020-12-16,"Adair",2793,513,372,16,12,4,125,0.183673469387755
"Adams",2020-12-16,"Adams",1189,212,146,2,2,0,64,0.178301093355761
"Allamakee",2020-12-16,"Allamakee",4646,1027,648,18,15,3,361,0.221050365906156
"Appanoose",2020-12-16,"Appanoose",4560,880,650,33,33,0,197,0.192982456140351
"Audubon",2020-12-16,"Audubon",1941,334,261,6,6,0,67,0.172076249356002
"Benton",2020-12-16,"Benton",9872,1873,1437,32,29,3,404,0.189728525121556
"Black Hawk",2020-12-16,"Black Hawk",54764,11882,9609,193,181,12,2080,0.216967350814404
"Boone",2020-12-16,"Boone",10174,1655,1168,14,12,2,473,0.162669549832907
"Bremer",2020-12-16,"Bremer",9115,2140,1635,38,35,3,467,0.234777838727372
"Buchanan",2020-12-16,"Buchanan",7323,1333,984,15,14,1,334,0.18202922299604
"Buena Vista",2020-12-16,"Buena Vista",12327,3379,2784,21,18,3,574,0.274113734079663
"Butler",2020-12-16,"Butler",5358,1157,828,15,14,1,314,0.215938783128033
"Calhoun",2020-12-16,"Calhoun",4432,1139,908,8,8,0,223,0.256994584837545
"Carroll",2020-12-16,"Carroll",9170,2189,1760,26,20,6,403,0.238713195201745
"Cass",2020-12-16,"Cass",4848,932,668,36,34,2,228,0.192244224422442
"Cedar",2020-12-16,"Cedar",6959,1263,898,16,15,1,349,0.181491593619773
"Cerro Gordo",2020-12-16,"Cerro Gordo",18845,4030,2896,51,44,7,1083,0.213849827540462
"Cherokee",2020-12-16,"Cherokee",4581,1099,686,16,14,2,397,0.239903951102379
"Chickasaw",2020-12-16,"Chickasaw",4153,967,776,10,9,1,181,0.232843727425957
"Clarke",2020-12-16,"Clarke",3485,556,442,6,6,0,108,0.159540889526542
"Clay",2020-12-16,"Clay",6520,1427,949,10,7,3,468,0.218865030674847
"Clayton",2020-12-16,"Clayton",5382,1269,928,27,23,4,314,0.235785953177258
"Clinton",2020-12-16,"Clinton",16893,3787,2790,50,45,5,947,0.224175694074469
"Crawford",2020-12-16,"Crawford",7127,1943,1634,16,13,3,293,0.272625228006174
"Dallas",2020-12-16,"Dallas",40971,7192,5531,60,50,10,1601,0.175538795733568
"Davis",2020-12-16,"Davis",2414,579,399,12,11,1,168,0.239850869925435
"Decatur",2020-12-16,"Decatur",2580,382,279,2,2,0,101,0.148062015503876
"Delaware",2020-12-16,"Delaware",6300,1554,1260,27,26,1,267,0.246666666666667
"Des Moines",2020-12-16,"Des Moines",16566,3273,2480,26,23,3,767,0.19757334299167
"Dickinson",2020-12-16,"Dickinson",8255,1580,1161,12,10,2,407,0.191399152029073
"Dubuque",2020-12-16,"Dubuque",46130,10037,8163,126,119,7,1748,0.217580750054195
"Emmet",2020-12-16,"Emmet",3883,884,653,23,22,1,208,0.227659026525882
"Fayette",2020-12-16,"Fayette",6960,1197,856,14,13,1,327,0.17198275862069
"Floyd",2020-12-16,"Floyd",6061,1202,821,26,19,7,355,0.19831710938789
"Franklin",2020-12-16,"Franklin",3944,817,612,17,16,1,188,0.207150101419878
"Fremont",2020-12-16,"Fremont",2097,429,332,5,3,2,92,0.204577968526466
"Greene",2020-12-16,"Greene",3332,597,427,6,6,0,164,0.179171668667467
"Grundy",2020-12-16,"Grundy",4409,953,710,14,12,2,229,0.216148786572919
"Guthrie",2020-12-16,"Guthrie",4383,853,641,22,17,5,190,0.19461556011864
"Hamilton",2020-12-16,"Hamilton",5867,1322,857,21,21,0,444,0.225328106357593
"Hancock",2020-12-16,"Hancock",4574,1054,724,21,18,3,309,0.230432881504154
"Hardin",2020-12-16,"Hardin",6494,1332,961,22,20,2,349,0.205112411456729
"Harrison",2020-12-16,"Harrison",5053,1264,931,49,46,3,284,0.250148426677221
"Henry",2020-12-16,"Henry",8764,2315,1691,20,20,0,604,0.264148790506618
"Howard",2020-12-16,"Howard",3333,630,426,15,11,4,189,0.189018901890189
"Humboldt",2020-12-16,"Humboldt",3745,866,615,16,13,3,235,0.231241655540721
"Ida",2020-12-16,"Ida",2510,640,400,17,16,1,223,0.254980079681275
"Iowa",2020-12-16,"Iowa",6320,1066,787,19,19,0,260,0.168670886075949
"Jackson",2020-12-16,"Jackson",6972,1685,1312,23,22,1,350,0.241681009753299
"Jasper",2020-12-16,"Jasper",13638,2578,1889,48,46,2,641,0.189030649655375
"Jefferson",2020-12-16,"Jefferson",5684,852,545,16,15,1,291,0.149894440534835
"Johnson",2020-12-16,"Johnson",61849,10391,8396,43,39,4,1952,0.168005949974939
"Jones",2020-12-16,"Jones",7937,2479,2049,34,33,1,396,0.312334635252614
"Keokuk",2020-12-16,"Keokuk",3159,733,467,18,18,0,248,0.232035454257676
