"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1553","72","48","1","23","0.0463618802318094",2020-09-27
"Adams","Adams","636","33","27","0","6","0.0518867924528302",2020-09-27
"Allamakee","Allamakee","2883","264","175","6","83","0.0915712799167534",2020-09-27
"Appanoose","Appanoose","2570","136","116","3","17","0.0529182879377432",2020-09-27
"Audubon","Audubon","1094","82","37","1","44","0.0749542961608775",2020-09-27
"Benton","Benton","5240","313","200","1","112","0.0597328244274809",2020-09-27
"Black Hawk","Black Hawk","34684","4495","3723","90","682","0.129598662207358",2020-09-27
"Boone","Boone","6224","509","339","8","162","0.081780205655527",2020-09-27
"Bremer","Bremer","5196","494","315","7","172","0.0950731331793687",2020-09-27
"Buchanan","Buchanan","4415","282","173","1","108","0.0638731596828992",2020-09-27
"Buena Vista","Buena Vista","9266","1991","1812","12","167","0.214871573494496",2020-09-27
"Butler","Butler","3284","271","250","2","19","0.0825213154689403",2020-09-27
"Calhoun","Calhoun","2560","184","161","3","20","0.071875",2020-09-27
"Carroll","Carroll","5635","671","388","5","278","0.11907719609583",2020-09-27
"Cass","Cass","2664","168","123","2","43","0.0630630630630631",2020-09-27
"Cedar","Cedar","3824","246","152","1","93","0.0643305439330544",2020-09-27
"Cerro Gordo","Cerro Gordo","11339","1057","821","21","215","0.093218096833936",2020-09-27
"Cherokee","Cherokee","2685","249","139","2","108","0.0927374301675978",2020-09-27
"Chickasaw","Chickasaw","2578","253","222","0","31","0.0981380915438324",2020-09-27
"Clarke","Clarke","2298","265","237","3","25","0.115317667536989",2020-09-27
"Clay","Clay","3733","327","232","4","91","0.0875971068845433",2020-09-27
"Clayton","Clayton","3227","252","223","3","26","0.0780911062906725",2020-09-27
"Clinton","Clinton","9707","1121","829","21","271","0.115483671577212",2020-09-27
"Crawford","Crawford","5125","1090","824","5","261","0.212682926829268",2020-09-27
"Dallas","Dallas","25572","2792","2344","38","410","0.109181917722509",2020-09-27
"Davis","Davis","1267","124","82","4","38","0.0978689818468824",2020-09-27
"Decatur","Decatur","1501","67","44","0","23","0.044636908727515",2020-09-27
"Delaware","Delaware","3863","410","322","3","85","0.106135128138752",2020-09-27
"Des Moines","Des Moines","8772","788","568","8","212","0.0898312813497492",2020-09-27
"Dickinson","Dickinson","5207","528","418","6","104","0.101401958901479",2020-09-27
"Dubuque","Dubuque","29596","3267","2003","41","1223","0.110386538721449",2020-09-27
"Emmet","Emmet","2163","265","212","10","43","0.122515025427647",2020-09-27
"Fayette","Fayette","4072","224","137","2","85","0.0550098231827112",2020-09-27
"Floyd","Floyd","3872","350","291","3","56","0.0903925619834711",2020-09-27
"Franklin","Franklin","2535","350","310","18","22","0.138067061143984",2020-09-27
"Fremont","Fremont","1182","119","60","0","59","0.100676818950931",2020-09-27
"Greene","Greene","2029","101","53","0","48","0.0497782158698866",2020-09-27
"Grundy","Grundy","2779","220","133","3","84","0.0791651673263764",2020-09-27
"Guthrie","Guthrie","2666","245","170","6","69","0.0918979744936234",2020-09-27
"Hamilton","Hamilton","3615","327","308","3","16","0.0904564315352697",2020-09-27
"Hancock","Hancock","2557","186","167","2","17","0.0727414939382088",2020-09-27
"Hardin","Hardin","3728","302","232","1","69","0.0810085836909871",2020-09-27
"Harrison","Harrison","2740","225","156","3","66","0.0821167883211679",2020-09-27
"Henry","Henry","5061","743","289","4","450","0.146808931041296",2020-09-27
"Howard","Howard","2016","188","131","6","51","0.0932539682539683",2020-09-27
"Humboldt","Humboldt","2246","190","165","3","22","0.0845948352626892",2020-09-27
"Ida","Ida","1491","122","43","1","78","0.0818242790073776",2020-09-27
"Iowa","Iowa","3902","209","111","1","97","0.0535622757560225",2020-09-27
"Jackson","Jackson","3877","350","211","3","136","0.0902759865875677",2020-09-27
"Jasper","Jasper","7820","840","561","32","247","0.107416879795396",2020-09-27
"Jefferson","Jefferson","2766","138","116","1","21","0.0498915401301518",2020-09-27
"Johnson","Johnson","39356","5138","3880","27","1231","0.130551885354203",2020-09-27
"Jones","Jones","3855","274","170","3","101","0.0710765239948119",2020-09-27
"Keokuk","Keokuk","1712","109","59","1","49","0.0636682242990654",2020-09-27
"Kossuth","Kossuth","3444","273","124","0","149","0.0792682926829268",2020-09-27
"Lee","Lee","6235","637","430","7","200","0.102165196471532",2020-09-27
"Linn","Linn","50276","4028","3070","111","847","0.0801177500198902",2020-09-27
"Louisa","Louisa","2513","429","381","15","33","0.170712296060485",2020-09-27
"Lucas","Lucas","1623","156","92","6","58","0.0961182994454713",2020-09-27
"Lyon","Lyon","1843","326","178","4","144","0.17688551275095",2020-09-27
"Madison","Madison","3464","220","173","2","45","0.0635103926096998",2020-09-27
"Mahaska","Mahaska","4852","412","295","19","98","0.0849134377576257",2020-09-27
"Marion","Marion","6810","763","679","7","77","0.112041116005874",2020-09-27
"Marshall","Marshall","11049","1786","1615","34","137","0.161643587654991",2020-09-27
"Mills","Mills","3624","180","132","1","47","0.0496688741721854",2020-09-27
"Mitchell","Mitchell","2766","190","108","0","82","0.0686912509038323",2020-09-27
"Monona","Monona","1774","153","107","1","45","0.0862457722660654",2020-09-27
"Monroe","Monroe","1366","159","102","11","46","0.116398243045388",2020-09-27
"Montgomery","Montgomery","1890","97","82","5","10","0.0513227513227513",2020-09-27
"Muscatine","Muscatine","9356","1109","918","55","136","0.118533561351005",2020-09-27
"O'Brien","O'Brien","3009","381","198","9","174","0.126620139581256",2020-09-27
"Osceola","Osceola","958","161","102","0","59","0.168058455114823",2020-09-27
"Page","Page","2656","170","150","0","20","0.0640060240963855",2020-09-27
"Palo Alto","Palo Alto","2134","203","112","0","91","0.0951265229615745",2020-09-27
"Pending Investigation","Pending Investigation","2547","19","0","0","19","0.00745975657636435",2020-09-27
"Plymouth","Plymouth","6580","1152","730","21","401","0.175075987841945",2020-09-27
"Pocahontas","Pocahontas","1685","159","130","2","27","0.0943620178041543",2020-09-27
"Polk","Polk","130964","15911","13199","262","2450","0.121491402217403",2020-09-27
"Pottawattamie","Pottawattamie","21229","2138","1733","38","367","0.100711291158321",2020-09-27
"Poweshiek","Poweshiek","3598","298","197","8","93","0.0828237909949972",2020-09-27
"Ringgold","Ringgold","1118","50","41","2","7","0.0447227191413238",2020-09-27
"Sac","Sac","2624","253","116","0","137","0.0964176829268293",2020-09-27
"Scott","Scott","37064","3011","2212","28","771","0.0812378588387654",2020-09-27
"Shelby","Shelby","2377","267","240","1","26","0.112326461926798",2020-09-27
"Sioux","Sioux","7457","1632","899","3","730","0.218854767332708",2020-09-27
"Story","Story","29788","3446","2417","17","1012","0.115684168121391",2020-09-27
"Tama","Tama","4401","717","620","31","66","0.16291751874574",2020-09-27
"Taylor","Taylor","1215","131","114","1","16","0.107818930041152",2020-09-27
"Union","Union","3073","137","88","3","46","0.0445818418483567",2020-09-27
"Van Buren","Van Buren","1197","114","98","1","15","0.0952380952380952",2020-09-27
"Wapello","Wapello","8220","1334","1162","57","115","0.162287104622871",2020-09-27
"Warren","Warren","12496","959","777","6","176","0.0767445582586428",2020-09-27
"Washington","Washington","4960","461","348","11","102","0.0929435483870968",2020-09-27
"Wayne","Wayne","1093","87","76","2","9","0.0795974382433669",2020-09-27
"Webster","Webster","11859","1268","1080","14","174","0.106923012058352",2020-09-27
"Winnebago","Winnebago","3009","304","171","13","120","0.101030242605517",2020-09-27
"Winneshiek","Winneshiek","4243","336","246","6","84","0.0791892528871082",2020-09-27
"Woodbury","Woodbury","30762","5458","4104","64","1290","0.177426695273389",2020-09-27
"Worth","Worth","1649","108","80","0","28","0.0654942389326865",2020-09-27
"Wright","Wright","4482","592","529","1","62","0.132083891120036",2020-09-27
"Total","Totals","777570","86191","65767","1314","19110","0.110846611880602",2020-09-27
