"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-06-24,"Adair",12851,996,842,32,22,10,3852,875,1,2021-06-24
"Adams",2021-06-24,"Adams",6233,355,341,4,4,0,1697,345,0,2021-06-24
"Allamakee",2021-06-24,"Allamakee",22894,1588,1471,52,42,10,6626,1529,6,2021-06-24
"Appanoose",2021-06-24,"Appanoose",19325,1468,1238,49,44,5,6470,1290,3,2021-06-24
"Audubon",2021-06-24,"Audubon",13894,553,505,11,10,1,2894,535,19,2021-06-24
"Benton",2021-06-24,"Benton",40250,2768,2518,55,44,11,13757,2604,31,2021-06-24
"Black Hawk",2021-06-24,"Black Hawk",229095,17716,15628,312,288,24,75109,16198,258,2021-06-24
"Boone",2021-06-24,"Boone",46877,2873,2648,34,31,3,14812,2686,4,2021-06-24
"Bremer",2021-06-24,"Bremer",42544,3029,2804,61,51,10,13110,2888,23,2021-06-24
"Buchanan",2021-06-24,"Buchanan",33764,2055,1889,33,27,6,10138,1942,20,2021-06-24
"Buena Vista",2021-06-24,"Buena Vista",47290,4974,4222,40,36,4,15543,4271,9,2021-06-24
"Butler",2021-06-24,"Butler",31267,1758,1620,35,31,4,7520,1665,10,2021-06-24
"Calhoun",2021-06-24,"Calhoun",19800,1442,1375,13,12,1,5631,1389,1,2021-06-24
"Carroll",2021-06-24,"Carroll",39199,3081,2817,52,43,9,11984,2870,1,2021-06-24
"Cass",2021-06-24,"Cass",21836,1478,1341,55,49,6,6734,1391,-5,2021-06-24
"Cedar",2021-06-24,"Cedar",33878,2018,1886,23,21,2,9807,1925,16,2021-06-24
"Cerro Gordo",2021-06-24,"Cerro Gordo",83938,5990,5399,97,80,17,27015,5542,46,2021-06-24
"Cherokee",2021-06-24,"Cherokee",22316,1697,1552,38,30,8,6328,1595,5,2021-06-24
"Chickasaw",2021-06-24,"Chickasaw",18827,1320,1233,17,14,3,5840,1249,-1,2021-06-24
"Clarke",2021-06-24,"Clarke",14416,1072,981,24,22,2,5243,1011,6,2021-06-24
"Clay",2021-06-24,"Clay",32865,2282,2134,27,22,5,8977,2167,6,2021-06-24
"Clayton",2021-06-24,"Clayton",27318,1799,1658,57,48,9,7720,1711,-4,2021-06-24
"Clinton",2021-06-24,"Clinton",69611,6096,5508,93,79,14,25000,5615,14,2021-06-24
"Crawford",2021-06-24,"Crawford",29977,2931,2643,40,35,5,9286,2683,0,2021-06-24
"Dallas",2021-06-24,"Dallas",136823,12642,11141,99,85,14,58069,11293,53,2021-06-24
"Davis",2021-06-24,"Davis",12046,926,817,25,23,2,3778,853,11,2021-06-24
"Decatur",2021-06-24,"Decatur",11008,632,608,9,9,0,3780,616,-1,2021-06-24
"Delaware",2021-06-24,"Delaware",31314,2160,2064,43,38,5,8636,2111,4,2021-06-24
"Des Moines",2021-06-24,"Des Moines",61828,5049,4591,72,60,12,22833,4681,18,2021-06-24
"Dickinson",2021-06-24,"Dickinson",29186,2686,2449,44,38,6,11080,2493,0,2021-06-24
"Dubuque",2021-06-24,"Dubuque",205699,14837,13241,211,195,16,60853,13518,66,2021-06-24
"Emmet",2021-06-24,"Emmet",18175,1437,1309,41,39,2,5524,1358,8,2021-06-24
"Fayette",2021-06-24,"Fayette",38547,1955,1817,43,38,5,9920,1871,11,2021-06-24
"Floyd",2021-06-24,"Floyd",27613,1816,1578,42,32,10,8334,1635,15,2021-06-24
"Franklin",2021-06-24,"Franklin",21708,1345,1196,23,21,2,5869,1235,16,2021-06-24
"Fremont",2021-06-24,"Fremont",8040,663,621,9,7,2,2846,627,-3,2021-06-24
"Greene",2021-06-24,"Greene",15804,830,769,11,10,1,4393,781,1,2021-06-24
"Grundy",2021-06-24,"Grundy",20339,1454,1337,33,27,6,6124,1375,5,2021-06-24
"Guthrie",2021-06-24,"Guthrie",20081,1317,1198,32,26,6,6163,1233,3,2021-06-24
"Hamilton",2021-06-24,"Hamilton",24682,2011,1763,51,46,5,8081,1820,6,2021-06-24
"Hancock",2021-06-24,"Hancock",23448,1601,1462,34,27,7,6544,1503,7,2021-06-24
"Hardin",2021-06-24,"Hardin",37801,2009,1827,44,34,10,9121,1876,5,2021-06-24
"Harrison",2021-06-24,"Harrison",22476,1937,1724,73,69,4,6804,1800,3,2021-06-24
"Henry",2021-06-24,"Henry",38991,3104,2901,37,36,1,11742,2949,11,2021-06-24
"Howard",2021-06-24,"Howard",17888,1101,1023,22,18,4,4895,1051,6,2021-06-24
"Humboldt",2021-06-24,"Humboldt",16258,1246,1170,26,23,3,4986,1196,0,2021-06-24
"Ida",2021-06-24,"Ida",13252,1028,873,35,32,3,3547,915,7,2021-06-24
"Iowa",2021-06-24,"Iowa",31626,1561,1477,24,22,2,8700,1499,-2,2021-06-24
"Jackson",2021-06-24,"Jackson",28033,2387,2208,42,39,3,9853,2252,2,2021-06-24
"Jasper",2021-06-24,"Jasper",55576,4563,4134,73,67,6,19672,4212,5,2021-06-24
"Jefferson",2021-06-24,"Jefferson",22660,1458,1304,35,29,6,8425,1334,-5,2021-06-24
"Johnson",2021-06-24,"Johnson",227425,15512,14473,85,77,8,87032,14627,69,2021-06-24
"Jones",2021-06-24,"Jones",28612,3143,2947,57,51,6,10747,3011,7,2021-06-24
"Keokuk",2021-06-24,"Keokuk",16671,1038,933,32,31,1,4564,970,5,2021-06-24
"Kossuth",2021-06-24,"Kossuth",28038,2286,2100,66,57,9,8450,2161,-5,2021-06-24
"Lee",2021-06-24,"Lee",58402,4075,3749,57,44,13,17086,3826,20,2021-06-24
"Linn",2021-06-24,"Linn",315225,22665,20715,339,303,36,126625,21249,195,2021-06-24
"Louisa",2021-06-24,"Louisa",18736,1365,1246,49,42,7,5792,1297,2,2021-06-24
"Lucas",2021-06-24,"Lucas",10179,807,759,23,18,5,4155,779,-3,2021-06-24
"Lyon",2021-06-24,"Lyon",17568,1602,1548,41,37,4,5040,1592,3,2021-06-24
"Madison",2021-06-24,"Madison",22613,1789,1626,19,15,4,8429,1646,1,2021-06-24
"Mahaska",2021-06-24,"Mahaska",33625,2438,2261,51,46,5,11239,2327,15,2021-06-24
"Marion",2021-06-24,"Marion",45438,3867,3588,76,65,11,17278,3661,-3,2021-06-24
"Marshall",2021-06-24,"Marshall",87329,5256,4784,76,68,8,22937,4880,20,2021-06-24
"Mills",2021-06-24,"Mills",22377,1808,1609,24,21,3,8013,1639,6,2021-06-24
"Mitchell",2021-06-24,"Mitchell",19282,1378,1233,43,40,3,5771,1267,-9,2021-06-24
"Monona",2021-06-24,"Monona",19015,898,806,31,29,2,3991,834,-3,2021-06-24
"Monroe",2021-06-24,"Monroe",10433,1010,928,31,23,8,3781,963,4,2021-06-24
"Montgomery",2021-06-24,"Montgomery",15073,1116,999,38,36,2,4518,1036,-1,2021-06-24
"Muscatine",2021-06-24,"Muscatine",60605,5224,4755,106,97,9,23182,4883,22,2021-06-24
"O'Brien",2021-06-24,"O'Brien",27588,2154,1940,61,56,5,7010,1997,-4,2021-06-24
"Osceola",2021-06-24,"Osceola",9785,817,774,17,14,3,2694,789,-2,2021-06-24
"Page",2021-06-24,"Page",22899,2012,1915,22,20,2,6665,1945,8,2021-06-24
"Palo Alto",2021-06-24,"Palo Alto",20060,1196,1109,23,22,1,4761,1135,3,2021-06-24
"Pending Investigation",2021-06-24,"Pending Investigation",8106,982,947,0,0,0,4314,956,9,2021-06-24
"Plymouth",2021-06-24,"Plymouth",40668,4342,3945,81,73,8,13977,4031,5,2021-06-24
"Pocahontas",2021-06-24,"Pocahontas",14453,903,840,22,22,0,3638,858,-4,2021-06-24
"Polk",2021-06-24,"Polk",748565,65680,57398,641,563,78,297431,58277,238,2021-06-24
"Pottawattamie",2021-06-24,"Pottawattamie",127122,12368,11028,174,151,23,50386,11233,31,2021-06-24
"Poweshiek",2021-06-24,"Poweshiek",48070,1649,1537,36,33,3,9461,1571,-2,2021-06-24
"Ringgold",2021-06-24,"Ringgold",10643,582,540,24,18,6,2534,564,0,2021-06-24
"Sac",2021-06-24,"Sac",21967,1397,1291,20,19,1,5677,1309,-2,2021-06-24
"Scott",2021-06-24,"Scott",233202,21750,19996,248,224,24,94502,20309,65,2021-06-24
"Shelby",2021-06-24,"Shelby",18300,1378,1280,37,33,4,5829,1316,-1,2021-06-24
"Sioux",2021-06-24,"Sioux",48490,5355,5090,74,71,3,17038,5177,13,2021-06-24
"Story",2021-06-24,"Story",170837,11484,10629,48,42,6,59313,10719,42,2021-06-24
"Tama",2021-06-24,"Tama",34731,2251,2036,71,67,4,8964,2123,16,2021-06-24
"Taylor",2021-06-24,"Taylor",9500,690,653,12,10,2,2685,668,3,2021-06-24
"Union",2021-06-24,"Union",18531,1383,1259,35,27,8,7000,1301,7,2021-06-24
"Van Buren",2021-06-24,"Van Buren",9191,591,545,18,15,3,2957,564,1,2021-06-24
"Wapello",2021-06-24,"Wapello",50707,4710,4202,122,118,4,19802,4340,16,2021-06-24
"Warren",2021-06-24,"Warren",83548,6354,5717,91,81,10,30098,5840,32,2021-06-24
"Washington",2021-06-24,"Washington",44626,2746,2506,51,47,4,12731,2571,14,2021-06-24
"Wayne",2021-06-24,"Wayne",7795,585,520,23,18,5,2696,544,1,2021-06-24
"Webster",2021-06-24,"Webster",73146,5461,5043,94,79,15,22348,5164,27,2021-06-24
"Winnebago",2021-06-24,"Winnebago",19134,1561,1403,31,26,5,6792,1445,11,2021-06-24
"Winneshiek",2021-06-24,"Winneshiek",42326,2070,1936,35,30,5,11025,1988,17,2021-06-24
"Woodbury",2021-06-24,"Woodbury",156179,16556,14991,230,211,19,63779,15242,21,2021-06-24
"Worth",2021-06-24,"Worth",14534,806,750,8,7,1,4151,762,4,2021-06-24
"Wright",2021-06-24,"Wright",21863,1933,1818,40,33,7,8252,1861,3,2021-06-24
"Total",2021-06-24,"Totals",5164379,404117,365552,6120,5405,715,1788805,373310,1638,2021-06-24
