"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Clinton",2021-03-18,"Clinton",55936,5531,4821,87,76,11,21594,5069,161,2021-03-18
"Crawford",2021-03-18,"Crawford",24989,2805,2437,36,31,5,8538,2567,94,2021-03-18
"Dallas",2021-03-18,"Dallas",115517,11679,9815,93,82,11,52042,10382,474,2021-03-18
"Davis",2021-03-18,"Davis",9858,844,726,24,23,1,3285,772,22,2021-03-18
"Decatur",2021-03-18,"Decatur",9394,591,547,9,9,0,3448,577,21,2021-03-18
"Delaware",2021-03-18,"Delaware",24402,1925,1803,39,35,4,7643,1885,43,2021-03-18
"Des Moines",2021-03-18,"Des Moines",50830,4648,4151,63,53,10,20419,4313,99,2021-03-18
"Dickinson",2021-03-18,"Dickinson",23283,2294,1955,41,35,6,9896,2111,115,2021-03-18
"Dubuque",2021-03-18,"Dubuque",168685,13721,12009,200,186,14,54949,12515,306,2021-03-18
"Emmet",2021-03-18,"Emmet",14819,1246,1096,40,38,2,4827,1168,32,2021-03-18
"Fayette",2021-03-18,"Fayette",31454,1877,1724,37,33,4,8886,1803,42,2021-03-18
"Floyd",2021-03-18,"Floyd",22947,1661,1419,41,31,10,7421,1497,37,2021-03-18
"Franklin",2021-03-18,"Franklin",18045,1200,1058,20,19,1,5049,1102,24,2021-03-18
"Fremont",2021-03-18,"Fremont",6610,597,536,10,8,2,2536,560,14,2021-03-18
"Greene",2021-03-18,"Greene",13473,791,713,10,10,0,3958,743,20,2021-03-18
"Grundy",2021-03-18,"Grundy",17522,1402,1260,31,26,5,5578,1329,38,2021-03-18
"Guthrie",2021-03-18,"Guthrie",16400,1187,1053,28,23,5,5424,1107,26,2021-03-18
"Hamilton",2021-03-18,"Hamilton",21614,1936,1681,44,42,2,7285,1745,20,2021-03-18
"Hancock",2021-03-18,"Hancock",19163,1486,1332,33,27,6,5760,1389,24,2021-03-18
"Hardin",2021-03-18,"Hardin",30954,1855,1623,39,33,6,8069,1720,58,2021-03-18
"Harrison",2021-03-18,"Harrison",19064,1817,1581,70,66,4,6207,1687,36,2021-03-18
"Henry",2021-03-18,"Henry",33179,2949,2739,37,36,1,10607,2809,33,2021-03-18
"Howard",2021-03-18,"Howard",15370,1052,951,22,18,4,4423,1007,34,2021-03-18
"Humboldt",2021-03-18,"Humboldt",14086,1198,1093,25,22,3,4563,1147,29,2021-03-18
"Ida",2021-03-18,"Ida",11034,964,766,32,30,2,3198,850,52,2021-03-18
"Iowa",2021-03-18,"Iowa",26747,1486,1343,23,21,2,7812,1421,55,2021-03-18
"Jackson",2021-03-18,"Jackson",23150,2240,2036,40,37,3,8763,2115,39,2021-03-18
"Jasper",2021-03-18,"Jasper",46011,4248,3607,69,64,5,17500,3919,243,2021-03-18
"Jefferson",2021-03-18,"Jefferson",18619,1403,1248,35,29,6,7427,1291,8,2021-03-18
"Johnson",2021-03-18,"Johnson",189264,14056,12811,76,71,5,76514,13259,372,2021-03-18
"Jones",2021-03-18,"Jones",23228,2969,2779,55,51,4,9562,2866,32,2021-03-18
"Keokuk",2021-03-18,"Keokuk",14199,995,878,29,29,0,4033,926,19,2021-03-18
"Kossuth",2021-03-18,"Kossuth",23193,2132,1891,57,51,6,7604,2014,66,2021-03-18
"Lee",2021-03-18,"Lee",49051,3773,3442,54,41,13,15262,3549,53,2021-03-18
"Linn",2021-03-18,"Linn",260874,20913,18876,320,288,32,112317,19625,429,2021-03-18
"Louisa",2021-03-18,"Louisa",15625,1297,1163,48,41,7,5238,1233,22,2021-03-18
"Lucas",2021-03-18,"Lucas",8424,769,673,21,17,4,3670,735,41,2021-03-18
"Lyon",2021-03-18,"Lyon",13752,1484,1403,41,37,4,4435,1478,34,2021-03-18
"Madison",2021-03-18,"Madison",18593,1613,1392,18,14,4,7453,1473,63,2021-03-18
"Mahaska",2021-03-18,"Mahaska",28011,2279,2063,47,42,5,10053,2174,64,2021-03-18
"Marion",2021-03-18,"Marion",37377,3665,3293,74,64,10,15396,3458,91,2021-03-18
"Marshall",2021-03-18,"Marshall",74189,5050,4502,74,66,8,20575,4687,111,2021-03-18
"Mills",2021-03-18,"Mills",19649,1665,1441,20,17,3,7403,1507,46,2021-03-18
"Mitchell",2021-03-18,"Mitchell",15943,1336,1159,40,38,2,5300,1224,25,2021-03-18
"Monona",2021-03-18,"Monona",16468,833,735,29,27,2,3614,777,13,2021-03-18
"Monroe",2021-03-18,"Monroe",8812,950,848,28,21,7,3334,906,30,2021-03-18
"Montgomery",2021-03-18,"Montgomery",12946,1048,925,36,34,2,4253,971,10,2021-03-18
"Muscatine",2021-03-18,"Muscatine",48318,4632,4042,94,85,9,20540,4319,183,2021-03-18
"O'Brien",2021-03-18,"O'Brien",23159,2019,1716,58,54,4,6430,1864,90,2021-03-18
"Osceola",2021-03-18,"Osceola",7454,714,654,15,13,2,2350,686,17,2021-03-18
"Page",2021-03-18,"Page",19183,1882,1761,19,18,1,6157,1818,38,2021-03-18
"Palo Alto",2021-03-18,"Palo Alto",16269,1082,968,22,20,2,4303,1028,38,2021-03-18
"Pending Investigation",2021-03-18,"Pending Investigation",12432,1025,866,0,0,0,6353,1005,139,2021-03-18
"Plymouth",2021-03-18,"Plymouth",34255,4041,3552,79,71,8,12785,3739,108,2021-03-18
"Pocahontas",2021-03-18,"Pocahontas",11839,864,788,19,19,0,3348,818,11,2021-03-18
"Polk",2021-03-18,"Polk",613344,59869,50042,577,513,64,263885,52910,2291,2021-03-18
"Pottawattamie",2021-03-18,"Pottawattamie",107502,11031,9526,149,132,17,45582,10000,325,2021-03-18
"Poweshiek",2021-03-18,"Poweshiek",36825,1572,1432,31,28,3,8452,1498,35,2021-03-18
"Ringgold",2021-03-18,"Ringgold",8932,533,478,22,18,4,2294,514,14,2021-03-18
"Sac",2021-03-18,"Sac",17878,1285,1149,18,18,0,5159,1208,41,2021-03-18
"Scott",2021-03-18,"Scott",186791,18673,16660,221,204,17,82184,17350,469,2021-03-18
"Shelby",2021-03-18,"Shelby",14967,1263,1106,34,31,3,5180,1201,61,2021-03-18
"Sioux",2021-03-18,"Sioux",39001,5033,4645,69,66,3,15325,4848,134,2021-03-18
"Story",2021-03-18,"Story",146601,10495,9310,46,40,6,54253,9771,415,2021-03-18
"Tama",2021-03-18,"Tama",29706,2160,1912,68,65,3,8148,2038,58,2021-03-18
"Taylor",2021-03-18,"Taylor",7722,666,626,12,10,2,2432,641,3,2021-03-18
"Union",2021-03-18,"Union",15534,1281,1151,31,26,5,6326,1201,19,2021-03-18
"Van Buren",2021-03-18,"Van Buren",7671,563,519,18,15,3,2644,537,0,2021-03-18
"Wapello",2021-03-18,"Wapello",42406,4483,3771,114,110,4,17660,4132,247,2021-03-18
"Warren",2021-03-18,"Warren",67807,5721,4929,80,71,9,26791,5244,235,2021-03-18
"Washington",2021-03-18,"Washington",36980,2584,2333,48,44,4,11437,2415,34,2021-03-18
"Wayne",2021-03-18,"Wayne",5639,533,421,21,17,4,2256,490,48,2021-03-18
"Webster",2021-03-18,"Webster",63013,5264,4796,88,74,14,20745,4992,108,2021-03-18
"Winnebago",2021-03-18,"Winnebago",15780,1418,1246,31,26,5,5990,1325,48,2021-03-18
"Winneshiek",2021-03-18,"Winneshiek",33634,1931,1752,31,26,5,9844,1854,71,2021-03-18
"Woodbury",2021-03-18,"Woodbury",129617,15382,13363,215,198,17,57209,14091,513,2021-03-18
"Worth",2021-03-18,"Worth",11303,708,646,8,7,1,3617,669,15,2021-03-18
"Wright",2021-03-18,"Wright",19275,1820,1691,32,27,5,7673,1754,31,2021-03-18
"Total",2021-03-18,"Totals",4284246,372172,326520,5666,5060,606,1600580,343347,11161,2021-03-18
