"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Decatur",2020-12-28,"Decatur",2711,414,326,3,3,0,85,0.152711176687569
"Delaware",2020-12-28,"Delaware",6521,1603,1434,29,28,1,140,0.245821193068548
"Des Moines",2020-12-28,"Des Moines",17146,3444,2906,32,29,3,506,0.200863175084568
"Dickinson",2020-12-28,"Dickinson",8611,1672,1401,15,13,2,256,0.19417024735803
"Dubuque",2020-12-28,"Dubuque",47551,10468,9203,135,127,8,1130,0.220142583752182
"Emmet",2020-12-28,"Emmet",4101,984,791,23,22,1,170,0.239941477688369
"Fayette",2020-12-28,"Fayette",7262,1352,1040,16,15,1,296,0.186174607546131
"Floyd",2020-12-28,"Floyd",6268,1260,1046,33,25,8,181,0.201021059349075
"Franklin",2020-12-28,"Franklin",4105,870,732,17,16,1,121,0.211936662606577
"Fremont",2020-12-28,"Fremont",2181,454,376,5,3,2,73,0.208161393856029
"Greene",2020-12-28,"Greene",3463,634,528,7,7,0,99,0.183078255847531
"Grundy",2020-12-28,"Grundy",4600,1053,864,15,12,3,174,0.228913043478261
"Guthrie",2020-12-28,"Guthrie",4567,933,751,22,17,5,160,0.204291657543245
"Hamilton",2020-12-28,"Hamilton",6097,1437,1159,22,22,0,256,0.235689683450877
"Hancock",2020-12-28,"Hancock",4797,1150,874,24,19,5,252,0.239733166562435
"Hardin",2020-12-28,"Hardin",6773,1429,1171,25,23,2,233,0.210984792558689
"Harrison",2020-12-28,"Harrison",5334,1400,1075,52,49,3,273,0.26246719160105
"Henry",2020-12-28,"Henry",9080,2442,1966,24,24,0,452,0.268942731277533
"Howard",2020-12-28,"Howard",3502,693,543,15,11,4,135,0.197886921758995
"Humboldt",2020-12-28,"Humboldt",3886,939,784,18,15,3,137,0.241636644364385
"Ida",2020-12-28,"Ida",2617,682,488,22,21,1,172,0.260603744745892
"Iowa",2020-12-28,"Iowa",6548,1126,950,20,19,1,156,0.171960904092853
"Jackson",2020-12-28,"Jackson",7235,1752,1522,29,28,1,201,0.242156185210781
"Jasper",2020-12-28,"Jasper",14349,2819,2221,52,50,2,546,0.196459683601645
"Jefferson",2020-12-28,"Jefferson",5992,974,723,20,19,1,231,0.162550066755674
"Johnson",2020-12-28,"Johnson",64321,10886,9563,47,43,4,1276,0.169244881143017
"Jones",2020-12-28,"Jones",8130,2562,2342,44,43,1,176,0.315129151291513
"Keokuk",2020-12-28,"Keokuk",3291,774,622,23,23,0,129,0.235186873290793
"Kossuth",2020-12-28,"Kossuth",6227,1475,1091,28,27,1,356,0.236871687811145
"Lee",2020-12-28,"Lee",12819,2809,2056,24,20,4,729,0.219127857087136
"Linn",2020-12-28,"Linn",94428,16374,14235,240,225,15,1899,0.173401957046639
"Louisa",2020-12-28,"Louisa",4431,1047,858,24,20,4,165,0.236289776574137
"Lucas",2020-12-28,"Lucas",3007,539,320,7,7,0,212,0.179248420352511
"Lyon",2020-12-28,"Lyon",3718,1226,1039,24,22,2,163,0.329747175901022
"Madison",2020-12-28,"Madison",5835,920,711,8,7,1,201,0.157669237360754
"Mahaska",2020-12-28,"Mahaska",8319,1659,1266,32,30,2,361,0.199423007573026
"Marion",2020-12-28,"Marion",12286,2624,2061,46,40,6,517,0.213576428455152
"Marshall",2020-12-28,"Marshall",16756,3946,3480,54,51,3,412,0.235497732155646
"Mills",2020-12-28,"Mills",6517,1260,1082,14,13,1,164,0.193340494092374
"Mitchell",2020-12-28,"Mitchell",4545,1011,792,27,27,0,192,0.222442244224422
"Monona",2020-12-28,"Monona",3043,538,438,15,14,1,85,0.176799211304634
"Monroe",2020-12-28,"Monroe",2554,618,434,16,15,1,168,0.241973375097886
"Montgomery",2020-12-28,"Montgomery",3431,716,465,15,14,1,236,0.208685514427281
"Muscatine",2020-12-28,"Muscatine",17265,3489,2916,73,66,7,500,0.202085143353606
"O'Brien",2020-12-28,"O'Brien",5516,1574,1325,50,46,4,199,0.28535170413343
"Osceola",2020-12-28,"Osceola",2010,607,531,7,6,1,69,0.301990049751244
"Page",2020-12-28,"Page",5012,1338,1206,13,13,0,119,0.266959297685555
"Palo Alto",2020-12-28,"Palo Alto",3678,790,657,8,8,0,125,0.21479064709081
"Pending Investigation",2020-12-28,"Pending Investigation",9674,626,394,0,0,0,232,0.0647095307008476
"Plymouth",2020-12-28,"Plymouth",11187,3310,2774,51,45,6,485,0.295879145436668
"Pocahontas",2020-12-28,"Pocahontas",2953,683,570,11,11,0,102,0.231290213342364
"Polk",2020-12-28,"Polk",217797,40546,33683,406,370,36,6457,0.186164180406525
"Pottawattamie",2020-12-28,"Pottawattamie",39154,8084,6502,90,82,8,1492,0.206466772232722
"Poweshiek",2020-12-28,"Poweshiek",6802,1175,989,24,22,2,162,0.172743310790944
"Ringgold",2020-12-28,"Ringgold",1925,352,229,7,6,1,116,0.182857142857143
"Sac",2020-12-28,"Sac",4410,1022,857,14,14,0,151,0.231746031746032
"Scott",2020-12-28,"Scott",69414,13822,11333,147,139,8,2342,0.199124096003688
"Shelby",2020-12-28,"Shelby",4225,924,765,23,23,0,136,0.218698224852071
"Sioux",2020-12-28,"Sioux",13159,4278,3759,41,40,1,478,0.32510069154191
"Story",2020-12-28,"Story",45382,7870,6880,29,25,4,961,0.173416773169979
"Tama",2020-12-28,"Tama",6890,1739,1503,55,53,2,181,0.252394775036284
"Taylor",2020-12-28,"Taylor",2102,530,465,8,7,1,57,0.252140818268316
"Union",2020-12-28,"Union",5484,1004,768,16,16,0,220,0.183078045222465
"Van Buren",2020-12-28,"Van Buren",2185,448,379,11,10,1,58,0.205034324942792
"Wapello",2020-12-28,"Wapello",13499,3064,2497,90,88,2,477,0.226979776279724
"Warren",2020-12-28,"Warren",22018,3663,2844,33,31,2,786,0.166363884094831
"Washington",2020-12-28,"Washington",9516,1824,1444,27,26,1,353,0.191677175283733
"Wayne",2020-12-28,"Wayne",1790,364,297,21,17,4,46,0.203351955307263
"Webster",2020-12-28,"Webster",18383,4344,3603,61,55,6,680,0.236305282054072
"Winnebago",2020-12-28,"Winnebago",4971,1090,916,28,23,5,146,0.219271776302555
"Winneshiek",2020-12-28,"Winneshiek",7885,1347,972,17,15,2,358,0.170830691185796
"Woodbury",2020-12-28,"Woodbury",49376,12088,10423,163,151,12,1502,0.244815294880104
"Worth",2020-12-28,"Worth",2950,504,374,2,2,0,128,0.170847457627119
"Wright",2020-12-28,"Wright",6753,1502,1256,16,14,2,230,0.222419665333926
"Total",2020-12-28,"Totals",1342809,275471,229624,3744,3438,306,42103,0.205145333401846
