"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-06-20,"Adair",12808,993,841,32,22,10,3840,873,0,2021-06-20
"Adams",2021-06-20,"Adams",6205,354,339,4,4,0,1693,344,1,2021-06-20
"Allamakee",2021-06-20,"Allamakee",22807,1588,1469,52,42,10,6614,1529,8,2021-06-20
"Appanoose",2021-06-20,"Appanoose",19263,1468,1236,49,44,5,6459,1290,5,2021-06-20
"Audubon",2021-06-20,"Audubon",13806,553,505,11,10,1,2885,533,17,2021-06-20
"Benton",2021-06-20,"Benton",40126,2765,2516,55,44,11,13721,2599,28,2021-06-20
"Black Hawk",2021-06-20,"Black Hawk",228300,17656,15590,312,288,24,74918,16139,237,2021-06-20
"Boone",2021-06-20,"Boone",46741,2872,2641,34,31,3,14790,2685,10,2021-06-20
"Bremer",2021-06-20,"Bremer",42335,3017,2800,61,51,10,13080,2884,23,2021-06-20
"Buchanan",2021-06-20,"Buchanan",33672,2053,1885,33,27,6,10114,1938,20,2021-06-20
"Buena Vista",2021-06-20,"Buena Vista",47175,4971,4219,40,36,4,15522,4270,11,2021-06-20
"Butler",2021-06-20,"Butler",31179,1757,1618,35,31,4,7503,1663,10,2021-06-20
"Calhoun",2021-06-20,"Calhoun",19731,1442,1376,13,12,1,5622,1389,0,2021-06-20
"Carroll",2021-06-20,"Carroll",39069,3085,2818,52,43,9,11970,2872,2,2021-06-20
"Cass",2021-06-20,"Cass",21808,1477,1341,55,49,6,6731,1392,-4,2021-06-20
"Cedar",2021-06-20,"Cedar",33703,2017,1884,23,21,2,9789,1923,16,2021-06-20
"Cerro Gordo",2021-06-20,"Cerro Gordo",83604,5981,5376,93,78,15,26939,5540,71,2021-06-20
"Cherokee",2021-06-20,"Cherokee",22262,1696,1551,38,30,8,6315,1593,4,2021-06-20
"Chickasaw",2021-06-20,"Chickasaw",18766,1318,1233,17,14,3,5830,1247,-3,2021-06-20
"Clarke",2021-06-20,"Clarke",14372,1070,980,24,22,2,5233,1009,5,2021-06-20
"Clay",2021-06-20,"Clay",32764,2279,2134,27,22,5,8965,2167,6,2021-06-20
"Clayton",2021-06-20,"Clayton",27225,1799,1656,57,48,9,7695,1710,-3,2021-06-20
"Clinton",2021-06-20,"Clinton",69424,6096,5502,93,79,14,24970,5615,20,2021-06-20
"Crawford",2021-06-20,"Crawford",29892,2929,2642,40,35,5,9270,2681,-1,2021-06-20
"Dallas",2021-06-20,"Dallas",136456,12635,11131,99,85,14,57968,11287,57,2021-06-20
"Davis",2021-06-20,"Davis",12013,925,815,25,23,2,3772,852,12,2021-06-20
"Decatur",2021-06-20,"Decatur",10990,632,607,9,9,0,3777,616,0,2021-06-20
"Delaware",2021-06-20,"Delaware",31220,2157,2062,43,38,5,8612,2111,6,2021-06-20
"Des Moines",2021-06-20,"Des Moines",61570,5046,4571,72,60,12,22777,4674,31,2021-06-20
"Dickinson",2021-06-20,"Dickinson",29136,2686,2447,44,38,6,11066,2493,2,2021-06-20
"Dubuque",2021-06-20,"Dubuque",205240,14823,13212,211,195,16,60748,13510,87,2021-06-20
"Emmet",2021-06-20,"Emmet",18147,1438,1300,41,39,2,5519,1358,17,2021-06-20
"Fayette",2021-06-20,"Fayette",38450,1950,1816,43,38,5,9899,1866,7,2021-06-20
"Floyd",2021-06-20,"Floyd",27503,1815,1577,42,32,10,8300,1634,15,2021-06-20
"Franklin",2021-06-20,"Franklin",21643,1345,1193,23,21,2,5853,1235,19,2021-06-20
"Fremont",2021-06-20,"Fremont",8033,662,620,9,7,2,2843,626,-3,2021-06-20
"Greene",2021-06-20,"Greene",15763,829,768,11,10,1,4383,780,1,2021-06-20
"Grundy",2021-06-20,"Grundy",20287,1452,1337,33,27,6,6114,1373,3,2021-06-20
"Guthrie",2021-06-20,"Guthrie",20035,1317,1197,32,26,6,6150,1233,4,2021-06-20
"Hamilton",2021-06-20,"Hamilton",24625,2008,1760,51,46,5,8065,1819,8,2021-06-20
"Hancock",2021-06-20,"Hancock",23319,1603,1462,34,27,7,6526,1503,7,2021-06-20
"Hardin",2021-06-20,"Hardin",37715,2008,1826,44,34,10,9098,1874,4,2021-06-20
"Harrison",2021-06-20,"Harrison",22448,1936,1725,73,69,4,6795,1800,2,2021-06-20
"Henry",2021-06-20,"Henry",38877,3101,2899,37,36,1,11721,2947,11,2021-06-20
"Howard",2021-06-20,"Howard",17846,1099,1023,22,18,4,4884,1049,4,2021-06-20
"Humboldt",2021-06-20,"Humboldt",16213,1245,1170,26,23,3,4972,1196,0,2021-06-20
"Ida",2021-06-20,"Ida",13213,1028,868,35,32,3,3544,915,12,2021-06-20
"Iowa",2021-06-20,"Iowa",31557,1561,1475,24,22,2,8683,1498,-1,2021-06-20
"Jackson",2021-06-20,"Jackson",27936,2389,2201,42,39,3,9836,2252,9,2021-06-20
"Jasper",2021-06-20,"Jasper",55436,4562,4131,72,67,5,19618,4211,8,2021-06-20
"Jefferson",2021-06-20,"Jefferson",22502,1457,1301,35,29,6,8401,1335,-1,2021-06-20
"Johnson",2021-06-20,"Johnson",226631,15503,14451,85,77,8,86800,14619,83,2021-06-20
"Jones",2021-06-20,"Jones",28529,3137,2943,57,51,6,10734,3009,9,2021-06-20
"Keokuk",2021-06-20,"Keokuk",16611,1036,932,32,31,1,4550,967,3,2021-06-20
"Kossuth",2021-06-20,"Kossuth",27951,2283,2102,66,57,9,8427,2161,-7,2021-06-20
"Lee",2021-06-20,"Lee",58204,4070,3741,56,43,13,17036,3823,26,2021-06-20
"Linn",2021-06-20,"Linn",314127,22628,20666,339,303,36,126362,21223,218,2021-06-20
"Louisa",2021-06-20,"Louisa",18673,1363,1244,49,42,7,5779,1297,4,2021-06-20
"Lucas",2021-06-20,"Lucas",10145,807,756,23,18,5,4139,779,0,2021-06-20
"Lyon",2021-06-20,"Lyon",17517,1595,1547,41,37,4,5033,1588,0,2021-06-20
"Madison",2021-06-20,"Madison",22505,1789,1623,19,15,4,8402,1646,4,2021-06-20
"Mahaska",2021-06-20,"Mahaska",33509,2435,2258,51,46,5,11209,2326,17,2021-06-20
"Marion",2021-06-20,"Marion",45327,3868,3580,76,65,11,17241,3660,4,2021-06-20
"Marshall",2021-06-20,"Marshall",86873,5241,4782,76,68,8,22888,4866,8,2021-06-20
"Mills",2021-06-20,"Mills",22346,1807,1609,24,21,3,8002,1637,4,2021-06-20
"Mitchell",2021-06-20,"Mitchell",19216,1377,1232,43,40,3,5759,1266,-9,2021-06-20
"Monona",2021-06-20,"Monona",18927,889,801,31,29,2,3985,829,-3,2021-06-20
"Monroe",2021-06-20,"Monroe",10393,1010,927,31,23,8,3771,964,6,2021-06-20
"Montgomery",2021-06-20,"Montgomery",15060,1116,998,38,36,2,4512,1036,0,2021-06-20
"Muscatine",2021-06-20,"Muscatine",60387,5223,4746,106,97,9,23116,4883,31,2021-06-20
"O'Brien",2021-06-20,"O'Brien",27540,2152,1937,61,56,5,7000,1997,-1,2021-06-20
"Osceola",2021-06-20,"Osceola",9751,817,774,16,13,3,2689,789,-1,2021-06-20
"Page",2021-06-20,"Page",22798,2012,1914,22,20,2,6659,1945,9,2021-06-20
"Palo Alto",2021-06-20,"Palo Alto",20002,1196,1110,23,22,1,4751,1136,3,2021-06-20
"Pending Investigation",2021-06-20,"Pending Investigation",8116,979,944,0,0,0,4341,955,11,2021-06-20
"Plymouth",2021-06-20,"Plymouth",40579,4338,3940,81,73,8,13955,4029,8,2021-06-20
"Pocahontas",2021-06-20,"Pocahontas",14401,902,840,22,22,0,3633,858,-4,2021-06-20
"Polk",2021-06-20,"Polk",746549,65660,57321,640,562,78,296836,58259,298,2021-06-20
"Pottawattamie",2021-06-20,"Pottawattamie",126868,12360,11016,174,151,23,50294,11225,35,2021-06-20
"Poweshiek",2021-06-20,"Poweshiek",47968,1649,1530,36,33,3,9435,1570,4,2021-06-20
"Ringgold",2021-06-20,"Ringgold",10629,583,540,24,18,6,2531,564,0,2021-06-20
"Sac",2021-06-20,"Sac",21898,1394,1290,20,19,1,5670,1309,-1,2021-06-20
"Scott",2021-06-20,"Scott",232339,21745,19958,248,224,24,94269,20307,101,2021-06-20
"Shelby",2021-06-20,"Shelby",18266,1379,1279,37,33,4,5823,1316,0,2021-06-20
"Sioux",2021-06-20,"Sioux",48407,5356,5085,74,71,3,17008,5173,14,2021-06-20
"Story",2021-06-20,"Story",170508,11479,10615,48,42,6,59228,10715,52,2021-06-20
"Tama",2021-06-20,"Tama",34600,2250,2034,71,67,4,8943,2119,14,2021-06-20
"Taylor",2021-06-20,"Taylor",9470,690,652,12,10,2,2679,668,4,2021-06-20
"Union",2021-06-20,"Union",18491,1382,1257,35,27,8,6991,1300,8,2021-06-20
"Van Buren",2021-06-20,"Van Buren",9141,589,544,18,15,3,2949,563,1,2021-06-20
"Wapello",2021-06-20,"Wapello",50521,4710,4194,122,118,4,19775,4338,22,2021-06-20
"Warren",2021-06-20,"Warren",83368,6346,5714,91,81,10,30055,5838,33,2021-06-20
"Washington",2021-06-20,"Washington",44514,2746,2507,51,47,4,12705,2569,11,2021-06-20
"Wayne",2021-06-20,"Wayne",7775,584,520,23,18,5,2689,544,1,2021-06-20
"Webster",2021-06-20,"Webster",72947,5447,5041,94,79,15,22304,5156,21,2021-06-20
"Winnebago",2021-06-20,"Winnebago",19060,1559,1398,31,26,5,6772,1445,16,2021-06-20
"Winneshiek",2021-06-20,"Winneshiek",42227,2068,1936,35,30,5,10993,1986,15,2021-06-20
"Woodbury",2021-06-20,"Woodbury",155775,16551,14978,230,211,19,63663,15239,31,2021-06-20
"Worth",2021-06-20,"Worth",14372,804,748,8,7,1,4141,761,5,2021-06-20
"Wright",2021-06-20,"Wright",21817,1931,1818,40,33,7,8243,1859,1,2021-06-20
"Total",2021-06-20,"Totals",5148838,403780,365018,6112,5400,712,1785161,373043,1913,2021-06-20
