"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",3894,890,848,32,10,0.228556753980483,2021-07-17
"2","Adams",1715,346,333,4,9,0.201749271137026,2021-07-17
"3","Allamakee",6747,1551,1490,52,9,0.229879946642952,2021-07-17
"4","Appanoose",6537,1276,1227,49,0,0.19519657335169,2021-07-17
"5","Audubon",2916,529,514,12,3,0.181412894375857,2021-07-17
"6","Benton",13960,2622,2544,55,23,0.187822349570201,2021-07-17
"7","Black Hawk",76336,16581,15864,316,401,0.217210752462796,2021-07-17
"8","Boone",14948,2700,2655,34,11,0.180626170725181,2021-07-17
"9","Bremer",13249,2920,2831,62,27,0.220393991999396,2021-07-17
"10","Buchanan",10257,1956,1909,34,13,0.190699034805499,2021-07-17
"11","Buena Vista",15721,4303,4245,40,18,0.273710323770752,2021-07-17
"12","Butler",7591,1673,1624,35,14,0.22039257014886,2021-07-17
"13","Calhoun",5712,1425,1377,13,35,0.249474789915966,2021-07-17
"14","Carroll",12066,2859,2804,52,3,0.236946792640477,2021-07-17
"15","Cass",6783,1401,1337,55,9,0.206545776205219,2021-07-17
"16","Cedar",9909,1926,1900,23,3,0.194368755676658,2021-07-17
"17","Cerro Gordo",27411,5611,5468,97,46,0.20469884352997,2021-07-17
"18","Cherokee",6417,1613,1563,38,12,0.251363565529063,2021-07-17
"19","Chickasaw",5922,1252,1236,17,-1,0.211415062478892,2021-07-17
"20","Clarke",5304,1023,990,24,9,0.192873303167421,2021-07-17
"21","Clay",9047,2172,2142,27,3,0.240079584392616,2021-07-17
"22","Clayton",7843,1723,1666,57,0,0.219686344511029,2021-07-17
"23","Clinton",25335,5636,5535,93,8,0.222459048746793,2021-07-17
"24","Crawford",9369,2705,2647,41,17,0.288718112925606,2021-07-17
"25","Dallas",58892,11402,11252,99,51,0.193608639543571,2021-07-17
"26","Davis",3833,861,833,25,3,0.224628228541612,2021-07-17
"27","Decatur",3860,654,629,9,16,0.169430051813472,2021-07-17
"28","Delaware",8729,2113,2064,43,6,0.242066674304044,2021-07-17
"29","Des Moines",23116,4756,4620,74,62,0.205744938570687,2021-07-17
"30","Dickinson",11160,2505,2459,45,1,0.224462365591398,2021-07-17
"31","Dubuque",61481,13579,13314,213,52,0.220864982677575,2021-07-17
"32","Emmet",5578,1367,1321,41,5,0.245069917533166,2021-07-17
"33","Fayette",10075,1879,1822,43,14,0.186501240694789,2021-07-17
"34","Floyd",8463,1646,1599,42,5,0.194493678364646,2021-07-17
"35","Franklin",5971,1271,1220,23,28,0.212862167141182,2021-07-17
"36","Fremont",2882,648,638,10,0,0.224843858431645,2021-07-17
"37","Greene",4446,790,775,11,4,0.177687809266757,2021-07-17
"38","Grundy",6200,1392,1350,33,9,0.224516129032258,2021-07-17
"39","Guthrie",6285,1243,1210,32,1,0.197772474144789,2021-07-17
"40","Hamilton",8194,1850,1780,51,19,0.225774957285819,2021-07-17
"41","Hancock",6631,1528,1469,34,25,0.230432815563263,2021-07-17
"42","Hardin",9231,1901,1842,44,15,0.20593651825371,2021-07-17
"43","Harrison",6868,1815,1737,73,5,0.26426907396622,2021-07-17
"44","Henry",11909,3007,2955,37,15,0.252498110672601,2021-07-17
"45","Howard",4981,1053,1029,22,2,0.211403332664124,2021-07-17
"46","Humboldt",5089,1233,1183,26,24,0.242287286303792,2021-07-17
"47","Ida",3603,923,880,35,8,0.256175409381071,2021-07-17
"48","Iowa",8767,1479,1456,24,-1,0.168700809855139,2021-07-17
"49","Jackson",9957,2256,2217,42,-3,0.22657426935824,2021-07-17
"50","Jasper",20142,4513,4426,73,14,0.224059179823255,2021-07-17
"51","Jefferson",8716,1344,1310,35,-1,0.154199173932997,2021-07-17
"52","Johnson",88481,14699,14538,86,75,0.16612606096224,2021-07-17
"53","Jones",10858,3010,2952,57,1,0.277214956713944,2021-07-17
"54","Keokuk",4657,998,952,32,14,0.214301052179515,2021-07-17
"55","Kossuth",8550,2177,2110,66,1,0.254619883040936,2021-07-17
"56","Lee",17422,3887,3780,58,49,0.223108713121341,2021-07-17
"57","Linn",128301,21407,20932,342,133,0.166849829697352,2021-07-17
"58","Louisa",5852,1302,1253,49,0,0.222488038277512,2021-07-17
"59","Lucas",4205,773,750,23,0,0.183828775267539,2021-07-17
"60","Lyon",5120,1608,1558,41,9,0.3140625,2021-07-17
"61","Madison",8555,1673,1644,19,10,0.195558153126826,2021-07-17
"62","Mahaska",11331,2316,2238,51,27,0.204395022504633,2021-07-17
"63","Marion",17507,3674,3586,77,11,0.209858913577426,2021-07-17
"64","Marshall",23186,4913,4800,77,36,0.211895109117571,2021-07-17
"65","Mills",8074,1637,1608,24,5,0.202749566509784,2021-07-17
"66","Mitchell",5851,1272,1230,43,-1,0.21739873525893,2021-07-17
"67","Monona",4037,857,817,31,9,0.212286351250929,2021-07-17
"68","Monroe",3857,988,944,33,11,0.25615763546798,2021-07-17
"69","Montgomery",4573,1061,1014,38,9,0.232013995189154,2021-07-17
"70","Muscatine",23472,4906,4787,106,13,0.209014996591684,2021-07-17
"71","O'Brien",7067,2008,1950,61,-3,0.284137540682043,2021-07-17
"72","Osceola",2713,790,776,17,-3,0.291190563951345,2021-07-17
"73","Page",6719,1953,1929,22,2,0.290668254204495,2021-07-17
"74","Palo Alto",4816,1147,1117,24,6,0.238164451827243,2021-07-17
"75","Pending Investigation",3370,9,4,0,5,0.00267062314540059,2021-07-17
"76","Plymouth",14090,4048,3954,82,12,0.287295954577715,2021-07-17
"77","Pocahontas",3682,867,844,22,1,0.235469853340576,2021-07-17
"78","Polk",301341,58759,57840,644,275,0.194991720343398,2021-07-17
"79","Pottawattamie",50861,11276,11059,177,40,0.221702286624329,2021-07-17
"80","Poweshiek",9579,1588,1554,36,-2,0.165779308904896,2021-07-17
"81","Ringgold",2565,564,537,24,3,0.219883040935673,2021-07-17
"82","Sac",5752,1325,1307,20,-2,0.230354659248957,2021-07-17
"83","Scott",95790,20389,20078,250,61,0.212851028291053,2021-07-17
"84","Shelby",5883,1316,1270,38,8,0.223695393506714,2021-07-17
"85","Sioux",17192,5189,5107,74,8,0.301826430898092,2021-07-17
"86","Story",59873,10794,10701,48,45,0.180281596044962,2021-07-17
"87","Tama",9061,2130,2051,72,7,0.235073391457896,2021-07-17
"88","Taylor",2713,669,659,12,-2,0.246590490232215,2021-07-17
"89","Union",7077,1295,1261,35,-1,0.182987141444115,2021-07-17
"90","Van Buren",3001,567,550,18,-1,0.188937020993002,2021-07-17
