"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"91","Wapello",20071,4362,4220,123,19,0.217328483882218,2021-07-17
"92","Warren",30500,5912,5784,92,36,0.193836065573771,2021-07-17
"93","Washington",12915,2597,2544,51,2,0.201084010840108,2021-07-17
"94","Wayne",2758,561,528,23,10,0.203408266860044,2021-07-17
"95","Webster",22667,5324,5056,95,173,0.234878898839723,2021-07-17
"96","Winnebago",6869,1455,1417,31,7,0.211821225797059,2021-07-17
"97","Winneshiek",11169,2005,1945,35,25,0.179514728265736,2021-07-17
"98","Woodbury",64408,15284,15003,230,51,0.237299714321202,2021-07-17
"99","Worth",4204,756,747,8,1,0.179828734538535,2021-07-17
"100","Wright",8326,1882,1821,40,21,0.226038914244535,2021-07-17
"101","Totals",1810969,375680,367245,6158,2277,0.207446952432648,2021-07-16
