"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-04-24,"Adair",12218,970,806,32,22,10,3659,849,11,2021-04-24
"Adams",2021-04-24,"Adams",5553,342,315,4,4,0,1604,331,12,2021-04-24
"Allamakee",2021-04-24,"Allamakee",20890,1546,1436,51,41,10,6269,1495,8,2021-04-24
"Appanoose",2021-04-24,"Appanoose",17538,1443,1201,47,43,4,6102,1268,20,2021-04-24
"Audubon",2021-04-24,"Audubon",12121,514,472,9,8,1,2686,496,15,2021-04-24
"Benton",2021-04-24,"Benton",36847,2674,2419,55,44,11,12996,2518,44,2021-04-24
"Black Hawk",2021-04-24,"Black Hawk",211556,17076,14959,306,283,23,71310,15629,364,2021-04-24
"Boone",2021-04-24,"Boone",44056,2785,2479,33,31,2,14092,2600,88,2021-04-24
"Bremer",2021-04-24,"Bremer",39070,2939,2696,60,51,9,12477,2802,46,2021-04-24
"Buchanan",2021-04-24,"Buchanan",30758,1998,1798,31,26,5,9622,1892,63,2021-04-24
"Buena Vista",2021-04-24,"Buena Vista",44723,4881,4137,40,36,4,14927,4227,50,2021-04-24
"Butler",2021-04-24,"Butler",29313,1719,1573,34,30,4,7140,1627,20,2021-04-24
"Calhoun",2021-04-24,"Calhoun",18183,1384,1311,12,12,0,5361,1335,12,2021-04-24
"Carroll",2021-04-24,"Carroll",36092,3024,2702,52,43,9,11518,2812,58,2021-04-24
"Cass",2021-04-24,"Cass",20567,1443,1277,54,48,6,6437,1356,25,2021-04-24
"Cedar",2021-04-24,"Cedar",30710,1946,1752,23,21,2,9305,1856,81,2021-04-24
"Cerro Gordo",2021-04-24,"Cerro Gordo",75626,5674,5005,87,73,14,25318,5262,170,2021-04-24
"Cherokee",2021-04-24,"Cherokee",20741,1679,1498,38,30,8,6101,1577,41,2021-04-24
"Chickasaw",2021-04-24,"Chickasaw",17282,1294,1202,15,13,2,5511,1228,11,2021-04-24
"Clarke",2021-04-24,"Clarke",13311,1045,952,24,22,2,4931,985,9,2021-04-24
"Clay",2021-04-24,"Clay",30218,2238,1969,25,20,5,8564,2128,134,2021-04-24
"Clayton",2021-04-24,"Clayton",24769,1761,1573,55,46,9,7244,1673,45,2021-04-24
"Clinton",2021-04-24,"Clinton",62318,5890,5085,91,79,12,23234,5423,247,2021-04-24
"Crawford",2021-04-24,"Crawford",27343,2867,2555,40,35,5,8928,2629,34,2021-04-24
"Dallas",2021-04-24,"Dallas",126549,12290,10550,96,84,12,55089,10971,325,2021-04-24
"Davis",2021-04-24,"Davis",10849,870,763,24,23,1,3515,801,14,2021-04-24
"Decatur",2021-04-24,"Decatur",10333,606,576,9,9,0,3589,592,7,2021-04-24
"Delaware",2021-04-24,"Delaware",28176,2095,1890,39,35,4,8225,2051,122,2021-04-24
"Des Moines",2021-04-24,"Des Moines",55402,4804,4292,65,54,11,21442,4449,92,2021-04-24
"Dickinson",2021-04-24,"Dickinson",26577,2633,2207,43,37,6,10647,2446,196,2021-04-24
"Dubuque",2021-04-24,"Dubuque",187729,14483,12456,204,189,15,57998,13223,563,2021-04-24
"Emmet",2021-04-24,"Emmet",16915,1386,1178,40,38,2,5238,1305,87,2021-04-24
"Fayette",2021-04-24,"Fayette",35793,1917,1780,41,36,5,9460,1837,16,2021-04-24
"Floyd",2021-04-24,"Floyd",25202,1744,1479,42,32,10,7818,1568,47,2021-04-24
"Franklin",2021-04-24,"Franklin",19285,1235,1087,21,19,2,5362,1134,26,2021-04-24
"Fremont",2021-04-24,"Fremont",7269,650,579,9,7,2,2703,616,28,2021-04-24
"Greene",2021-04-24,"Greene",14795,817,745,10,10,0,4190,769,14,2021-04-24
"Grundy",2021-04-24,"Grundy",19171,1434,1305,32,27,5,5866,1356,19,2021-04-24
"Guthrie",2021-04-24,"Guthrie",18416,1271,1122,29,24,5,5799,1187,36,2021-04-24
"Hamilton",2021-04-24,"Hamilton",23183,1973,1715,49,45,4,7664,1786,22,2021-04-24
"Hancock",2021-04-24,"Hancock",21205,1543,1370,34,27,7,6105,1442,38,2021-04-24
