"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-01-18,"Adair",3108,686,542,20,16,4,124,0.220720720720721
"Adams",2021-01-18,"Adams",1354,295,236,3,3,0,56,0.217872968980798
"Allamakee",2021-01-18,"Allamakee",5138,1269,1086,27,23,4,156,0.246983261969638
"Appanoose",2021-01-18,"Appanoose",5124,1098,906,38,38,0,154,0.214285714285714
"Audubon",2021-01-18,"Audubon",2165,411,355,8,8,0,48,0.189838337182448
"Benton",2021-01-18,"Benton",10745,2088,1905,44,40,4,139,0.194322940902745
"Black Hawk",2021-01-18,"Black Hawk",59921,13660,12218,236,223,13,1206,0.227966822983595
"Boone",2021-01-18,"Boone",11670,2166,1742,17,15,2,407,0.18560411311054
"Bremer",2021-01-18,"Bremer",9984,2422,2195,48,44,4,179,0.242588141025641
"Buchanan",2021-01-18,"Buchanan",8012,1588,1380,23,21,2,185,0.198202695956066
"Buena Vista",2021-01-18,"Buena Vista",13307,3918,3543,29,26,3,346,0.294431502216878
"Butler",2021-01-18,"Butler",5958,1468,1189,24,21,3,255,0.246391406512252
"Calhoun",2021-01-18,"Calhoun",4692,1220,1153,9,9,0,58,0.26001705029838
"Carroll",2021-01-18,"Carroll",10002,2535,2245,34,28,6,256,0.253449310137972
"Cass",2021-01-18,"Cass",5387,1126,955,41,39,2,130,0.209021718953035
"Cedar",2021-01-18,"Cedar",7728,1518,1300,19,18,1,199,0.196428571428571
"Cerro Gordo",2021-01-18,"Cerro Gordo",20804,4640,4144,68,57,11,428,0.223034031916939
"Cherokee",2021-01-18,"Cherokee",5221,1383,1151,27,23,4,205,0.264891783183298
"Chickasaw",2021-01-18,"Chickasaw",4570,1107,993,12,11,1,102,0.242231947483589
"Clarke",2021-01-18,"Clarke",4038,784,604,7,7,0,173,0.194155522535909
"Clay",2021-01-18,"Clay",7179,1660,1482,19,15,4,159,0.231229976319822
"Clayton",2021-01-18,"Clayton",5987,1510,1294,48,41,7,168,0.252213128444964
"Clinton",2021-01-18,"Clinton",18843,4490,3924,61,55,6,505,0.238284774186701
"Crawford",2021-01-18,"Crawford",7701,2284,2007,22,19,3,255,0.296584859109207
"Dallas",2021-01-18,"Dallas",45784,8822,7489,71,60,11,1262,0.192687401712389
"Davis",2021-01-18,"Davis",2758,690,598,21,20,1,71,0.250181290790428
"Decatur",2021-01-18,"Decatur",2913,480,393,4,4,0,83,0.164778578784758
"Delaware",2021-01-18,"Delaware",6843,1728,1563,36,32,4,129,0.252520824199912
"Des Moines",2021-01-18,"Des Moines",18151,3809,3349,41,37,4,419,0.209850696931299
"Dickinson",2021-01-18,"Dickinson",9011,1843,1638,26,24,2,179,0.204527799356342
"Dubuque",2021-01-18,"Dubuque",49988,11325,10153,150,141,9,1022,0.226554373049532
"Emmet",2021-01-18,"Emmet",4386,1104,922,31,30,1,151,0.251709986320109
"Fayette",2021-01-18,"Fayette",7801,1601,1241,22,20,2,338,0.205230098705294
"Floyd",2021-01-18,"Floyd",6629,1382,1216,36,28,8,130,0.208477900135767
"Franklin",2021-01-18,"Franklin",4421,1017,832,18,17,1,167,0.230038452838724
"Fremont",2021-01-18,"Fremont",2314,504,444,6,4,2,54,0.217804667242869
"Greene",2021-01-18,"Greene",3619,688,618,7,7,0,63,0.19010776457585
"Grundy",2021-01-18,"Grundy",4914,1202,1012,26,21,5,164,0.244607244607245
"Guthrie",2021-01-18,"Guthrie",4861,1028,875,24,19,5,129,0.211479119522732
"Hamilton",2021-01-18,"Hamilton",6443,1581,1381,29,28,1,171,0.245382585751979
"Hancock",2021-01-18,"Hancock",5083,1295,1098,24,19,5,173,0.254770804642927
"Hardin",2021-01-18,"Hardin",7138,1542,1393,29,26,3,120,0.216026898290838
"Harrison",2021-01-18,"Harrison",5650,1547,1322,62,58,4,163,0.273805309734513
"Henry",2021-01-18,"Henry",9547,2633,2382,30,30,0,221,0.275793442966377
"Howard",2021-01-18,"Howard",3752,830,648,19,15,4,163,0.221215351812367
"Humboldt",2021-01-18,"Humboldt",4115,1042,905,19,16,3,118,0.25321992709599
"Ida",2021-01-18,"Ida",2772,740,661,30,29,1,49,0.266955266955267
"Iowa",2021-01-18,"Iowa",6957,1239,1090,22,21,1,127,0.178094006037085
"Jackson",2021-01-18,"Jackson",7700,1911,1705,31,30,1,175,0.248181818181818
"Jasper",2021-01-18,"Jasper",15272,3205,2662,58,56,2,485,0.209861183865898
"Jefferson",2021-01-18,"Jefferson",6491,1195,919,24,21,3,252,0.184101063010322
"Johnson",2021-01-18,"Johnson",68399,12051,10560,49,45,4,1442,0.176186786356526
"Jones",2021-01-18,"Jones",8569,2703,2526,49,48,1,128,0.315439374489439
"Keokuk",2021-01-18,"Keokuk",3507,843,752,25,25,0,66,0.240376390076989
"Kossuth",2021-01-18,"Kossuth",6670,1716,1489,43,40,3,184,0.257271364317841
"Lee",2021-01-18,"Lee",13644,3149,2705,30,25,5,414,0.230797420111404
"Linn",2021-01-18,"Linn",99848,17698,15856,274,251,23,1568,0.177249419117058
"Louisa",2021-01-18,"Louisa",4700,1143,988,30,25,5,125,0.243191489361702
"Lucas",2021-01-18,"Lucas",3233,648,475,8,8,0,165,0.200433034333436
"Lyon",2021-01-18,"Lyon",3982,1340,1180,32,29,3,128,0.336514314414867
"Madison",2021-01-18,"Madison",6399,1188,886,9,8,1,293,0.185654008438819
"Mahaska",2021-01-18,"Mahaska",8934,1907,1556,36,33,3,315,0.213454219834341
"Marion",2021-01-18,"Marion",13179,3021,2501,52,45,7,468,0.229228317778284
"Marshall",2021-01-18,"Marshall",17771,4257,3910,61,56,5,286,0.239547577513927
"Mills",2021-01-18,"Mills",6838,1360,1226,16,15,1,118,0.198888563907575
"Mitchell",2021-01-18,"Mitchell",4859,1160,951,34,34,0,175,0.23873224943404
"Monona",2021-01-18,"Monona",3234,637,522,16,15,1,99,0.196969696969697
"Monroe",2021-01-18,"Monroe",2882,808,561,18,16,2,229,0.280360860513532
"Montgomery",2021-01-18,"Montgomery",3719,840,665,22,21,1,153,0.225867168593708
"Muscatine",2021-01-18,"Muscatine",18434,3868,3367,77,70,7,424,0.209829662580015
"O'Brien",2021-01-18,"O'Brien",5804,1687,1507,54,50,4,126,0.29066161268091
"Osceola",2021-01-18,"Osceola",2119,634,597,9,7,2,28,0.299197734780557
"Page",2021-01-18,"Page",5268,1437,1319,15,14,1,103,0.272779043280182
"Palo Alto",2021-01-18,"Palo Alto",3878,902,779,9,9,0,114,0.232594120680763
"Pending Investigation",2021-01-18,"Pending Investigation",8456,919,479,0,0,0,440,0.108680227057711
"Plymouth",2021-01-18,"Plymouth",11694,3489,3211,68,62,6,210,0.298358132375577
"Pocahontas",2021-01-18,"Pocahontas",3090,772,664,11,11,0,97,0.249838187702265
"Polk",2021-01-18,"Polk",231917,45413,39284,448,405,43,5681,0.195815744425808
"Pottawattamie",2021-01-18,"Pottawattamie",41357,8942,7803,112,99,13,1027,0.216214909205213
"Poweshiek",2021-01-18,"Poweshiek",7247,1324,1132,24,22,2,168,0.182696288119222
"Ringgold",2021-01-18,"Ringgold",2031,427,336,9,8,1,82,0.210241260462826
"Sac",2021-01-18,"Sac",4636,1107,999,15,15,0,93,0.238783433994823
"Scott",2021-01-18,"Scott",73812,15389,13477,163,153,10,1749,0.208489134558066
"Shelby",2021-01-18,"Shelby",4511,1013,883,26,26,0,104,0.224562181334516
"Sioux",2021-01-18,"Sioux",13845,4538,4162,56,54,2,320,0.327771758757674
"Story",2021-01-18,"Story",48092,8641,7748,34,30,4,859,0.179676453464194
"Tama",2021-01-18,"Tama",7258,1858,1657,57,55,2,144,0.255993386607881
"Taylor",2021-01-18,"Taylor",2215,591,521,9,7,2,61,0.266817155756208
"Union",2021-01-18,"Union",5765,1081,966,22,21,1,93,0.187510841283608
"Van Buren",2021-01-18,"Van Buren",2306,494,433,12,11,1,49,0.214223764093669
"Wapello",2021-01-18,"Wapello",14509,3420,2907,98,96,2,415,0.235715762630092
"Warren",2021-01-18,"Warren",23495,4387,3517,38,36,2,832,0.186720578846563
"Washington",2021-01-18,"Washington",10137,2150,1737,31,30,1,382,0.212094307980665
"Wayne",2021-01-18,"Wayne",1914,414,345,21,17,4,48,0.216300940438871
"Webster",2021-01-18,"Webster",19189,4676,4230,71,63,8,375,0.243681275730887
"Winnebago",2021-01-18,"Winnebago",5233,1186,1054,29,24,5,103,0.226638639403784
"Winneshiek",2021-01-18,"Winneshiek",8454,1551,1287,19,17,2,245,0.183463449254791
"Woodbury",2021-01-18,"Woodbury",51766,12957,11744,175,162,13,1038,0.250299424332574
"Worth",2021-01-18,"Worth",3157,602,475,3,2,1,124,0.190687361419069
"Wright",2021-01-18,"Wright",7031,1630,1468,24,22,2,138,0.231830465083203
"Total",2021-01-18,"Totals",1422938,305277,266455,4323,3950,373,34499,0.214539916707545
