"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-03-22,"Adair",11413,952,772,31,22,9,3514,834,31,2021-03-22
"Adams",2021-03-22,"Adams",4959,328,315,4,4,0,1542,319,0,2021-03-22
"Allamakee",2021-03-22,"Allamakee",19406,1524,1342,48,38,10,6032,1474,84,2021-03-22
"Appanoose",2021-03-22,"Appanoose",16308,1412,1173,47,43,4,5844,1246,26,2021-03-22
"Audubon",2021-03-22,"Audubon",10903,494,454,9,8,1,2530,480,17,2021-03-22
"Benton",2021-03-22,"Benton",33782,2607,2274,54,44,10,12389,2451,123,2021-03-22
"Black Hawk",2021-03-22,"Black Hawk",195627,16525,14509,299,278,21,68210,15147,339,2021-03-22
"Boone",2021-03-22,"Boone",40506,2667,2369,30,28,2,13383,2486,87,2021-03-22
"Bremer",2021-03-22,"Bremer",35177,2875,2575,57,48,9,11909,2740,108,2021-03-22
"Buchanan",2021-03-22,"Buchanan",27738,1913,1708,30,26,4,9150,1818,80,2021-03-22
"Buena Vista",2021-03-22,"Buena Vista",41638,4797,4020,38,35,3,14439,4166,108,2021-03-22
"Butler",2021-03-22,"Butler",26974,1691,1537,32,28,4,6849,1605,36,2021-03-22
"Calhoun",2021-03-22,"Calhoun",16868,1365,1268,11,11,0,5169,1316,37,2021-03-22
"Carroll",2021-03-22,"Carroll",33067,2911,2599,49,42,7,11031,2711,63,2021-03-22
"Cass",2021-03-22,"Cass",19088,1390,1201,52,47,5,6156,1320,67,2021-03-22
"Cedar",2021-03-22,"Cedar",27760,1839,1645,23,21,2,8870,1761,93,2021-03-22
"Cerro Gordo",2021-03-22,"Cerro Gordo",70036,5426,4868,85,71,14,24129,5061,108,2021-03-22
"Cherokee",2021-03-22,"Cherokee",19020,1612,1398,37,29,8,5855,1513,78,2021-03-22
"Chickasaw",2021-03-22,"Chickasaw",15954,1274,1174,15,13,2,5274,1208,19,2021-03-22
"Clarke",2021-03-22,"Clarke",12294,1026,910,21,21,0,4743,966,35,2021-03-22
"Clay",2021-03-22,"Clay",26762,2038,1804,25,20,5,8063,1931,102,2021-03-22
"Clayton",2021-03-22,"Clayton",22554,1699,1546,55,46,9,6818,1617,16,2021-03-22
"Clinton",2021-03-22,"Clinton",56322,5549,4863,87,76,11,21793,5098,148,2021-03-22
"Crawford",2021-03-22,"Crawford",25264,2813,2453,36,31,5,8605,2583,94,2021-03-22
"Dallas",2021-03-22,"Dallas",116523,11747,9884,93,82,11,52430,10463,486,2021-03-22
"Davis",2021-03-22,"Davis",9970,849,727,24,23,1,3317,777,26,2021-03-22
"Decatur",2021-03-22,"Decatur",9443,591,549,9,9,0,3464,577,19,2021-03-22
"Delaware",2021-03-22,"Delaware",24614,1939,1806,39,35,4,7726,1899,54,2021-03-22
"Des Moines",2021-03-22,"Des Moines",51201,4654,4172,63,53,10,20569,4329,94,2021-03-22
"Dickinson",2021-03-22,"Dickinson",23632,2325,1960,41,35,6,10002,2162,161,2021-03-22
"Dubuque",2021-03-22,"Dubuque",170007,13756,12055,200,186,14,55300,12558,303,2021-03-22
"Emmet",2021-03-22,"Emmet",15020,1250,1096,40,38,2,4870,1183,47,2021-03-22
"Fayette",2021-03-22,"Fayette",31835,1883,1727,37,33,4,8965,1807,43,2021-03-22
"Floyd",2021-03-22,"Floyd",23088,1669,1422,41,31,10,7475,1508,45,2021-03-22
"Franklin",2021-03-22,"Franklin",18164,1202,1061,20,19,1,5101,1105,24,2021-03-22
"Fremont",2021-03-22,"Fremont",6656,605,539,10,8,2,2564,570,21,2021-03-22
"Greene",2021-03-22,"Greene",13595,793,713,10,10,0,3987,747,24,2021-03-22
"Grundy",2021-03-22,"Grundy",17705,1403,1274,31,26,5,5616,1331,26,2021-03-22
"Guthrie",2021-03-22,"Guthrie",16588,1194,1058,28,23,5,5470,1112,26,2021-03-22
"Hamilton",2021-03-22,"Hamilton",21749,1937,1685,44,42,2,7322,1751,22,2021-03-22
"Hancock",2021-03-22,"Hancock",19433,1490,1336,33,27,6,5816,1396,27,2021-03-22
"Hardin",2021-03-22,"Hardin",31314,1862,1630,39,33,6,8148,1737,68,2021-03-22
"Harrison",2021-03-22,"Harrison",19290,1825,1589,70,66,4,6248,1698,39,2021-03-22
"Henry",2021-03-22,"Henry",33422,2952,2749,37,36,1,10671,2816,30,2021-03-22
"Howard",2021-03-22,"Howard",15520,1059,959,22,18,4,4477,1016,35,2021-03-22
"Humboldt",2021-03-22,"Humboldt",14189,1206,1095,25,22,3,4605,1157,37,2021-03-22
"Ida",2021-03-22,"Ida",11193,971,768,32,30,2,3236,863,63,2021-03-22
"Iowa",2021-03-22,"Iowa",26937,1489,1348,23,21,2,7866,1428,57,2021-03-22
"Jackson",2021-03-22,"Jackson",23354,2250,2038,40,37,3,8849,2126,48,2021-03-22
"Jasper",2021-03-22,"Jasper",46556,4270,3671,69,64,5,17644,3939,199,2021-03-22
"Jefferson",2021-03-22,"Jefferson",18771,1406,1247,35,29,6,7487,1293,11,2021-03-22
"Johnson",2021-03-22,"Johnson",190639,14120,12868,76,71,5,77038,13326,382,2021-03-22
"Jones",2021-03-22,"Jones",23470,2984,2780,55,51,4,9626,2878,43,2021-03-22
"Keokuk",2021-03-22,"Keokuk",14279,998,881,29,29,0,4071,930,20,2021-03-22
"Kossuth",2021-03-22,"Kossuth",23438,2147,1903,58,51,7,7682,2035,74,2021-03-22
"Lee",2021-03-22,"Lee",49455,3772,3466,54,41,13,15378,3552,32,2021-03-22
"Linn",2021-03-22,"Linn",263165,20979,18957,321,289,32,113175,19713,435,2021-03-22
"Louisa",2021-03-22,"Louisa",15777,1300,1169,48,41,7,5275,1240,23,2021-03-22
"Lucas",2021-03-22,"Lucas",8504,771,676,21,17,4,3691,743,46,2021-03-22
"Lyon",2021-03-22,"Lyon",13939,1487,1409,41,37,4,4472,1483,33,2021-03-22
"Madison",2021-03-22,"Madison",18724,1618,1399,19,15,4,7497,1482,64,2021-03-22
"Mahaska",2021-03-22,"Mahaska",28204,2281,2071,47,42,5,10116,2179,61,2021-03-22
"Marion",2021-03-22,"Marion",37831,3672,3305,74,64,10,15513,3473,94,2021-03-22
"Marshall",2021-03-22,"Marshall",74728,5064,4518,74,66,8,20752,4706,114,2021-03-22
"Mills",2021-03-22,"Mills",19780,1686,1450,20,17,3,7484,1528,58,2021-03-22
"Mitchell",2021-03-22,"Mitchell",16085,1342,1161,40,38,2,5332,1230,29,2021-03-22
"Monona",2021-03-22,"Monona",16627,836,735,30,28,2,3653,781,16,2021-03-22
"Monroe",2021-03-22,"Monroe",8905,953,853,28,21,7,3375,912,31,2021-03-22
"Montgomery",2021-03-22,"Montgomery",13074,1050,926,36,34,2,4224,973,11,2021-03-22
"Muscatine",2021-03-22,"Muscatine",48822,4661,4063,94,85,9,20734,4351,194,2021-03-22
"O'Brien",2021-03-22,"O'Brien",23390,2033,1721,58,54,4,6485,1887,108,2021-03-22
"Osceola",2021-03-22,"Osceola",7505,717,654,15,13,2,2366,691,22,2021-03-22
"Page",2021-03-22,"Page",19351,1890,1762,19,18,1,6199,1829,48,2021-03-22
"Palo Alto",2021-03-22,"Palo Alto",16445,1088,974,22,20,2,4338,1039,43,2021-03-22
"Pending Investigation",2021-03-22,"Pending Investigation",12408,1023,880,0,0,0,6304,1003,123,2021-03-22
"Plymouth",2021-03-22,"Plymouth",34636,4065,3562,79,71,8,12891,3776,135,2021-03-22
"Pocahontas",2021-03-22,"Pocahontas",11941,868,788,19,19,0,3369,823,16,2021-03-22
"Polk",2021-03-22,"Polk",620289,60239,50377,577,513,64,266148,53427,2473,2021-03-22
"Pottawattamie",2021-03-22,"Pottawattamie",108299,11098,9577,149,132,17,45982,10097,371,2021-03-22
"Poweshiek",2021-03-22,"Poweshiek",37831,1579,1438,31,28,3,8509,1507,38,2021-03-22
