"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"O'Brien",2021-05-10,"O'Brien",26618,2147,1894,60,55,5,6857,1994,40,2021-05-10
"Osceola",2021-05-10,"Osceola",9246,812,724,16,13,3,2615,780,40,2021-05-10
"Page",2021-05-10,"Page",21800,1993,1873,22,20,2,6541,1925,30,2021-05-10
"Palo Alto",2021-05-10,"Palo Alto",19213,1181,1073,23,22,1,4630,1123,27,2021-05-10
"Pending Investigation",2021-05-10,"Pending Investigation",9721,1003,935,0,0,0,5119,976,41,2021-05-10
"Plymouth",2021-05-10,"Plymouth",38973,4307,3868,80,72,8,13643,4005,57,2021-05-10
"Pocahontas",2021-05-10,"Pocahontas",13525,896,817,22,22,0,3535,852,13,2021-05-10
"Polk",2021-05-10,"Polk",707508,64675,55036,622,548,74,286237,57381,1723,2021-05-10
"Pottawattamie",2021-05-10,"Pottawattamie",122029,12188,10496,168,148,20,49062,11069,405,2021-05-10
"Poweshiek",2021-05-10,"Poweshiek",45756,1621,1495,33,30,3,9163,1547,19,2021-05-10
"Ringgold",2021-05-10,"Ringgold",10114,572,527,24,18,6,2466,555,4,2021-05-10
"Sac",2021-05-10,"Sac",20669,1385,1242,19,19,0,5524,1301,40,2021-05-10
"Scott",2021-05-10,"Scott",215728,21311,18561,240,217,23,90433,19877,1076,2021-05-10
"Shelby",2021-05-10,"Shelby",17714,1362,1237,37,33,4,5700,1305,31,2021-05-10
"Sioux",2021-05-10,"Sioux",46750,5308,4960,74,70,4,16594,5133,99,2021-05-10
"Story",2021-05-10,"Story",164460,11338,10190,48,42,6,57602,10578,340,2021-05-10
"Tama",2021-05-10,"Tama",33142,2216,1990,71,67,4,8676,2091,30,2021-05-10
"Taylor",2021-05-10,"Taylor",8853,680,641,12,10,2,2586,657,4,2021-05-10
"Union",2021-05-10,"Union",17572,1362,1201,33,26,7,6742,1281,47,2021-05-10
"Van Buren",2021-05-10,"Van Buren",8629,580,539,18,15,3,2835,556,-1,2021-05-10
"Wapello",2021-05-10,"Wapello",47880,4646,4126,122,118,4,19087,4287,39,2021-05-10
"Warren",2021-05-10,"Warren",78884,6250,5415,88,78,10,29001,5747,244,2021-05-10
"Washington",2021-05-10,"Washington",42178,2705,2431,50,46,4,12267,2535,54,2021-05-10
"Wayne",2021-05-10,"Wayne",7289,578,493,23,18,5,2573,535,19,2021-05-10
"Webster",2021-05-10,"Webster",69494,5395,4971,93,78,15,21780,5112,48,2021-05-10
"Winnebago",2021-05-10,"Winnebago",17906,1523,1323,31,26,5,6516,1414,60,2021-05-10
"Winneshiek",2021-05-10,"Winneshiek",40840,2050,1894,34,29,5,10636,1968,40,2021-05-10
"Woodbury",2021-05-10,"Woodbury",148979,16393,14603,228,209,19,61973,15101,270,2021-05-10
"Worth",2021-05-10,"Worth",13414,787,697,8,7,1,3970,741,36,2021-05-10
"Wright",2021-05-10,"Wright",21062,1910,1760,36,29,7,8042,1838,42,2021-05-10
"Total",2021-05-10,"Totals",4893309,397712,351787,5985,5301,684,1726626,367540,9768,2021-05-10
