"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"62","Mahaska",12306,2571,2318,52,201,0.208922476840566,2021-09-01
"63","Marion",18693,4168,3746,81,341,0.222971165676991,2021-09-01
"64","Marshall",24460,5370,4897,79,394,0.219542109566639,2021-09-01
"65","Mills",8473,1780,1646,24,110,0.210079074707896,2021-09-01
"66","Mitchell",6088,1359,1240,43,76,0.223226018396846,2021-09-01
"67","Monona",4200,916,851,32,33,0.218095238095238,2021-09-01
"68","Monroe",4074,1072,997,33,42,0.26313205694649,2021-09-01
"69","Montgomery",4845,1123,1032,38,53,0.231785345717234,2021-09-01
"70","Muscatine",24665,5344,4896,107,341,0.216663288060004,2021-09-01
"71","O'Brien",7346,2077,1965,61,51,0.282738905526817,2021-09-01
"72","Osceola",2819,822,782,17,23,0.291592763391273,2021-09-01
"73","Page",7222,2129,1947,23,159,0.294793685959568,2021-09-01
"74","Palo Alto",5026,1217,1135,24,58,0.242140867489057,2021-09-01
"75","Pending Investigation",3117,8,5,0,3,0.00256657042027591,2021-09-01
"76","Plymouth",14551,4216,3993,82,141,0.289739536801594,2021-09-01
"77","Pocahontas",3846,912,858,23,31,0.237129485179407,2021-09-01
"78","Polk",318726,63926,59201,659,4066,0.200567258397495,2021-09-01
"79","Pottawattamie",53856,12473,11385,180,908,0.23159907902555,2021-09-01
"80","Poweshiek",10130,1708,1579,36,93,0.168608094768016,2021-09-01
"81","Ringgold",2698,611,554,26,31,0.22646404744255,2021-09-01
"82","Sac",6028,1394,1321,20,53,0.231254147312541,2021-09-01
"83","Scott",100865,22060,20519,254,1287,0.218708174292371,2021-09-01
"84","Shelby",6205,1428,1304,39,85,0.23013698630137,2021-09-01
"85","Sioux",18012,5332,5148,74,110,0.296024872307351,2021-09-01
"86","Story",62401,11512,10972,48,492,0.184484223009247,2021-09-01
"87","Tama",9505,2261,2080,73,108,0.237874802735402,2021-09-01
"88","Taylor",2857,709,661,12,36,0.248162408120406,2021-09-01
"89","Union",7324,1358,1272,37,49,0.185417804478427,2021-09-01
"90","Van Buren",3234,660,562,18,80,0.204081632653061,2021-09-01
"91","Wapello",21280,4750,4322,127,301,0.223214285714286,2021-09-01
"92","Warren",32061,6441,5911,92,438,0.200898287639188,2021-09-01
"93","Washington",13839,2859,2589,53,217,0.206590071536961,2021-09-01
"94","Wayne",2952,616,548,23,45,0.208672086720867,2021-09-01
"95","Webster",23960,6016,5478,102,436,0.251085141903172,2021-09-01
"96","Winnebago",7179,1575,1448,31,96,0.219389887170915,2021-09-01
"97","Winneshiek",11729,2086,1978,37,71,0.177849774064285,2021-09-01
"98","Woodbury",67411,16215,15351,232,632,0.240539377846346,2021-09-01
"99","Worth",4457,893,774,8,111,0.200358985864932,2021-09-01
"100","Wright",8822,2091,1906,40,145,0.2370210836545,2021-09-01
"101","Totals",1912357,408390,376959,6307,25124,0.213553222541607,2021-09-01
