"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1626","77","52","1","24","0.0473554735547355",2020-10-05
"Adams","Adams","687","41","28","0","13","0.0596797671033479",2020-10-05
"Allamakee","Allamakee","3001","272","197","6","69","0.0906364545151616",2020-10-05
"Appanoose","Appanoose","2722","155","128","3","24","0.0569434239529758",2020-10-05
"Audubon","Audubon","1260","104","39","1","64","0.0825396825396825",2020-10-05
"Benton","Benton","5700","365","228","1","136","0.0640350877192983",2020-10-05
"Black Hawk","Black Hawk","36459","4648","3970","94","584","0.127485668833484",2020-10-05
"Boone","Boone","6653","561","384","8","169","0.084322861866827",2020-10-05
"Bremer","Bremer","5589","527","394","7","126","0.0942923599928431",2020-10-05
"Buchanan","Buchanan","4670","315","192","1","122","0.0674518201284797",2020-10-05
"Buena Vista","Buena Vista","9547","2057","1849","12","196","0.215460354037918",2020-10-05
"Butler","Butler","3474","292","264","2","26","0.0840529648819804",2020-10-05
"Calhoun","Calhoun","2716","209","175","3","31","0.0769513991163476",2020-10-05
"Carroll","Carroll","5988","769","494","5","270","0.128423513694055",2020-10-05
"Cass","Cass","2901","194","163","2","29","0.0668734918993451",2020-10-05
"Cedar","Cedar","4094","282","182","2","98","0.0688812896922325",2020-10-05
"Cerro Gordo","Cerro Gordo","11787","1113","893","23","197","0.0944260626113515",2020-10-05
"Cherokee","Cherokee","2993","300","150","2","148","0.100233879051119",2020-10-05
"Chickasaw","Chickasaw","2716","292","256","1","35","0.107511045655376",2020-10-05
"Clarke","Clarke","2408","269","239","3","27","0.111710963455149",2020-10-05
"Clay","Clay","4012","377","242","4","131","0.0939680957128614",2020-10-05
"Clayton","Clayton","3403","287","252","3","32","0.0843373493975904",2020-10-05
"Clinton","Clinton","10284","1206","924","22","260","0.117269544924154",2020-10-05
"Crawford","Crawford","5413","1152","863","7","282","0.212820986513948",2020-10-05
"Dallas","Dallas","26722","2934","2464","39","431","0.109797170870444",2020-10-05
"Davis","Davis","1387","134","98","4","32","0.0966113914924297",2020-10-05
"Decatur","Decatur","1620","75","50","0","25","0.0462962962962963",2020-10-05
"Delaware","Delaware","4116","504","418","4","82","0.122448979591837",2020-10-05
"Des Moines","Des Moines","9382","896","638","9","249","0.0955020251545513",2020-10-05
"Dickinson","Dickinson","5541","576","433","7","136","0.103952355170547",2020-10-05
"Dubuque","Dubuque","31431","3722","2223","44","1455","0.118418122236009",2020-10-05
"Emmet","Emmet","2296","299","219","10","70","0.130226480836237",2020-10-05
"Fayette","Fayette","4338","251","159","2","90","0.057860765329645",2020-10-05
"Floyd","Floyd","4026","375","315","6","54","0.0931445603576751",2020-10-05
"Franklin","Franklin","2630","353","322","18","13","0.134220532319392",2020-10-05
"Fremont","Fremont","1346","143","64","0","79","0.106240713224368",2020-10-05
"Greene","Greene","2190","126","69","0","57","0.0575342465753425",2020-10-05
"Grundy","Grundy","2919","240","152","4","84","0.0822199383350462",2020-10-05
"Guthrie","Guthrie","2830","292","179","11","102","0.103180212014134",2020-10-05
"Hamilton","Hamilton","3784","342","310","3","29","0.0903805496828753",2020-10-05
"Hancock","Hancock","2706","215","186","2","27","0.0794530672579453",2020-10-05
"Hardin","Hardin","4013","328","254","1","73","0.0817343633192126",2020-10-05
"Harrison","Harrison","3040","324","183","5","136","0.106578947368421",2020-10-05
"Henry","Henry","5421","839","436","5","398","0.154768492897989",2020-10-05
"Howard","Howard","2154","197","150","7","40","0.0914577530176416",2020-10-05
"Humboldt","Humboldt","2389","202","182","3","17","0.0845542067810799",2020-10-05
"Ida","Ida","1595","146","55","2","89","0.0915360501567398",2020-10-05
"Iowa","Iowa","4167","251","126","1","124","0.0602351811855052",2020-10-05
"Jackson","Jackson","4181","404","241","3","160","0.0966276010523798",2020-10-05
"Jasper","Jasper","8413","909","622","34","253","0.108047070010698",2020-10-05
"Jefferson","Jefferson","2978","150","121","1","28","0.0503693754197448",2020-10-05
"Johnson","Johnson","41065","5270","4563","28","679","0.12833313040302",2020-10-05
"Jones","Jones","4136","315","194","3","118","0.0761605415860735",2020-10-05
"Keokuk","Keokuk","1826","125","76","1","48","0.0684556407447974",2020-10-05
"Kossuth","Kossuth","3711","324","147","0","177","0.0873080032336297",2020-10-05
"Lee","Lee","6709","696","515","7","174","0.103741243106275",2020-10-05
"Linn","Linn","53486","4395","3287","116","992","0.0821710354111356",2020-10-05
"Louisa","Louisa","2709","443","386","15","42","0.163528977482466",2020-10-05
"Lucas","Lucas","1703","161","103","6","52","0.094539048737522",2020-10-05
"Lyon","Lyon","2139","431","185","4","242","0.201496026180458",2020-10-05
"Madison","Madison","3679","266","186","2","78","0.0723022560478391",2020-10-05
"Mahaska","Mahaska","5216","454","329","21","104","0.0870398773006135",2020-10-05
"Marion","Marion","7260","805","741","9","55","0.110881542699725",2020-10-05
"Marshall","Marshall","11634","1826","1691","35","100","0.156953756231735",2020-10-05
"Mills","Mills","3890","221","143","1","77","0.0568123393316195",2020-10-05
"Mitchell","Mitchell","2908","201","145","0","56","0.0691196698762036",2020-10-05
"Monona","Monona","1996","175","112","1","62","0.0876753507014028",2020-10-05
"Monroe","Monroe","1428","166","114","11","41","0.11624649859944",2020-10-05
"Montgomery","Montgomery","2025","109","94","5","10","0.0538271604938272",2020-10-05
"Muscatine","Muscatine","10069","1168","966","56","146","0.115999602741087",2020-10-05
"O'Brien","O'Brien","3243","464","232","9","223","0.143077397471477",2020-10-05
"Osceola","Osceola","1146","187","103","0","84","0.163176265270506",2020-10-05
"Page","Page","2963","246","184","0","62","0.0830239622004725",2020-10-05
"Palo Alto","Palo Alto","2303","239","128","0","111","0.10377768128528",2020-10-05
"Pending Investigation","Pending Investigation","3414","16","0","0","16","0.00468658465143527",2020-10-05
"Plymouth","Plymouth","7047","1272","849","22","401","0.180502341421882",2020-10-05
"Pocahontas","Pocahontas","1840","178","141","2","35","0.0967391304347826",2020-10-05
"Polk","Polk","136910","16488","13978","271","2239","0.120429479219926",2020-10-05
"Pottawattamie","Pottawattamie","22398","2347","1812","41","494","0.104786141619787",2020-10-05
"Poweshiek","Poweshiek","3973","354","241","9","104","0.0891014346841178",2020-10-05
"Ringgold","Ringgold","1216","56","50","2","4","0.0460526315789474",2020-10-05
"Sac","Sac","2835","290","129","0","161","0.102292768959436",2020-10-05
"Scott","Scott","39319","3310","2392","29","889","0.0841832193087311",2020-10-05
"Shelby","Shelby","2508","285","254","1","30","0.113636363636364",2020-10-05
"Sioux","Sioux","8308","1886","1007","4","875","0.227010110736639",2020-10-05
"Story","Story","30709","3558","2923","17","618","0.115861799472467",2020-10-05
"Tama","Tama","4671","791","672","32","87","0.169342753157782",2020-10-05
"Taylor","Taylor","1307","164","117","1","46","0.125478194338179",2020-10-05
"Union","Union","3227","152","102","3","47","0.0471025720483421",2020-10-05
"Van Buren","Van Buren","1247","127","111","1","15","0.101844426623897",2020-10-05
"Wapello","Wapello","8596","1387","1256","57","74","0.161354118194509",2020-10-05
"Warren","Warren","13168","998","858","6","134","0.0757897934386391",2020-10-05
"Washington","Washington","5404","517","373","11","133","0.0956698741672835",2020-10-05
"Wayne","Wayne","1142","91","81","3","7","0.0796847635726795",2020-10-05
"Webster","Webster","12445","1395","1150","14","231","0.112093210124548",2020-10-05
"Winnebago","Winnebago","3123","346","207","14","125","0.110790906179955",2020-10-05
"Winneshiek","Winneshiek","4486","356","272","8","76","0.0793580026749889",2020-10-05
"Woodbury","Woodbury","33098","5968","4331","70","1567","0.180313009849538",2020-10-05
"Worth","Worth","1752","117","92","0","25","0.0667808219178082",2020-10-05
"Wright","Wright","4661","616","536","1","79","0.132160480583566",2020-10-05
"Total","Totals","823766","92843","71785","1387","19671","0.112705549877028",2020-10-05
