"Date","Adair","Adams","Allamakee","Appanoose","Audubon","Benton","Black.Hawk","Boone","Bremer","Buchanan","Buena.Vista","Butler","Calhoun","Carroll","Cass","Cedar","Cerro.Gordo","Cherokee","Chickasaw","Clarke","Clay","Clayton","Clinton","Crawford","Dallas","Davis","Decatur","Delaware","Des.Moines","Dickinson","Dubuque","Emmet","Fayette","Floyd","Franklin","Fremont","Greene","Grundy","Guthrie","Hamilton","Hancock","Hardin","Harrison","Henry","Howard","Humboldt","Ida","Iowa","Jackson","Jasper","Jefferson","Johnson","Jones","Keokuk","Kossuth","Lee","Linn","Louisa","Lucas","Lyon","Madison","Mahaska","Marion","Marshall","Mills","Mitchell","Monona","Monroe","Montgomery","Muscatine","O.Brien","Osceola","Page","Palo.Alto","Plymouth","Pocahontas","Polk","Pottawattamie","Poweshiek","Ringgold","Sac","Scott","Shelby","Sioux","Story","Tama","Taylor","Union","Unknown","Van.Buren","Wapello","Warren","Washington","Wayne","Webster","Winnebago","Winneshiek","Woodbury","Worth","Wright"
"2021-12-28",3683,2692,7573,9841,5409,18726,80872,19932,20479,15490,13116,12276,8670,11109,11284,15126,35605,10385,8369,6362,12912,11769,30142,7458,52040,6813,4463,12536,21679,8288,82717,5537,18915,12701,8894,2685,6653,7824,7597,10504,9255,17948,7188,17442,6879,6118,4427,15127,10806,20914,13434,96069,11790,7384,11452,27590,141186,7622,4811,7042,8379,12413,20290,38015,9212,9383,6926,4754,6502,23283,9569,4685,10250,7679,11157,4915,290575,44259,16027,4014,6848,91058,6912,15997,49532,12424,4311,8452,1672,5374,20704,33532,21574,5290,30209,8564,12522,53163,6851,7334
"2022-01-04",237,154,604,455,297,1189,5915,983,989,1121,637,759,462,668,486,827,1832,643,472,339,766,845,1664,431,3583,352,172,722,1078,641,4246,389,952,592,370,135,359,524,449,499,505,862,434,1105,326,544,317,943,556,1190,946,8381,640,583,757,1487,9385,390,265,446,422,630,970,1592,486,402,297,245,322,1634,492,224,317,493,839,361,20071,3250,803,377,466,6905,266,908,2861,714,168,582,157,417,1020,2172,1468,318,2506,391,866,3712,266,603
"2022-01-11",277,243,778,562,459,1505,8359,1432,1391,1414,980,980,526,945,706,1204,2505,808,888,386,1147,865,1898,588,5038,354,404,990,1353,749,6545,453,1434,982,493,175,609,739,778,1127,756,1139,596,1367,567,647,467,1125,1564,1681,1119,10359,822,554,958,1924,12793,757,298,561,624,766,1145,3004,870,581,429,290,392,2126,728,256,507,685,1430,372,29159,4499,947,431,442,7202,403,1763,4544,1508,239,619,332,412,1497,2641,1615,309,3223,641,1161,6923,602,655
