"","date","Total.Tested","positive","Recovered","deaths","hospitalized","new.hospital","ICU","Admit","RMCC6.Hospitalized","RMCC6.ICU","RMCC6.Admit","RMCC6.Leave","negative","Percent.Pos","discharged","never_hospitalized","New.Positive","New.Negative","New.Percent.Positive","Week.Positivity.Rate","Total.Daily.Tests","Still.Sick","Percent.Hospitalized","New.Deaths","Bremer.Positive","Butler.P","BlackHawk.P","Bremer.Recovered","Butler.R","BlackHawk.R","Bremer.Death","Butler.D","BlackHawk.D","Bremer.SS","Butler.SS","BlackHawk.SS","Knights.Positive","Knights.Isolation","Kights.Quarantine","TotalTested2","TotalPositive2","TotalRecovered2","TotalDeaths2","Individuals.Reported","Individuals.Positive","X","Bremer.Rep","Bremer.Pos","Black.Hawk.Rep","Black.Hawk.Pos","Butler.Rep","Butler.Pos","Bremer.Pct","Black.Hawk.Pct","Butler.Pct","State.7Day","State.14Day","Bremer.7Day","Black.Hawk.7Day","Butler.7Day","Bremer.School","Black.Hawk.School","Butler.School","Total.Tests","Individuals.Tested","Positive.Tests","Individuals.Postive","Bremer.Total.Tests","Bremer.Individuals.Tested","Bremer.Positive.Tests","Bremer.Individuals.Postive","Butler.Total.Tests","Butler.Individuals.Tested","Butler.Positive.Tests","Butler.Individuals.Postive","Black.Hawk.Total.Tests","Black.Hawk.Individuals.Tested","Black.Hawk.Positive.Tests","Black.Hawk.Individuals.Postive","np_7day","Week.Positivity","Week.Tests","Week.Deaths","Day.Total.Tests","Day.Positive.Tests","Day.Bremer.Total.Tests","Day.Bremer.Positive.Tests","wktot","nd_7day","pp_7day","P2"
"91",2020-06-16,230263,24161,17432,661,193,-4,71,NA,NA,NA,NA,NA,206102,10.4927843379093,NA,NA,120,2734,0.0420462508759636,0.0602010752361571,2854,6729,2.86818249368405,8,74,NA,NA,66,NA,NA,6,NA,NA,2,NA,NA,NA,NA,NA,222351,24388,17432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283.142857142857,1982,32923,39,NA,NA,NA,NA,1982,39,0.0602010752361571,583753921
"92",2020-06-17,234405,24379,17586,671,188,-5,64,NA,NA,NA,NA,NA,210026,10.4003754186131,NA,NA,218,3924,0.0526315789473684,0.0605136587972714,4142,6793,2.76755483586044,10,75,NA,NA,66,NA,NA,6,NA,NA,3,NA,NA,NA,NA,NA,225799,24538,17586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,1925,31811,42,NA,NA,NA,NA,1925,42,0.0605136587972714,594335641
"93",2020-06-18,239596,24735,18022,677,176,-12,63,NA,NA,NA,NA,NA,214861,10.323628107314,NA,NA,356,4835,0.0685802350221537,0.0599280862964443,5191,6713,2.62177863846268,6,81,NA,NA,66,NA,NA,6,NA,NA,9,NA,NA,NA,NA,NA,228972,24672,18022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.571428571429,1950,32539,39,NA,NA,NA,NA,1950,39,0.0599280862964443,611820225
"94",2020-06-19,245278,25127,18352,680,197,21,60,NA,NA,NA,NA,NA,220151,10.244294229405,NA,NA,392,5290,0.0689897923266456,0.0604295707374195,5682,6775,2.90774907749078,3,81,NA,NA,66,NA,NA,6,NA,NA,9,NA,NA,NA,NA,NA,232580,24823,18352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.142857142857,1961,32451,39,NA,NA,NA,NA,1961,39,0.0604295707374195,631366129
"95",2020-06-20,249207,25424,18741,681,182,-15,58,NA,NA,NA,NA,NA,223783,10.2019606190837,NA,NA,297,3632,0.0755917536268771,0.0619234965451119,3929,6683,2.7233278467754,1,81,NA,NA,68,NA,NA,6,NA,NA,7,NA,NA,NA,NA,NA,238178,25153,18741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.571428571429,1873,30247,31,NA,NA,NA,NA,1873,31,0.0619234965451119,646379776
"96",2020-06-21,256960,25865,19086,685,170,-12,53,NA,NA,NA,NA,NA,231095,10.0657689912827,NA,NA,441,7312,0.0568812072746034,0.0614917794222374,7753,6779,2.50774450508925,4,82,NA,NA,68,NA,NA,6,NA,NA,8,NA,NA,NA,NA,NA,243014,25459,19086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283.714285714286,1986,32297,34,NA,NA,NA,NA,1986,34,0.0614917794222374,668998225
"97",2020-06-22,259002,26048,19466,686,169,-1,51,NA,NA,NA,NA,NA,232954,10.0570651964078,NA,NA,183,1859,0.0896180215475025,0.0635267306048808,2042,6582,2.56760862959587,1,82,NA,NA,68,NA,NA,6,NA,NA,8,NA,NA,NA,NA,NA,249270,25902,19466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.714285714286,2007,31593,33,NA,NA,NA,NA,2007,33,0.0635267306048808,678498304
"98",2020-06-23,264265,26343,19713,688,163,-6,47,NA,NA,NA,NA,NA,237922,9.96840292887821,NA,NA,295,4968,0.0560516815504465,0.064172695723781,5263,6630,2.45852187028658,2,82,NA,NA,68,NA,NA,6,NA,NA,8,NA,NA,NA,NA,NA,252919,26065,19713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.714285714286,2182,34002,27,NA,NA,NA,NA,2182,27,0.064172695723781,693953649
"99",2020-06-24,268435,26601,19954,690,140,-23,43,NA,NA,NA,NA,NA,241834,9.90966155680146,NA,NA,258,3912,0.0618705035971223,0.0652953276520717,4170,6647,2.1062133293215,2,85,NA,NA,69,NA,NA,6,NA,NA,10,NA,NA,NA,NA,NA,258299,26418,19954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.428571428571,2222,34030,19,NA,NA,NA,NA,2222,19,0.0652953276520717,707613201
"100",2020-06-25,275442,27062,20260,694,137,-3,42,NA,NA,NA,NA,NA,248380,9.82493592117397,NA,NA,461,6546,0.0657913515056372,0.0649165876248396,7007,6802,2.01411349603058,4,85,NA,NA,70,NA,NA,6,NA,NA,9,NA,NA,NA,NA,NA,262529,26618,20260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.428571428571,2327,35846,17,NA,NA,NA,NA,2327,17,0.0649165876248396,732351844
"101",2020-06-26,282023,27593,20655,702,141,4,42,NA,NA,NA,NA,NA,254430,9.78395379100286,NA,NA,531,6050,0.0806868257103784,0.0671111715879712,6581,6938,2.03228596137215,8,85,NA,NA,70,NA,NA,6,NA,NA,9,NA,NA,NA,NA,NA,266597,26854,20655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352.285714285714,2466,36745,22,NA,NA,NA,NA,2466,22,0.0671111715879712,761373649
"102",2020-06-27,288212,27934,20893,704,131,-10,40,NA,NA,NA,NA,NA,260278,9.69217104076166,NA,NA,341,5848,0.055097754079819,0.0643507242661197,6189,7041,1.86053117454907,2,85,NA,NA,70,NA,NA,6,NA,NA,9,NA,NA,NA,NA,NA,272740,27239,20893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.571428571429,2510,39005,23,NA,NA,NA,NA,2510,23,0.0643507242661197,780308356
"103",2020-06-28,295920,28478,21195,704,118,-13,36,NA,NA,NA,NA,NA,267442,9.6235469045688,NA,NA,544,7164,0.0705760249091853,0.0670687885010267,7708,7283,1.620211451325,0,85,NA,NA,70,NA,NA,6,NA,NA,9,NA,NA,NA,NA,NA,279856,27682,21195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.285714285714,2613,38960,19,NA,NA,NA,NA,2613,19,0.0670687885010267,810996484
"104",2020-06-29,300437,28735,21585,707,119,1,35,NA,NA,NA,NA,NA,271702,9.56440118893478,NA,NA,257,4260,0.0568961700243524,0.064848557982382,4517,7150,1.66433566433566,3,85,NA,NA,70,NA,NA,6,NA,NA,9,NA,NA,NA,NA,NA,286241,28071,21585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383.857142857143,2687,41435,21,NA,NA,NA,NA,2687,21,0.064848557982382,825700225
"105",2020-06-30,303775,28944,21829,713,133,14,34,NA,NA,NA,NA,NA,274831,9.52810468274216,NA,NA,209,3129,0.0626123427201917,0.0658314350797266,3338,7115,1.86929023190443,6,87,NA,NA,78,NA,NA,6,NA,NA,3,NA,NA,NA,NA,NA,292644,28438,21829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.571428571429,2601,39510,25,NA,NA,NA,NA,2601,25,0.0658314350797266,837755136
"106",2020-07-01,308680,29347,22052,717,149,16,37,NA,NA,NA,NA,NA,279333,9.50725670597382,NA,NA,403,4502,0.0821610601427115,0.0682320785190707,4905,7295,2.0424948594928,4,88,50,2118,78,NA,NA,6,NA,NA,4,NA,NA,NA,NA,NA,297214,28677,22052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392.285714285714,2746,40245,27,NA,NA,NA,NA,2746,27,0.0682320785190707,861246409
"107",2020-07-02,316405,30060,22436,717,145,-4,36,NA,NA,NA,NA,NA,286345,9.50048197721275,NA,NA,713,7012,0.0922977346278317,0.0731879989258599,7725,7624,1.90188877229801,0,90,52,2158,79,NA,NA,6,NA,NA,5,NA,NA,NA,NA,NA,302720,28964,22436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.285714285714,2998,40963,23,NA,NA,NA,NA,2998,23,0.0731879989258599,903603600
"108",2020-07-03,320924,30355,22791,720,146,1,40,NA,NA,NA,NA,NA,290569,9.45862571823859,NA,NA,295,4224,0.0652799291878734,0.0710007454821213,4519,7564,1.93019566367002,3,91,55,2185,79,NA,NA,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,22791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.571428571429,2762,38901,18,NA,NA,NA,NA,2762,18,0.0710007454821213,921426025
"109",2020-07-04,327936,30922,23120,721,134,-12,40,NA,NA,NA,NA,NA,297014,9.42927888368462,NA,NA,567,6445,0.0808613804905876,0.0752190111771221,7012,7802,1.71750833119713,1,92,56,2247,79,NA,NA,6,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,23120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.857142857143,2988,39724,17,NA,NA,NA,NA,2988,17,0.0752190111771221,956170084
"110",2020-07-05,332114,31243,23576,721,141,7,43,NA,NA,NA,NA,NA,300871,9.4073119471025,NA,NA,321,3857,0.0768310196266156,0.0763938774382494,4178,7667,1.83905047606626,0,93,57,2279,79,NA,NA,6,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,23576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,2765,36194,17,NA,NA,NA,NA,2765,17,0.0763938774382494,976125049
"111",2020-07-06,335716,31656,23862,721,151,10,41,NA,NA,NA,NA,NA,304060,9.42939865838983,NA,NA,413,3189,0.114658523042754,0.0827971314379659,3602,7794,1.93738773415448,0,93,60,2303,78,NA,NA,6,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,23862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.285714285714,2921,35279,14,NA,NA,NA,NA,2921,14,0.0827971314379659,1002102336
"112",2020-07-07,339040,31929,24045,725,165,14,44,NA,NA,NA,NA,NA,307111,9.41747286455875,NA,NA,273,3051,0.082129963898917,0.0846448319863888,3324,7884,2.09284627092846,4,95,60,2306,80,NA,NA,6,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,24045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.428571428571,2985,35265,12,NA,NA,NA,NA,2985,12,0.0846448319863888,1019461041
"113",2020-07-08,344474,32343,24235,732,165,0,44,NA,NA,NA,NA,NA,312131,9.38909758065921,NA,NA,414,5020,0.076186970923813,0.0837011789685422,5434,8108,2.03502713369512,7,97,61,2332,80,NA,NA,7,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,24235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,2996,35794,15,NA,NA,NA,NA,2996,15,0.0837011789685422,1046069649
"114",2020-07-09,352106,33012,24651,739,168,3,49,NA,NA,NA,NA,NA,319094,9.37558576110603,NA,NA,669,6963,0.0876572327044025,0.0826867594745245,7632,8361,2.00932902762827,7,102,62,2373,80,NA,NA,7,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,24651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421.714285714286,2952,35701,22,NA,NA,NA,NA,2952,22,0.0826867594745245,1089792144
"115",2020-07-10,361252,33756,25051,742,169,1,54,NA,NA,NA,NA,NA,327496,9.34416972085968,NA,NA,744,8402,0.0813470369560464,0.0843334655822258,9146,8705,1.94141298104538,3,105,63,2413,79,NA,NA,7,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,25051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.857142857143,3401,40328,22,NA,NA,NA,NA,3401,22,0.0843334655822258,1139467536
"116",2020-07-11,367822,34499,26081,748,178,9,56,NA,NA,NA,NA,NA,333323,9.37926497055641,NA,NA,743,5827,0.113089802130898,0.0896805896805897,6570,8418,2.11451651223569,6,109,64,2464,79,NA,NA,7,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,25371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511,3577,39886,27,NA,NA,NA,NA,3577,27,0.0896805896805897,1190181001
"117",2020-07-12,374817,35002,26206,749,177,-1,54,NA,NA,NA,NA,NA,339815,9.3384238174896,NA,NA,503,6492,0.0719085060757684,0.0880266023464394,6995,8796,2.01227830832196,1,112,70,2510,79,52,1882,7,2,59,26,16,569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537,3759,42703,28,NA,NA,NA,NA,3759,28,0.0880266023464394,1225140004
"118",2020-07-13,377608,35502,26605,753,173,-4,63,NA,NA,NA,NA,NA,342106,9.40181352089998,NA,NA,500,2291,0.179147259046937,0.0918075050128903,2791,8897,1.94447566595482,4,116,70,2527,79,54,1895,7,2,59,30,14,573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549.428571428571,3846,41892,32,NA,NA,NA,NA,3846,32,0.0918075050128903,1260392004
"119",2020-07-14,381299,35830,26899,755,186,13,67,NA,NA,NA,NA,NA,345469,9.39682506379508,NA,NA,328,3363,0.0888648062855595,0.0923116969166331,3691,8931,2.08263352368156,2,116,71,2539,79,55,1898,7,2,59,30,14,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557.285714285714,3901,42259,30,NA,NA,NA,NA,3901,30,0.0923116969166331,1283788900
"120",2020-07-15,384765,36036,27102,759,190,4,62,NA,NA,NA,NA,NA,348729,9.36571673618962,NA,NA,206,3260,0.0594345066358915,0.091658186691817,3466,8934,2.126706962167,4,116,71,2551,79,55,1898,7,2,59,30,14,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527.571428571429,3693,40291,27,NA,NA,NA,NA,3693,27,0.091658186691817,1298593296
"121",2020-07-16,392912,36737,27353,777,195,5,65,NA,NA,NA,NA,NA,356175,9.34993077330293,NA,NA,701,7446,0.0860439425555419,0.0912855952555997,8147,9384,2.07800511508951,18,125,74,2582,79,56,1907,7,2,60,39,16,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532.142857142857,3725,40806,38,NA,NA,NA,NA,3725,38,0.0912855952555997,1349607169
"122",2020-07-17,403012,37616,27551,782,210,15,70,NA,NA,NA,NA,NA,365396,9.33371711016049,NA,NA,879,9221,0.087029702970297,0.0924329501915709,10100,10065,2.08643815201192,5,131,78,2644,79,59,1916,7,2,60,45,17,668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551.428571428571,3860,41760,40,NA,NA,NA,NA,3860,40,0.0924329501915709,1414963456
"123",2020-07-18,403726,37903,27800,785,210,0,70,NA,NA,NA,NA,NA,365823,9.38829800409188,NA,NA,287,427,0.401960784313726,0.0948083778966132,714,10103,2.07859051766802,3,131,80,2650,79,59,1921,7,2,60,45,19,669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.285714285714,3404,35904,37,NA,NA,NA,NA,3404,37,0.0948083778966132,1436637409
"124",2020-07-19,414497,38564,27875,792,214,4,75,NA,NA,NA,NA,NA,375933,9.30380678267877,NA,NA,661,10110,0.0613684894624455,0.0897681451612903,10771,10689,2.0020581906633,7,135,80,2683,79,63,1930,7,2,60,49,15,693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508.857142857143,3562,39680,43,NA,NA,NA,NA,3562,43,0.0897681451612903,1487182096
"125",2020-07-20,419267,38907,27950,793,221,7,76,NA,NA,NA,NA,NA,380360,9.2797668311601,NA,NA,343,4427,0.0719077568134172,0.0817350392472215,4770,10957,2.01697544948435,1,135,81,2694,79,64,1932,7,2,60,49,15,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.428571428571,3405,41659,40,NA,NA,NA,NA,3405,40,0.0817350392472215,1513754649
"126",2020-07-21,423221,39419,28307,798,223,2,74,23,39,12,6,NA,383802,9.31404632567855,NA,NA,512,3442,0.129489124936773,0.0856113735031726,3954,11112,2.00683945284377,5,140,84,2707,79,65,1934,7,2,60,54,17,713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512.714285714286,3589,41922,43,NA,NA,NA,NA,3589,43,0.0856113735031726,1553857561
"127",2020-07-22,427908,39793,28607,808,224,1,71,29,43,14,6,2,388115,9.29942884919188,NA,NA,374,4313,0.0797951781523362,0.0870824931043275,4687,11186,2.00250312891114,10,143,85,2724,79,65,1951,7,2,61,57,18,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536.714285714286,3757,43143,49,NA,NA,NA,NA,3757,49,0.0870824931043275,1583482849
"128",2020-07-23,436734,40509,28863,815,232,8,73,33,40,15,2,5,396225,9.27543997032519,NA,NA,716,8110,0.0811239519601178,0.0860754871982109,8826,11646,1.99210029194573,7,151,88,2766,79,67,1965,7,2,61,65,19,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538.857142857143,3772,43822,38,NA,NA,NA,NA,3772,38,0.0860754871982109,1640979081
"129",2020-07-24,441256,40960,29148,820,230,-2,72,28,43,13,12,9,400296,9.28259332451004,NA,NA,451,4071,0.099734630694383,0.0874385524526723,4522,11812,1.94717236708432,5,154,88,2783,79,70,1978,7,2,61,68,16,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.714285714286,3344,38244,38,NA,NA,NA,NA,3344,38,0.0874385524526723,1677721600
"130",2020-07-25,447251,41628,29462,826,220,-10,72,30,45,15,6,4,405623,9.30752530458289,NA,NA,668,5327,0.111426188490409,0.0855829982768524,5995,12166,1.80831826401447,6,163,92,2827,79,75,2022,7,2,61,77,15,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532.142857142857,3725,43525,41,NA,NA,NA,NA,3725,41,0.0855829982768524,1732890384
"131",2020-07-26,451337,42016,29604,826,226,6,77,34,51,15,9,3,409321,9.30923013180838,NA,NA,388,3698,0.0949583945178659,0.0937024972855592,4086,12412,1.82081856268128,0,166,95,2841,79,78,2022,7,2,61,80,15,758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493.142857142857,3452,36840,34,NA,NA,NA,NA,3452,34,0.0937024972855592,1765344256
"132",2020-07-27,455737,42422,29727,829,241,15,78,30,56,12,7,2,413315,9.30843885837665,NA,NA,406,3994,0.0922727272727273,0.0963805867836578,4400,12695,1.89838519102009,3,164,97,2853,79,78,2028,7,2,61,78,17,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502.142857142857,3515,36470,36,NA,NA,NA,NA,3515,36,0.0963805867836578,1799626084
"133",2020-07-28,458792,42738,30476,836,253,12,75,30,52,11,5,9,416054,9.31533243822909,NA,NA,316,2739,0.103436988543372,0.0933063450563661,3055,12262,2.06328494535965,7,167,99,2870,80,81,2038,7,2,62,80,16,770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.142857142857,3319,35571,38,NA,NA,NA,NA,3319,38,0.0933063450563661,1826536644
