"Date","Adair","Adams","Allamakee","Appanoose","Audubon","Benton","Black.Hawk","Boone","Bremer","Buchanan","Buena.Vista","Butler","Calhoun","Carroll","Cass","Cedar","Cerro.Gordo","Cherokee","Chickasaw","Clarke","Clay","Clayton","Clinton","Crawford","Dallas","Davis","Decatur","Delaware","Des.Moines","Dickinson","Dubuque","Emmet","Fayette","Floyd","Franklin","Fremont","Greene","Grundy","Guthrie","Hamilton","Hancock","Hardin","Harrison","Henry","Howard","Humboldt","Ida","Iowa","Jackson","Jasper","Jefferson","Johnson","Jones","Keokuk","Kossuth","Lee","Linn","Louisa","Lucas","Lyon","Madison","Mahaska","Marion","Marshall","Mills","Mitchell","Monona","Monroe","Montgomery","Muscatine","O.Brien","Osceola","Page","Palo.Alto","Plymouth","Pocahontas","Polk","Pottawattamie","Poweshiek","Ringgold","Sac","Scott","Shelby","Sioux","Story","Tama","Taylor","Union","Unknown","Van.Buren","Wapello","Warren","Washington","Wayne","Webster","Winnebago","Winneshiek","Woodbury","Worth","Wright"
"2021-12-28",283,231,524,800,250,1511,5650,1243,1100,1158,708,683,554,866,938,760,2600,544,589,605,798,812,2473,847,4162,396,384,908,2315,661,5442,426,998,970,596,339,490,466,460,748,699,979,601,1261,458,615,421,854,983,1770,948,5344,1132,525,722,2011,11323,492,488,484,699,1377,1978,1832,621,579,395,435,571,1806,452,263,802,362,879,346,22843,4913,819,223,423,6829,671,1019,3166,692,343,685,0,385,2185,2712,1340,303,2035,771,677,5416,485,795
"2022-01-04",33,11,53,46,16,133,417,92,59,129,38,66,26,20,26,55,193,39,64,28,18,80,267,49,275,16,45,79,54,43,443,40,55,58,37,17,16,45,34,19,62,70,93,27,47,40,35,66,175,139,77,317,79,27,96,108,824,41,32,30,30,81,92,60,61,37,22,28,19,91,73,17,39,29,71,12,1637,401,49,41,32,729,61,67,218,47,19,54,0,27,156,178,64,30,168,86,99,268,29,36
"2022-01-11",38,19,53,49,16,99,114,55,74,77,11,48,12,22,17,46,123,17,72,28,19,65,187,18,176,21,16,67,30,50,234,23,45,30,28,6,9,21,34,38,29,52,45,7,37,27,1,34,93,102,46,137,50,20,47,77,692,63,12,19,26,68,74,57,38,20,13,15,9,84,29,7,18,20,20,18,930,245,78,10,22,664,38,26,84,49,10,50,0,21,98,139,62,21,114,36,53,40,15,40
"2022-01-18",35,8,51,39,12,76,209,88,47,58,-30,24,14,22,24,44,72,7,41,25,10,33,78,27,140,17,14,27,39,27,193,11,43,28,11,15,10,7,11,31,6,40,28,22,26,24,1,44,53,99,37,253,27,21,45,37,657,40,23,3,47,54,81,61,50,8,9,14,6,73,40,10,5,9,12,14,931,176,66,0,8,613,19,7,36,41,2,56,0,24,92,109,54,25,79,30,71,-14,13,28
